question,wrong_choices,correct_answer
"How do you feel ______ their coming.","in, of, on","about"
"Synonym of Liaison?","Condone, Confine, None of these","Association"
"Synonym of Portent?","Lie, Isthmus, None of these","Omen"
"Synonym of Prognosis?","Unique, Good, Priceless","Prediction"
"What is the synonym of thrifty?","loving, caring, cunning","frugal"
"Synonyms of Abase _________?","incur, tax, estimate","humiliate"
"What does the English prefix “Sino” mean:","French, American, Japanese","Chinese"
"Better ______ than never.","Once, Sometime, Repeat","Late"
"I enjoy __________ tennis.","to play, plays, to playing","playing"
"What is the antonym of Demur?","crude, boisterous, falter","accept"
"What is the antonym of Kindle?","detest, enemy, discourage","douse"
"What is the antonym of ”Pit”?","group, select, marry","peak"
"What is the antonym of ” Withdraw”?","need, reduce, want","advance"
"Most common english word in the world?","and, of, is","the"
"Smoking is detrimental ______ health.","with, against, of","to"
"He delivered a speech that was not appropriate ________ the event.","with, of, against","to"
"I have great aversion _________ smoking.","at, with, on","to"
"We should not sneer ______ the poor.","on, of, against","at"
"Chairman of the meeting was out of country, so it was put ________ .","out, on, up","off"
"She pleaded ________ the King for her husband’s life.","to, for, at","with"
"I called ______ him but he was very busy in his work.","on, after, of","at"
"Ahmed inquired ________ my health.","of, at, with","after"
"The idiom “A bolt from blue” means?","Good news, Expected misfortune, Sudden News","Unexpected misfortune"
"The idiom “once a blue moon” means?","Often, Rapidly, Slowly","Rarely"
"The idiom “All and Sundry” means?","Specific, Experienced, Relevant","Everyone"
"The idiom “Above-board” means?","Clever, Over confidence, Moral","Honest"
"What is antonym of Chary?","Cautious, Bold, Happy","Careless"
"What is antonym of Callow?","Inexperienced person, Diligent, Vigilant","Veteran"
"What is antonym of Brevity?","In a nutshell, Tersely, Scarcity","verbosity"
"What is antonym of Bibulous?","Careful, Inspired, Sot","Sober"
"What is antonym of Assiduous?","Diligent, Sedulous, Indomitable","Sluggish"
"What is synonym of Waive?","Accept, Struggle, Abrogate","Relinquish"
"What is synonym of Succinct?","Elaborated, Extra, Verbose","Concise"
"What is synonym of Maladroit?","Clever, Adept, Serious","Clumsy"
"What is the meaning of idiom ” pour cold water on “?","Encourage, To be calm, Deceive","Discourage"
"Antonym of Reprobate ___________?","Elevated, clumsy, lavish","virtous"
"Nearly everybody has trouble _______ at one time or another.","sleep, in sleeping, during sleeing","sleeping"
"Antonym of Abominate?","loath, Abhor, Despise","love"
"Synonym of Bellicose ____________?","Navel, Amusing, None of these","hostile"
"Once in a Blue Moon means?","Always, Never, Impossibly","Rarely"
"He is ignorant _______ what he pretends to know?","with, on, from","to"
"I have been working hard ______ arithmetic?","in, at, None of these","on"
"The dog ran ______ the road?","under, over, in","along"
"Synonym of connoisseur?","Ignorant, Interpreter, Delinquent","Lover of art"
"He used to visit us every week,but he _______ now?","is rarely coming, has rarely come, None of these","rarely comes"
"Men ________to abolish wars up to now, but maybe they will find a way in future?","never managed, will have never managed, None of these","have never managed"
"The headmaster ________ to speak to you?","is wanting, was wanting, None of these","wants"
"________ earth moves around_______ sun.","The; A, An; The, An; A","The; the"
"A person who wants to destroy all government and order is called _________?","Alienate, Annihilate, Aviary","Anarchist"
"Communications of impressions from mind to mind without the aid of the senses?","Tact, Tantalize, None of these","Telepathy"
"Government by old people?","Gourmand, Honorary, Edible","Gerontocracy"
"Astound means __________?","Clam, Clarity, None of these","Amaze/greatly surprise"
"What is the correct spelling?","Bettalion, Bettalean, Battalian","Battalion"
"Passive of “Why did you disobey your parents?","Why do your parents was disobey by you?, Why your parents was disobeyed by you?, Why your parents were disobey by you?","Why were your parents disobeyed by you?"
"Passive voice of “Who taught you English”?","Who was taught English to you?, Who was teaches you English?, By whom is English is taught to you?","By whom was English taught to you?"
"He said, “What a teacher you are”!","He exclaimed with surprise that he is a great teacher., He exclaimed with surprise that he has a great teacher., He exclaimed with surprise that he had a great teacher.","He exclaimed with surprise that he was a great teacher."
"Idiom “Between Scylla and Charybdis” means?","Between two lovers, Between two parties, Between two Happy Moments","Between two dangers/evils"
"Synonym of Bibliophile is _________?","lover of bibliography, lover of ideas, lover of art","lover of books"
"Antonym of MINOR is ____________ ?","Big, Tall, Heavy","Major"
"Antonym of Revealed is _____________ ?","Denied, Ignored, Overlooked","Concealed"
"It was unanimously resolved that the parties _____ launching of popular programmes.","Should be united undertook, Should be unitedly undertaken, Should be unitedly undertake","Should unitedly undertake"
"The research study is an eye-opener and _____ us with the problems of poor nations.","Attempted to acquaint, Attempting to acquaint, Attempt to acquaint","Attempts at acquainting"
"Synonym of Gruesome is __________ ?","Tragic, Painful, Hateful","Frightful"
"Antonym of Essential is ___________ ?","Nought, Minors, Trivial","Optional"
"Antonym of Hypocritical is ____________?","Gentle, Amiable, Dependable","Sincere"
"Antonym of Fickle is ______________?","Courageous, Sincere, Humble","Constant"
"To read between the lines means?","To Suspect, To concentrate, To read carefully","To Grasp the hidden meaning"
"The Synonym of Cadge is ________.","Trick, Path, Disclose","Beg"
"The Synonym of Caress.","Adore, Kiss, Hate","Fondle"
"I am fed up ____ his mess.","Of, About, in","With"
"He is so much preoccupied with his job that he has become indifferent ______ his health.","for, over, with","to"
"Synonym of Trammel is ________________?","Ponder, Rattle, None of these","Obstacle"
"His mathematics ________ goo","Is, Were, None of these","Are"
"Mumps_______ a terrible disease.","Are, Have, None of these","Is"
"What is synonym of Husbandry?","Business, Illicit, Rules","Agriculture"
"Synonym of “Caucus”?","Systematic, Confession, Indicts","Congregation"
"William Blake was born in ____________?","1756, 1719, None of these","1757"
"Abbreviate antonym __________?","Abridge, Achieve, Accept","Expand"
"The Synonyms of resuscitate is ________________?","Rejuvenate, Demolish, Revitalize","A and C"
"Synonym of Waggle?","To bicker, Argue about price, betting","Wobble"
"The ______ hostages huddled together, waiting to be rescue","excited, bored, annoyed","terrified"
"Maria does well in her studies because she is a ______ students.","intelligent, attractive, charming","clever"
"Lila is a ______ girl and does not like to go out alone.","frightened, lonely, scared","timid"
"Aaron who is a ______ boy has many friends.","famous, quiet, handsome","popular"
"Sarah will do the job well. She is a ______ girl.","rely, reliance, reliability","reliable"
"The ______ man was taken to the hospital.","injure, injury, injurious","injured"
"We heard the ______ news that seven schoolchildren had drowne","bad, unpleasant, terrifying","shocking"
"You need a ______ knife to cut this meat.","big, new, long","sharp"
"Idiom “Best of both worlds” means?","Friendly with everyone, Master of huge wealth, None of these","benefits of two things and none of the disadvantages."
"The Idiom “At the drop of a hat” means?","At the top level, Hide something, Feeling proud","Without any hesitation"
"“Nod off” means?","take rest, sitting down, turn off something","Fall asleep"
"My uncle, who is a businessman, often travels _____ air.","on, in, from","by"
"My aunt has invited me to her place _____ three o’clock this afternoon _____ te","on; to, during; so that, from; for","at; for"
"You can move around the town _____ foot as it is not very big.","by, in, from","on"
"This present is _____ my grandmother.","by, on, at","from"
"She hurried to the supermarket _____ she might get some things _____ it close","in order to; before, for; by, so that; at","so that; before"
"Travelling _____ air is faster than travelling _____ se","on; on, in; on, by; at","by; by"
"My parents are going to China _____ a holiday _____ September.","so; that, in; at, for; during","for; in"
"My grandmother died _____ 7p.m. _____ 12 August 1989.","in; on, at; in, by; during","at; on"
"I intend to visit my grandparents _____ this weeken","on, by, for","during"
"On hearing the siren. I pulled ______ and stopped the car.","in, off, up","over"
"Most ______ the tourists enjoyed the visit to the batik factory.","off, between, with","of"
"There was rapid development ______ the post-war years.","by, among, towards","during"
"There is widespread unemployment all ______ the country.","in, about, around","over"
"You can obtain the answer ______ adding the date of birth to this figure.","in, on, to","by"
"The staff co-operated ______ the management to increase productivity.","for, by, to","with"
"The local team scored three goals ______ the first half of the match.","on, for, below","in"
"The island is so small that there are only five houses ______ it.","in, over, around","on"
"Severely abusive writing in journals?","imaginary, speculative, sarcastic","scurrilous"
"Words written on a tomb is called _____________?","epithet, epigraph, Soliloquy","epitaph"
"We sat _____ the back of the queue.","in, on, None of these","at"
"Our country needs a number of ______ Social workers.","uninterested, self-centered, None of these","disinterested"
"After dinner, grand mother used to tell us stories while ______ the old socks.","Sewing, Stitching, None of these","Darning"
"If the storm continues, the overhead wires may ______ with twang.","Break, Tear, None of these","Snap"
"The destiny has destined him ______ a high post than he now holds.","to, on, None of these","for"
"It is natural for us to exult ______ our own success.","over, against, None of these","at"
"At last he yielded __________ the temptation.","About, on, for","to"
"Idiom “Red letter day” means?","a dangerous day, an eventful day, a formidable day","an important day"
"Idiom “no love lost” means?","stop loving, forming a group, have good understanding","not like each other at all."
"Idiom “Get the sack” means?","resigned, got rid of, was demoted from","was dismissed from"
"Idiom “The pros and cons of” means?","measure the ingredient, observe etiquette, postpone action","consider all facts"
"Idiom “by leaps and bounds” means?","very slowly, irregularly, very systematically","very quickly"
"Idiom “turned a deaf ear to” means?","disputed, paid attention to, acknowledged gratefully","To ignore or refuse to listen to someone or something"
"Idiom “at one’s wit’s end” means?","to understand thoroughly, to be a stupid person, to behave irrationally","to be puzzled"
"The poet who used extensive alliteration?","William Shakespeare, William Wordsworth, Percy Bysshe Shelley","John Keats"
"To beat the air means?","Making progress, To sound logical, None of these","To keep doing something despite its apparent pointlessness or futility"
"Synonym of Gigantic?","Huge, Bright, None of these","Enormous"
"Rome was not built in a day.","They did not build Rome in a day., They could not build Rome in a day., They have not built Rome in a day.","The Romans did not build Rome in a day."
"Making a show of being morally superior to other people is called__________?","Selflessness, Over confidence, None of the above","Sanctimonious"
"Synonym of BRISKLY is _____________?","LAZY, CLEARLY, STUNNING","HASTY"
"Synonym of Paucity is _____________?","Presence, Poverty, None of these","Scarcity"
"The stretcher bond in brick masonry can be used only when the thickness of wall is_____________?","190 mm, 180 mm, 280 mm","90 mm"
"The name of a person, thing is called______?","Pronoun, Verb, Adjective","Noun"
"Teachers as well as headmaster _______ punctual of time","Is, Have, Was","Are"
"Be in your ________.","Boats, House, Ship","Shoes"
"Each of us _____ eaten our meal.","Have, Are, was","Has"
"Make hay ______ sun shines","When, Than, If","While"
"The traitors should be shot dea","They should have shot the traitors dea, They shall shoot the traitors dea, They shot the traitors dea","They should shoot the traitors dea"
"Haroon was a king. Here *King* is______?","Abstract Noun, Material Noun, Proper Noun","Common Noun"
"Synonym of “DOWNTURN” is__________?","Spurt, Upsurge, Repulsion","Plunge"
"Synonym of “PREVALENCE” is____________?","Magnitude, Impediment, Bounds","Currency"
"Synonym of “POPULOUS” is __________?","Uninhibited, Latent, Reserved","Heaving"
"The synonyms of FOSTERING is ____________?","Safeguarding, Neglecting, Ignoring","Nurturing"
"An Error in Printing or writing_____?","Flaw, Elixir, Pangaea","Erratum"
"One who knows everything?","Acquiescent, Ubiquitous, Omnipresent","Omniscient"
"An abandoned child of unknown parents who is found by somebody____?","Siblings, Urchin, Orphan","Foundling"
"Parts of a country behind the coast or a river’s banks:","Swamps, Isthmuses, None of these","Hinterland"
"A group of giraffe is known as:__________?","Herd, Flock, None of these","Tower"
"The teacher cautioned me _________ my spelling.","Against, At, On","For"
"I________my friend will die soon.","Hope, Expect, No Appropriate Option","Fear"
"Idiom “Star Crossed” is__________?","Lucky, Hard worker, None of these","Unlucky"
"The train went _________ the tunnel.","from, under, to","through"
"A hundred rupees ______ all that he wants.","was, Were, Are","Is"
"Choose the nearest meaning of the word “Lax”.","Anger, Deny, None of these","Negligent"
"Choose the Antonyms of Array:","Agonistic, Vitriolic, Decorate","disarrange"
"Choose the meaning of idiom: “To break a lance with”.","To entertain friends, To fail or to miscarry, Get up to be involved in something","To engage in a competition"
"The Synonymous of “Delineate” is:_________?","Dissemble, Intimate, Representative","Outline"
"Choose the Synonymous of “Novice”:","experienced, Lively, None of these","Unaware"
"Choose the correct Synonymous of “Quenching”?","Scrawny, Lament, Insincerity","Assuage"
"Choose the correct meaning of idiom ” between sylla and charybids”","Between two great opportunities, In a confused situation, None of these","Between two great difficulties"
"choose the correct meaning of idiom ” Leave in the Lurch” :","A difficult situation, To meet suddenly with someone, To assist someone in adverse circumstances","To leave someone in difficulty"
"choose the right meaning of idiom ” In the blue funk ” :","To get rid off, To be against person wishes, To make a challenge.","In a state of terror"
"Choose the correct meaning of idiom ” Play ones card right”:","To do something risky, Change the parties, Being to improve","To get benefit of the opportunity"
"choose the correct meaning of idiom ” peddle one’s own canoe:","A person with good behaviour, To have aims & desires suitable to circumstances, To be successful","To solve one’s own issues without any help"
"Choose the correct meaning of idiom ” Spill the beans______ :","Become uncertain about something, To avoid from someone, Something difficult to accept","To reveal the Secrets"
"Choose the correct meaning of idiom “Champing at the bit__________?","Something difficult to accept, A pessimistic Person, None of these","Extremely Impatient"
"Idiom ” As the Crow flies ” means:___________?","In a indirect way, The impossible task, None of these","In a direct & straight way"
"Synonymous of Morbid is _________ ?","Cheerful, Refute, None of these","Cimmerian"
"The jug is full ____ milk?","about, by, with","of"
"Fortnight Means?","18 days, 20 days, 22 days","14 days"
"He said to me, “I expect you to attend the function.”","He told me that he had expected me to attend the function., He told me that he expected me to attended the function., He told me that he expected me to have attended the function.","He told me that he expected me to attend the function."
"choose the correct meaning of idiom “The birds & the bees________ :","Depression and low spirits, Remain undecided & uncomplete, Do favors for getting favors","Basic information about se*ual behaviour in humans"
"Synonym of INNUENDO is _____________?","Verification, Harm, Proof","Implication"
"What it the moaning of the Idiom/proverb “To be at loggerheads” ?","To cooperate with enemies, To face stiff opposition, To tax one’s mind and body","To be in strong disagreement or dispute"
"I have lost _______ umbrella which you had given me.","a, an, no article is used","the"
"Antonym of ‘DISPARAGE’ is___________?","BELITTLE, PLEASE, DENIGRATE","PRAISE"
"Choose the most suitable word: An office or post with no work but high pay:","Honorary, Gratis, Ex-Officio","Sinecure"
"Choose the correct article: Wait for me by ____ school gate at 4 o clock.","An, A, Article is not require","The"
"Synonym of LOQUACIOUS is _____________?","Thirsty, Funny, Non of these","Talkative"
"Antonym of “Foe” is___________?","Enemy, classmate, None of these","Friend"
"Antonym of pardon is _____________?","forgive, praise, Reward","Punish"
"Books are a great source _______ happiness.","for, on, with","of"
"Antonyms of “Apposite” is_____?","Liable, Connected, None","Inappropriate"
"“TO EGG ON” means ?","to advise, to ask, to warn","to urge"
"“MALA FIDE” means ?","Genuine, Trustworthy, Generous","Bad intention"
"He is superior _____me?","than, With, from","To"
"Through which light cannot pass?","Dull, Dark, Obscure","Opaque"
"Snollygoster is Synonymous to ?","Villain, Man of Principles, None of these","Sharp,Shrewd and Unprincipled Person"
"What is the Synonym of of “Hue”?","Dew, Still, Pursuit","Colour"
"What is the Synonym of “Jeer”?","Magnanimity, Applaud, Avoid","Scoff"
"She sings____________?","Nicely, Sweetly, None of these","Beautifully"
"Antonym of Friend is _____________?","Brother, companion, None","Enemy"
"A leady who remains unmarried?","Bachelor, Misanthrope, None of these","Spinster"
"Synonym of Obsolescent is _____________?","Useless, Glittering, Modernity","Fustiness"
"The noisy River Kumar Passes through city of Balakot. In this sentence ” noisy River” prefers to _________ ?","Talkative and Lively river, Slow and Gently Flowing river, Unhurried and Smoothly flowing river","Loud and Fast flowing river"
"The recent immigrants realised they were Consaguineous.?","Badly treated, cheated, Mistaken","having same ancestor"
"“Weal and woe” means__________?","Up & down, whole heartedly, Extreme hate","Joys & sorrows"
"idiom of “Rides the high horse”?","went on gambling, bought a horse, None of them","superior"
"Khan is always ready to “Eat anyone,s salt”?","To cook tasty dishes, An infectious diseas, None","To be one,s guest"
"The people of the village Afzal Khan are “the salt of the earth”?","Rich, Educated, Qurralsome","Kind"
"He looks upset, I think he took the criticism _____________ heart?","in, about, of","to"
"What’s the antonym of Amicable?","Friendly, Haughty, Arrogant","Hostile"
"You can’t always pass ______ appearance.","Down, Into, Of","By"
"It is Good __________ him to help me in time.","for, to, by","of"
"To face the music means____________?","To be greeted rudely, To be offered warm hospitailty, To be on the front seat in a concert","To bear the consequences"
"The foreign phrase De novo means______?","one side only, Indefinitly, None of Above","New"
"Synonyms of of remote is__________?","automatic, savage, mean","distant"
"Synonyms of of Admonition is __________?","Weapon, Preamble, Alarm","Warning"
"Which mark is used for Semicolon________?","?, :, !",";"
"Wow! Ah! Oh! and No! are usually used as________?","Preposition, Conjunction, Adjective","Interjection"
"Antonym of Vagrant is _____________?","Derelcit, Wayfarer, Vagabond","Stable"
"FAQ stands for __________ ?","Favourite Asked Questions, Favourite and Answered Questions, Frequently Answered Questions","Frequently Asked Questions"
"Rule of thumb means ?","Mark of thumb on a legal paper, an easy choice, an unknown rule","a rough estimate"
"Have an Axe to Grind means:____________ ?","To use axe frequently, To have a dispute with someone, To be fair with someone","Selfish motive"
"Chose the correct meaning of idiom: Beat about the bush ?","Try to meet George Bush, To make noise, To accompany someone in a jungle","To avoid the main topic"
"The Chairman is ill and we’ll have to__________the meeting for a few days.","Put on, Put of, Put away","Put off"
"“Wow” is an example of_________?","Article, Conjunction, Adverb","Interjection"
"isolation is most similar to__________?","Fear, Plenitude, Disease","Solitude"
"Contiguous is most similar to__________?","Catching, Divided, Circumstantial","Adjoining"
"Carte Blanche means:","wheel in the motion, A blank thing, Going by the rules","Full discretionary powers"
"Antonym of “filthy” is_________?","Grimy, Grubby, Putrid","Clean"
"Both parties must adhere ______ the terms of the contract.","In, By, On","To"
"Synonym of “Bibulous” is _______?","Huge, Boozy, Sottish","Both B & C"
"Antonym of ”Malaise” is ___________?","Despondancy, Dejection, Restless","Comfort"
"Which one of the following word is most similar to ” characterized by or showing interest or concern”?","Forlorn, Delinquent, All of the above","Solicitous"
"Which one of the following is most similar in meaning to SOPORIFIC?","Meteoric, Phlegmatic, Sadistic","Hypnotic"
"Synonym of “Yokel” is _______?","Crafty, Canny, Crave","bumpkin"
"I was alarmed_______his death.","by, upon, from","at"
"Synonym of EVADE is_______?","Elude, Avoid, dodge","All of these"
"Synonym of VAGUE is_________?","Clear, ill-timid, Evade","Fuzzy"
"Meaning of words and how to use them is called?","Syntax, Pragmatics, IPA","Semantics"
"The list of words in a language is referred to as its___________?","Vocabulary, Structure, Vocal cords","lexicon"
"They greet me cheerfully every morning.","Every morning I was greeted cheerfully., I am being greeted cheerfully by them every morning., Cheerful greeting is done by them every morning to me.","I am greeted cheerfully by them every morning."
"Who is creating this mess?","Who has been created this mess?, By whom has this mess been created?, By whom this mess is being created?","By whom is this mess being created?"
"I remember my sister taking me to the museum.","I remember I was taken to the museum by my sister., I remember myself being taken to the museum by my sister., I remember taken to the museum by my sister.","I remember being taken to the museum by my sister."
"The synonym of “Emancipate” is_________?","Emanate, Incorporate, Defame","Release"
"The synonym of “Gregarious” is__________?","Reserved, Shaky, Egregious","Sociable"
"Synonym of DEFLECT is _____________?","Frustrate, Revert, Depress","Divert"
"What is the synonysm for STRICTURE?","Stricness, Stinging, Discipline","Censure"
"Antonym of “QUOTIDIAN” is_________?","Certain, Wishful, Premature","Extraordinary"
"Synonym of Contaminate is _____________?","Purify, Clean, Arrange","Debase"
"Are they playing match against them?","Is a match be played against our team by them?, Is a match played against our team by them?, Is a match been played against our team by them?","Is a match being played against our team by them?"
"You must obey your parents.","Your parents must obeyed by you., Your parents must been obeyed by you., Your parents must being obeyed by you.","Your parents must be obeyed by you."
"Have you taken a rest?","Have a rest taken by you., Had a rest taken by you? D۔ Have a rest be take by you?","Have a rest been taken by you?"
"Why does an officer neglect duties?","Why the duties neglected by an officer?, Why is the duties neglected by an officer?, Why are the duties neglect by an officer.","Why are the duties neglected by an officer?"
"Did you visit a zoo?","Was a zoo being visited by you?, Was a zoo be visited by you?, Was a zoo been visited by you?","Was a zoo visited by you?"
"She will invite me.","I will invited by her., I shall being invited by her., I will been invited by her.","I shall be invited by her."
"I take exercise daily.","Exercise are taken daily by me., Exercise is being taken daily by me., Exercise is been taken daily by me.","Exercise is taken daily by me."
"You will praise her very much.","She will praised very much by you., She will being praised very much by you., She will been praised very much by you.","She will be praised very much by you."
"Why do you tell a lie?","Why a lie told by you?, Why is a lie be told by you?, Why is a lite being told you?","Why is a lie told by you?"
"Why did you waste best part of your life?","Why the best part of your life wasted by you?, Why were the best part of your life wasted by you?, Why did the best part of your life wasted by you?","Why was the best part of your life wasted by you?"
"Will my mother have baked cake?","Will the cake have baked by my mother?, Will the cake has being baked by my mother?, Will the cake be baked by my mother?","Will the cake have been baked by my mother?"
"Who designed a car?","By whom a car designed?, By whom a car had designed?, By whom a car was being designed?","By whom a car was designed?"
"He was driving a car, when accident occurre","A car driven by him, when the accident occur., A car was driven by him, when the accident occur., A car was been driven by him, when the accident occurre","D A car was being driven by him, when the accident occurre"
"They probably won’t attend lecture tomorrow.","The lecture probably not attended by them tomorrow., The lecture not probably attended by them tomorrow., The lecture probably won’t been attended by them tomorrow.","The lecture probably won’t be attended by them."
"The Ship Is Bound_____Pakistan.","Onto, At, To","For"
"Synonyms of ABASEMENT is _______?","Incurrence, Taxation, Pride","Humiliation"
"He is averse_______hard work.","on, at, from","to"
"The idiomatic phrase “Spick and Span” means?","Wisdome and foresight, Watch the weather, Deceive somebody","spotlessly clean"
"Synonym of Abysmal is__________?","Dreadful, Awaful, Atrocious","All of them"
"Antonym of Euphony?","pithy, Salophony, Pitching","Cacophony"
"What do you mean by Novel ___________ ?","Short prose, A short narrative prose, A literary work on the stage","A long fictional prose with many characters"
"What the term Short Story stands for:","A long prose fiction, A story of figurative language, A story of many characters","A short prose fiction"
"Reptile is to Lizard as Flower is to________?","Petal, Stem, Alligator","Daisy"
"My first lesson __________ forgiveness came from my mother.","Upon, About, In","On"
"I’m ________ sure of it as you are.","Quite, Perfectly, Very","As"
"What is the Synonym of the word “INDUBITABLE”?","Certain, Fraudulent, Doubtful","Undeniable"
"Synonym of Unhinge is________?","Sane, Stable, Balanced","Deranged"
"Synonym of Fanatical is__________?","Moderate, Open-minded, Rare","Zealous"
"Synonym of Lurch is________?","Tiptoe, Steady, None of the above","Stagger"
"Synonym of Warmonger is_________?","Pacifist, Honest, Optimist","Militarist"
"Synonym of Enfeeble is_________?","Strengthen, Powerful, Acceptable","Weaken"
"Synonym of Prudence is____________?","Folly, Recklessness, Incapable","Judgement"
"Synonym of Murky is___________?","Dark, Gloomy, Bright","Both A and B"
"Synonym of Ominous is__________?","Promising, Auspicious, Propitious","Menacing"
"Synonym of Obscure is __________?","Reveal, Clear, Bright","confusing"
"Synonym of Gauche is ________?","Elegant, Sophisticated, Decent","Awkward"
"Synonym of Defamation is __________?","Libel, Slander, Commendation","C both A and B"
"Synonym of Confiscated is________?","Return, Allow, Free","Seize"
"Synonym of Reluctant is ________?","Willing, eager, Ready","Unwilling"
"Synonym of Dissent is_________?","Agree, Accept, Assent","Disagree"
"Synonym of Cagey is ________?","Frank, Open, Weak","Secretive"
"Synonym of “AFICIONADO” is____________?","Critic, indifferent, Rival","Enthusiast"
"Synonym of “INEBRIATE” is___________?","Dreamy, Stupefied, Unsteady","Drunken"
"Synonym of “Retaliation” is__________?","Reconciliation, Remission, Condonation","Revenge"
"The original inhabitants of a Country.","Citizens, Natives, Primitive","Aborigines"
"The teacher made the naughty boy __________.","Tiptoes, To Tiptoe, None of these","Tiptoe"
"Synonym of “AMNESTY” is________?","Assistance, Security, Judicial","Pardon"
"Synonym of “YOB” is__________?","Annoyed, Intelligent, Humble","Aggressive"
"Synonym of “BONHOMIE” is__________?","curriculum, Meticulous, Insolent","friendliness"
"To”Jazz Up” means to___________?","Go faster, Make a lot of noise, Be Strong","Make something more exciting"
"There were no opposition to the new policy by the ‘rank and file’ of the Government.","The official machinery, The majority, The cabinet ministers","The ordinary members"
"Synonym of TRUCE is_________?","Ratify, Agreement, Settlement","Armistice"
"Synonym of Foster is ________?","Increase, Lessen, None","Raise"
"What is the synonym for the Exotic?","dull, uninteresting, boring","Unusual"
"What is the cause ____________ the problem?","on, about, in","of"
"It differs ______________ their last suggestion?","about, in, of","from"
"This flying coach is bound______Karachi.","From, To, None","For"
"I would like to thank you ____________ behalf of all of us?","of, about, in","on"
"He is jealous ______________ her success?","on, about, in","of"
"As ________ me; I will be happy to lend a hand?","of, in, about","for"
"He was accused ______________ theft?","in, about, on","of"
"What did you make __________ the lecture?","in, about, on","of"
"Unfortunately, we had to cancel it owing ___________ the bad weather?","of, in, about","to"
"It was kind _______________ you to help?","in, about, on","of"
"She cares ________ the environment?","of, in, on","about"
"He was embarrassed because everybody was laughing __________ him?","of, in, about","at"
"Green pepper is very rich __________ vitamin C?","of, about, on","in"
"Please do not interfere _____________ my personal affairs?","of, about, on","in"
"He is interested ____________ history?","of, about, on","in"
"We arrived ____________ the station an hour late?","of, in, about","at"
"I am good __________ tennis?","of, in, about","at"
"The teacher set some homework ____________ the end of the lesson?","of, in, about","at"
"She suffers ___________ a heart disease?","in, about, on","from"
"They decided __________ the grey sofa?","of, in, about","on"
"He confided _________ me?","of, about, on","in"
"I am envious ___________ them?","in, about, on","of"
"I am worried ____________ the exam?","in, on, of","about"
"He is good ______ Football.","Of, With, In","At"
"She is jealous _______ my friend?","From, With, By","Of"
"Synonym of Nostalgia is ____________?","Reminiscence, Apathy, Wistfulness","Homesickness"
"The Sun_________From Behinds The Clouds.","Immerse, Imerged, None Of These","Emerged"
"A Group of birds or a flock flying together in hundreds or even in thousands is called _______ ?","Startling, Both A and B, None of these","Murmuration"
"One who lacks knowledge ________ ?","Intelligent, Credulous, Colleague","Ignorant"
"A part of a word that can be pronounced separately ?","Particle, Sibilant, Letter","Syllable"
"One who travels from place to place ?","Mendicant, Journeyman, Tramp","Itinerant"
"Antonym of Selfish is _____________?","Helpful, Egocentric, Acquisitive","Altruistic"
"Antonym of Torture is__________?","Third Degree, Twinge, Stick","Peace"
"She said to the princess, “May you live long”.","She prayed for the princess that may she live long., She prayed for the princess that she live long., She prayed for the princess that she may live long.","She prayed for the princess that she might live long."
"He will be arriving quite late, so by the time he comes, the play ______ ?","Would have begun, Will begun, Would begun","Will have begun"
"The police _______ for the robber for long but they have failed to find him so far.","Have looked, Has looked, Has been looking","Have been looking"
"I’ll come to meet you at the station in my car _________ you do not have to walk to my house.","In order, That, Because","So that"
"Rubi talks a lot, doesn’t she? Yes, although there no reason for _______ ?","So much have talking, Her so much talking, Talking her so much","Her talking so much"
"Turn left________the traffic lights.","In, On, Of","At"
"I said to her, “Why are you sleeping”?","I asked her that why she was sleeping., I asked her that why was she sleeping., None of these","I asked her why she was sleeping."
"Correct the sentence: He got up and run to the door.","He get up and run to the door., He gets up and run to the door., He got up and will run to the door.","He got up and ran to the door."
"______ earth moves around ______ sun.","The; A, An; The, An; A","The; the"
"Choose the correct option which reflect the same sense as in the captioned sentence: “Our guest let us know that he would be arriving next week in his last letter.”","Our guest let us know that he was arriving next week in his last letter., Our guest let us know that’s he are arriving in his last letter., Done of the above","Our guest let us know in his last letter that he would be arriving next week."
"He writes ___ ink.","WITH, FOR, ON","IN"
"Meaning of the idiom ‘Swan song”?","First work, Middle work, Early work","Last work"
"The food is very good_______that restaurant.","at, of, with","in"
"The Synonym of Abstemious is___________?","Diligent, Confused, None of these","Moderate"
"The Synonym of Abreast is________?","Smart, Opposite, None of these","Informed"
"The words in these books will be of value_________ you.","For, On, None of these","To"
"Zillzahid Presents himself as a bold Journalist by asking people in politics the kinds of………………… questions that other reporters do not ask.","Circumnutating, Abnormal, Irrelevant","Controversial"
"Synonym of Fealty is _____________?","Non-Alliance, Amenity, Fear","Loyalty"
"Synonym of Intrepid is _____________?","Timid, Affable, Lazy","Bold"
"Synonym of Dearth is _____________?","Necessity, Luck, Abundance","Lack"
"Synonym of Facile is _____________?","Cheerful, Clean, Humorous","Easy"
"Synonym of fervor is__________?","Class, Realization, Swiftness","Excitement"
"Synonym of Doleful is__________?","Happy, Famous, Enemy","Sad"
"Synonym of Apposite is__________?","Whole, Revealing, Cooked","Appropriate"
"Synonym of Diffident is__________?","Upsetting, Responsible, Polite","Shy"
"Synonym of rebate is ____________ ?","Gift, Charity, Commission","Discount"
