question,wrong_choices,correct_answer
"Greater the conOf reactant__________________?","Lesser will be dx/dt, dx/dt will be moderate, any of above","Greater will be dx/dt"
"Energy required to form transition state is called _________________?","P.E, V, K.E","Ea"
"Activated complex is formed due to________________?","Pressure, Ineffective collisions, Temperature","Effective collision"
"Which order of reaction obeys the relation t1/2 = 1/Ka____________________?","First order, Third order, Zero order","Second order"
"Rate of reaction when concentration of reactants are taken as unity is called_________________?","Arrhenius constant, Molecularity, Ideal rate constant","Specific rate constant"
"When a graph is plotted between 1/T on X-axis and log k on y-axis a straight line is obtained with a negative slope which has two end in__________________?","I and II quadrant, II and III quadrant, III and IV quadrant","II and IV quadrant"
"In rate expression the concentration of reactants is negative. It shows_______________?","Concentration of reactant does not change, Concentration of product increases, Concentration of reactant increases","Concentration of reactant decreases"
"Sum of exponents of molar concentration is called___________________?","Molecularity, Rate of reaction, Average of reaction","Order of reaction"
"On increasing the temperature the rate of reaction increases mainly because_________________?","The activation energy of the reaction increases, Concentration of the reacting molecules increases, None of these","Collision frequency increases"
"The addition of a catalyst to the reaction system__________________?","Increases the rate of forward reaction only, Increases the rate of reverse reaction, Increases the rate of forward but decreases the rate of backward reaction","Increases the rate of forward as well as backward reaction equally"
"Which of the following type of reaction is 3rd order reaction_________________?","2N2O5 = 2N2O4 + O3, NO + O3 ? NO2 + O2, None of these","2FeCl3 + 6KI ? 2FeI2 + 6KCl + I2"
"Which statement is incorrect about catalyst___________________?","it is used in smaller amount, decrease activation energy, specific in action","it affects specific rate constant"
"Energy of activation for backward reaction is less than forward reaction for ___________ reactio?","Exothermic, Moderate, Fast","Endothermic"
"When the reaction completes in more than one steps rate of reaction will be determined by________________?","Fast step, All steps, Molecularity of the reaction","Slowest step"
"A substance which increases the reactivity of enzyme is called_________________?","Inhibitors, Stimulators, Non-activators","Promoters"
"An enzyme has its specificity due to________________?","Substrate, Temperature, Pressure","Structure"
"Biocatalytical proteins are_________________?","Substrate, Lipids, any of above","Enzymes"
"When catalysts and reactants are in more than one phase it is________________?","Homogeneous catalysis, Catalysis, Ea","Heterogeneous catalysis"
"Anything which increases rate of reaction without being involved in the reaction________________?","Promoter, Inhibitor, All of the above","Catalyst"
"Which of the following will have very high rate of reaction ?","Double decomposition reaction, Neutralization reaction, Ionic reactions","all of above"
"Energy of reactant higher than energy of product favours Endothermic_______________?","Moderate reaction, No reaction","Exothermic"
"Radiations are absorbed in_______________?","Dilatometric method, Optical relation method, Refractometric method","Spectrophotometer method"
"For 3rd order reaction the hhalf life is inversely proportional to initial concentration of reactants__________________?","Single, Cube, Raise to power four","Square"
"Rate of disappearance of reactant is equal to_________________?","Rate of formation of product, Energy released during reaction, A and B","Rate of reaction"
"Unit of rate of reaction is_________________?","Moles dm-3, Moles sec-1, Mol-1 dm3 sec-1","Moles dm-3 sec-1"
"Spontaneous reactions are_______________?","Moderate, Slow, not natural","Fast"
"The value of activation energy is primarily determined by_______________?","Temperature, Concentration of reactants, Chemical nature of reactants and products","Effective collision"
"The specific rate constant of a first order reaction depends on the________________?","Time, Concentration of the reactant, Concentration of the product","Temperature"
"The rate of reaction___________________?","Increases as the reaction proceeds, Remains the same as the reaction proceeds, May decrease or increase as the reaction proceeds","Decreases as the reaction proceeds"
"The sequence of zones in the rotary kiln are as____________________?","dry zone burning zone decomposition zone cooling zone, cooling zone burning zone decomposition zone dry zone, burning zone cooling zone decomposition zone","dry zone decomposition zone burning zone cooling zone"
"Which one of the following raw material is not present in the cement ?","lime stone, gypsum, KNO3","iron oxide"
"Phosphorus helps in the growth of_________________?","root, leave, stem","seed"
"What is clinker ?","roasted calcareous material, roasted argillaceous material, roasted gypsum","roasted calcareous and argillaceous material"
"The potassium present in plant help the plant to___________________?","form starch sugar and fibrous material, ripen the seeds and fruits, increase the resistance against disease","all the above statements are correct"
"Which one of the following is an inorganic fertilizer ?","manure, urea, All","ammonium nitrate"
"The nutrients which are required in very small amount for the normal growth of plants are called_________________?","nitrogenous fertilizers, phosphorus fertilizer, all of the above","micronutrients"
"Argillaceous material does not include________________?","vlay, slate, blast furnace slag","marine shells"
"Which of the following potassium fertilizers are more useful for horticultural crops tobacco & potatoes ?","KCI, K2SO4, KMnO4","KNO3"
"Which of the following fertilizers is not useful for paddy rice ?","urea, DAP, Ammonium sulphate","Ammonium nitrate"
"Which of the following is the most suitable catalyst for ammonia synthesis ?","Pt, ZnO + Cr2O3, All of the above","Fe in fused mixture of Al2O3 + SiQ2 + MgO"
"Which of the following is macronutrient ?","Cu, Cl, Zn","H"
"Which of the following is incorrect statement about nitrogen importance ?","It enhances plant growth, It is involved in the synthesis of protein and nucleic acids, It is involved in the chlorophyll synthesis","it accelerates fruits and flowers growth"
"The important function of burning zone in the rotary kilm is __________________?","to dry the moisture of slurry, to decompose lime stone to unslaked lime, to reduce the impurities","combination of different oxides like CaO SiO2 Fe2O3 and Al2O3"
"The composition of mixture of clay and lime stone in the raw for cement material is __________________?","25% lime stone and 75% clay, 15% lime stone and 55% clay, 55% lime stone and 15% clay","75% lime stone and 25% clay"
"Which sequence of steps is correct for the manufacture of cement ?","crushing heating mixing grinding, crushing mixing heating grinding and mixing, mixing heating grinding crushing","crushing grinding mixing heating"
"Cement is a mixture of so many compounds roasted in rotary kiln. Which substances has greater percentage ?","Silica (SiO2), Alumina (Al2O3), Magnesia (MgO)","Lime (CaO)"
"Cement is a mixture of________________?","clay and clinker, lime stone and gypsum, lime stone and clay","clay lime stone and gypsum"
"Which one of the following fertilizers provides the nitrogen and phosphorus to the plant ?","urea, calcium superphosphate, potassium nitrate","diammonium phosphate"
"The percentage of nitrogen in urea is________________?","36%, 56%, 66%","46%"
"Which one of the following set of raw material is most suitable for manufacture of urea ?","H2 N2 and CO, H2 CO2 and H2O, H2O N2 and H2","CH4 N2 and CO2"
"How many zones through which the charge passes in a rotary kiln ?","3, 2, 5","4"
"Which of the following processes is used for the synthesis of cement ?","dry process, wet process, none","both"
"Calcarious material includes_________________?","lime stone, marble, chalk","all of the above"
"DAP (Diammonium hydrogen phosphate) contains ______________ plant nutrients?","60%, 65%, 70%","75%"
"The cooling of molten urea by air in the tower is called______________________?","evaporation, condensation, crystallization","prilling"
"Addition of urea to the soil is ____________ reaction?","endothermic, both a and b, no heat energy is involved","exothermic"
"The fertilizers which provide single nutrient from NPK are called ___________ fertilizer?","compound, both a and b, none of the above","straight"
"The fertility of the soil is improved by________________?","Rotation of the crops, Adding lime to the acid salts, Adding manure and growing legumes","All"
"Nucleic acids direct the synthesis of__________________?","Glucose, Triglycerides, All","Proteins"
"Purines and pyrimidines are__________________?","Enzymes, Carbohydrates, Lipids","Nitrogenous bases"
"Rate of enzymatic reaction is directly proportional to the concentration of___________________?","Enzyme, Enzyme and substrate, Enzyme and product","Substrate"
"Enzynies that catalyze the transfer of groups within molecule are called_________________?","Lyases, Transferases, Ligases","Isomerases"
"Orgosterol is__________________?","Orgocalciferol, Vitamin D2, all of the above","Sterol"
"Lipopolysaccharides are examples of________________?","Derived lipids, Simple lipids, Not a type of lipids","Compound lipids"
"Animal fats are located particularly in__________________?","Skeleton tissues, Cardiac tissues, Connective tissues","Adipose tissues"
"Regular coiling or zigzagging of polypeptide through hydrogen bonding is its_______________?","Quantum structure, Tertiary structure, Primary structure","Secondary structure"
"All proteins yield ___________ upon complete hydrolysis?","Nitrogen, Carbon and hydrogen, Sulphur","Amino acids"
"Amylose is__________________?","Insoluble in water, Soluble in alcohol, Partially soluble in alcohol","Soluble in water"
"Nylon is obtained by heating___________________?","Acrylic acid, Epichlorohydrin, Vinyl chloride","Adipic acid with hexamethylene diamine"
"Carbohydrates are polyhydroxy compounds of___________________?","Glucose, Glyceraldehydes, Oligosaccharides","Aldehydes and ketones"
"Polyester resins are the product of the reaction of__________________?","Polyamines with aliphatic dicarboxylic acids, Styrene in the presence of catalyst, Epichlorohydrin with diphenylol propane","Dihydric alcohol and dicarboxylic aromatic acids"
"A polymer in which three different monomers combine called_____________?","Copolymer, Homopolymer, Biopolymer","Terpolymer"
"The nitrogenous base different in RNA as compared to DNA is_________________?","Cytosine, Adenine, Guanine","Thymine"
"The mechanism by which the genetic information can be duplicated is called_________________?","Duplication, Transcription, Mutation","Replication"
"Nucleic acids were first demonstrated in_________________?","Sperm heads, 1872, all of the above","Pus cells"
"Enzyme proved useful in cancer treatment is_______________?","Lactic dehydrogenase, Alkaline phosphatase, Cellulase","L-asparaginase"
"Enzymes from the same organism which catalyze same reaction but are chemically and physically distinct from each other are called______________?","Oxidoreductases, Hydrolases, Isomerases","Isoenzymes"
"Saponification is the hydrolysis of fat or oil with an__________________?","Acid, Enzyme and alkali, Enzyme and acid","Alkali"
"Triglycerides are easily hydrolyzed by enzymes called_________________?","Lyases, Ligases, Hydrolases","Lipases"
"Animal and vegetable fats are___________________?","Glycerols, Fatty acids, Tetraesters formed from glycerol and fatty acids","Triesters formed from glycerol and fatty acids"
"Lipids are soluble in___________________?","Organic and inorganic solvents, Inorganic solvents, Solubility has nothing to do with lipids","Organic solvents"
"Protein attached to some non protein group is called____________________?","Derived protein, Sample protein, Proteoses","Conjugated protein"
"The process of polymerization was classified by___________________?","Strecker, Sabatier, Runge","W. H. Carothers"
"Hydrolysis of an oligosaccharide in the presence of acid yields________________?","one monosaccharide unit, No monosaccharide unit, many monosaccharide","2-9 monosaccharide unit"
"Common example of carbohydrates are__________________?","Glyceraldehydes glucose peptone, Glycerol phospho lipids collagen, Legumin amylopectin albumin","Cellulose glycogen galactose"
"Industrial materials and thermal power stations are coated with______________________?","Polyester resins, Polyamide resins, Polyvinyl chloride","Epoxy paints"
"The important monomers of acryclic resins is__________________?","Vinyl chloride, Styrene, Hexamethylenediamine","Methylmethacrylate"
"Polymers described as large molecules built up from small repeating units called________________?","Biopolymers, Dimers, metamers","Monomers"
"Any process of chemical decay of metals due to the action of surrounding medium is called__________________?","activation, enameling, coating","corrosion"
"In the production of wrought iron Mg Si and P are removed in the form of___________________?","oxides, silicates, carbonates","slag"
"When the central atom of coordination compound is sp3d2 hybridization the expected geometry will be___________________?","tetrahedral, square planar, trigonal bipyramidal","octahedral"
"In complex compounds the oxidation number is written in___________________?","English, Greek, Hebrew","Roman numeral"
"The central atom along with ligands is called____________________?","complex ion, ligand, complex compound","coordination sphere"
"The species which donate two electron pairs in a coordination compound is called__________________?","ligand, mono-dentate ligand, poly-dentate ligand","bi-dentate ligand"
"When a compound of transition element is dissolved in a solution of salt then it produces____________________?","simples ions, double salts, strong anions","complex ions"
"When light is exposed to transition element then electrons jump from lower orbitals to higher orbitals in______________________?","orbitals of f-subshell, orbitals of d-subshell, orbitals of p-subshell","both A & B"
"Compounds attracted by applied strong magnetic field are called__________________?","diamagnetic, good conductor, ferromagnetic","paramagnetic"
"The location of transition elements is in between__________________?","lanthanides & actinides, chalcogens and halogens, d and f block elements","s and p block elements"
"K2 (Cu(CN)4) which one is correct___________________?","Potassium tetra cyano cupperate, Co-ordination number is 2, Ligand is positively charged","Central atom is present in avionic sphere"
"Which of the following is typical transition metal ?","Sc, Y, Cd","Co"
"When an active metal like Al comes in contact with less active element like Cu then it produces__________________?","dry cell, electrolytic cell, A and B","galvanic cell"
"Which is sold as fertilizer ___________________?","CaSiO3, Na2SiO3, MnSiO3","Ca3(PO4)2"
"With impurities like P and S the open hearth furnace is lined with ?","SiO2, Fe2O3, FeO","CaO MgO"
"In pig iron the concentration of C-atom is ___________________?","0.12 — 0.25%, 2.0 — 4.0%, 0.25 — 2.5%","2.5 — 4.5%"
"Geometry of the complex compounds usually depends upon __________________?","type of ligands, types of hybridization in the elements of ligands, All of above","hybridization of central metal"
"The compound or complex ion which has a ring in its structure__________________?","polydentate ligand, monodentate ligand, hydrate","chelate"
"Which of the following can form a chealate______________________?","ammine, carbonyl, cyano","oxalato"
"The specie which donates electrons to central metal atom in coordination sphere is called____________________?","anion, cation, acid","Ligand is positively charged"
"Non-stoichiometric compounds of transition elements are called___________________?","hydrates, hydrides, binary compounds","interstitial compounds"
"The oxidation state of transition elements is usually _______________________?","constant, single, infinite","variable"
"The correct electronic configuration of Cr is____________________?","[Ar]4s23d4, [Ar] 4s23d4, [Ar]4s03d5","[Ar]4s13d5"
"Pure metal__________________?","corrode slowly, corrode rapidly, none of these","does not corrode easily"
"The melting points and boiling points upto meddle of 3d- series ____________________?","decreases, remain same, no regular trend","increases"
"The leements in which d or f orbitals are in the process of completion are__________________?","outer transition elements, inner transition elements, typical transition elements","transition elements"
"Group VIB of transition elements contains___________________?","Zn Cd Hg, Fe Ru Os, Mn Te Re","Cr Mo W"
"The oxidation number of central metal atom in [Ni(CO)4] is_________________?","0, 2, 6","4"
"Coordination number of the transition element in [Pt Cl NO2 (NH3)4]2- is____________________?","2, 4, 8","6"
"The reduction potential Zn is_________________?","0.76, -0.55, 0.55","-0.76"
"In K2Cr2O7 the oxidation number of chromium is____________________?","7, -7, -6","6"
"Apparent charge on atom in molecule is___________________?","valency, coordination number, charge number","oxidation number"
"In alkaline battery the anode is made up of______________________?","MnO2, AgO2, cadmium","Zn"
"Density of H2SO4 in lead accumulator is__________________?","1.3g/cm3, 1.20g/cm3, 1.15g/cm3","1.25g/cm3"
"Secondary cell is_____________________?","non rechargeable, electrolytic cell, Daniel cell","rechargeable"
"Greater value of standard reduction potential greater will be tendency__________________?","to get oxidized, to get reduced, to accept electrons","both B and C"
"The element that act as anode always have ______________ position in electrochemical cell?","lower, in middle, no effect of position","higher"
"Electrode potential of Zn is__________________?","oxidation, reduction, oxidation-reduction","depends on the nature of the coupled electrode"
"Potential of SHE is considered as__________________?","unity, constant, multiple of 1","zero"
"E0red of an element cab be calculated by comparing it with _____________________?","New electrode of same element, 1M solution of ions of respective element, 2M solution of HCI","SHE"
"Salt bridge transfers_______________?","electrons, anion, current","ions"
"Right half cell contains _____________ electrode?","A1, Zn, Fe","Cu"
"Decrease in oxidation number is called__________________?","oxidation, oxidation-reduction, all of above represent same entity","reduction"
"Reaction at anode is called________________?","reduction, redox, decomposition","oxidation"
"In electrolytic solution conductance of electricity is due to _____________________?","free electrons, metals, electrodes","ions"
"The degree of dissociation of week electrolyte increases as________________?","Pressure increases, Dilution decreases, None","Dilution increases"
"Which of the following is true in the case of Zn-Cu cell ?","The flow of electrons takes place from copper to zinc, E0red of copper electrode is less than that of zinc electrode, All are correct","Zinc acts as an anode and copper as cathode"
"Which of the following cell is not rechargeable ?","Lead storage battery, Fuel cell, Ni-Cd cell","Silver oxide cell"
"Stronger the oxidizing agent greater is the________________?","Oxidation potential, Redox potential, emf of cell","Reduction potential"
"Which of the following element act as inert electrode________________?","CCu, Ag, None","Pt"
"The half cells are interconnected through________________?","wire, electric circuit, no connection exists","salt bridge"
"Percentage of sulfuric acid in lead accumulator is__________________?","40%, 25%, 50%","30%"
"Voltaic cell is a_________________?","irreversible cell, reversible cell, alkaline cell","all of the above"
"The strength of solution of an element whose electrode potential is to be measured is________________?","2M, 1N","1M"
"Capacity of one lead accumulator cell is___________________?","1.5 volts, 3 volts, 1 volts","2 volts"
"Lead accumulators are_______________?","secondary cell, primary cell, voltaic cell","both A & C"
"Greater value of standard reduction potential smaller will be tendency______________?","to form negative ions, gain electrons, all are possible","to form positive ions"
"In galvanic cell Zn acts as an anode so its value of standard reduction potential in comparison to coupled electrode would be________________?","lesser, sum of reduction and oxidation potentials, none","greater"
"List of elements based on hydrogen scale is called________________?","periodic table, groups, periods","electrochemical series"
"Chemical used in salt bridge is________________?","KOH, KNO3, KBr","KCI"
"H2 gas in SHE is filled at pressure of___________________?","750mm of Hg, 780mm of Hg, 800mm of Hg","760mm of Hg"
"Voltaic cell can be recharged by______________?","by addition of fresh solution, by removal of solution, by heating it","by replacing external circuit with external source of electricity"
"Zn(s)/Zn+2(aq) 1M | | Cu+2(aq) 1M/Cu(s) is representation of reaction in______________?","Daniel cell, Downs cell, Nelsons cell","Voltaic cell"
"For the measurement of standard electrode potential Zn is dipped in________________?","1 M ZnO solution, 1.5 M ZnSO4 solution, 0.1 M ZnSO4 solution","1 M ZnSO4 solution"
"In Galvanic cell electrons flow from anode to cathode through__________________?","salt bridge, movement of ions, all of the above","external electric circuit"
"In electrolytic cell electricity carries________________?","spontaneous reaction, neutralization, all of above","non-wpontaneous reaction"
"Electricity in voltaic cell is produced due to_________________?","neutralization, oxidation, reduction","both B & C"
"Molten NaCl conducts electricity due to the presence of_______________?","Free electrons, Free molecules, Atoms of Na and Cl","Free ions"
"In a galvanic cell________________?","Chemical energy is converted into heat, Electrical energy is converted into chemical energy, Electrical energy is converted into heat","Chemical energy is converted into electricity"
"In an electrolytic cell current flows ?","From cathode to anode in outer circuit, From cathode to anode inside the cell, both B & C","From anode to cathode outside the cell"
"Which has maximum oxidation number ?","N, Cr, S","Mn"
"If electricity is passed through CuSO4 solution by using Pt electrode then which of the following possible change occurs ?","H2 is deposited at cathode, Cu is deposited at anode, All are possible","Colour of the solution becomes fade"
"The relative lowering of vapour pressure is directly proportional to molality if the solution is________________?","concentrated, saturated solution, all of the above","dilute"
"ppm means________________?","parts of solute in 1000 parts of solvent, parts of solvent in 1000 parts of solute, parts of solvent in one million parts of solute","parts of solute in one million parts of solution"
"Hydration is a process in which_________________?","Molecules are surrounded by solvent molecules, Ions are surrounded by solvent molecules, Both ions and molecules are surrounded by solvent molecules","Both ions and molecules are surrounded by water molecules"
"Beckmanns apparatus is used to measure_______________?","boiling point elevation, lowering of vapour pressure, lowering of osmotic pressure","depression in freezing point"
"The determination of correct molecular weight from Raoults law is applicable to_________________?","a volatile solute in dilute solution, a non-electrolyte & non volatile solute in concentrated solution, a non-electrolyte & non volatile solute in concentrated solute","non volatile solute in a dilute solution"
"Concentration of solute molecule when they are in equilibrium with solid substance at particular temperature is called________________?","saturated solution, unsaturated solution, super saturated solution","solubility"
"The solution which distils over with change in composition________________?","ideal solution, azeotropic solution, non-ideal solution","zeotropic solution"
"If the volume of solution is equal to sum of volumes of its all components then the solution_____________?","will be non-ideal solution, will show deviations from Raoults law, both b & c","will be an ideal solution"
"58.5g of of NaCl per 1 dm3 of solution of NaCl in water the concentration of solution will be___________________?","0.1 M, 0.1 N","1 M"
"10ml of alcohol dissolve in 90ml of water unit of concentration used is________________?","% w/w, % w/v, % v/w","% v/v"
"The component of solution which is in smaller amount is called_________________?","solvent, phase, ion","solute"
"Every sample of matter with uniform properties and fixed composition is called_________________?","solute, solvent, solution","phase"
"Which of the following substance do not show continuous solubility curve ?","KCIO4, K2Cr2O7, PbCl2","Na2SO4. 10H2O"
"Which has the minimum freezing point ?","One Molal NaCI, One molal KCI solution, One molal urea solution","One molal CaCI2"
"The molal boiling point constant is the ration of the elevation of boiling point to____________________?","Molarity, More fraction of solvent, Mole fraction of solute","Molality"
"Which of the following unit of concentration is independent of temperature ?","Molarity, Mole fraction, all","Molality"
"Which one of the following salt does not hydrolyzed________________?","AlCl3, CuSO4, NH4Cl","Na2SO4"
"Water of crystallization can be removed by________________?","drying, evaporation, All of the above","heating"
"1 molar solution of glucose in water contains weight of glucose________________?","170g/dm3, 190g/dm3, 195g/dm3","180g/dm3"
"Solution of Na2SO4 will be_________________?","basic, acidic, cannot be presicted without data","neutral"
"The compounds in which water molecules are added are called_______________?","Hydrated ions, double salts, complexes","hydrates"
"Boiling point elevations can be measured by__________________?","Beckmanns method, Linds method, none of the above","Landsbergers method"
"Solubility of KCIO3 gives__________________?","continuous and falling solubility curve, discontinuous and falling solubility curve, discontinuous and rising solubility curve","continuous and rising solubility curve"
"Mixtures which distill over without change in composition called___________________?","zeotropic mixture, amphoteric mixture, ideal solution","azeotropic mixture"
"The relative lowering of vapour pressure is_____________________?","equal to the mole fraction of solvent, equal to the mole fraction of solute, directly proportional to the mole fraction of solute","both B & C"
"In partially miscible liquids the two layers are___________________?","unsaturated solutions of each liquid, normal solution of each liquid, no layer formation takes place","saturated solutions of each liquid"
"Number of moles in 1 kg of solvent is called_________________?","normality, molarity, mole fraction","molality"
"Solution with maximum concentration of solute at given temperature is called________________?","Super saturated solution, unsaturated solution, dilute solution","saturated solution"
"Homogeneous mixture of two or more than two compounds is called__________________?","compound, radical, ion","solution"
"When common salt is dissolved in water ?","Boiling point of water decrease, Boiling point of water remains same, None of the above","Boiling point of water increase"
"Which of the following are the conditions of colligative properties_______________?","Non-electrolye solute, Non-volatile solute, Dilute solution","All of the above"
"Which of the following is an example of liquid in gas solution?","Opals, Dust particles in smoke, Paints","Fog"
"Which of the following solutions of H2SO4 is more concentrated ?","1 molal solution, 1 normal solution, all have same concentration","1 Molar solution"
"Ozone hole is substantial depletion of ozone in every year during__________________?","Aug – Nov, Nov – Dec, Dec – Jan","Sep – Nov"
"Which of the following is used as water disinfectant to avoid the formation of toxic compounds_________________?","Cl2, O3, ClO2","both B & C"
"Chlorination of water may be harmful if the water contains_________________?","Dissolved oxygen, Carbon dixide, All","Ammonia"
"A single chlorine free radical can destroy how many ozone molecules ?","10, 100, 10000","100000"
"Which of the following factors help to measure quallity of water ?","DO, BOD, COD","all of the above"
"Which of the following gases is the main cause of acid rain ?","CO, both a & b, none of the above","NO2"
"Which of the following is not primary pollutant__________________?","SO3, CO, NO","H2SO4"
"The yellow colour in photochemical smog is due to presence of__________________?","dinitrogen oxide, chlorine gas, chlorine dioxide","nitrogen dioxide"
"Major cause of SO2 on global scale is__________________?","electric sparks, combustion, all","volcanoes"
"Which of the following is not a secondary pollutant_________________?","ozone, carbonic acid, sulphuric acid","carbon dioxide"
"Requirement of macronutrient per acre of the land is_________________?","20-200 kg, 200-400 kg, 30-400 kg","5 to 200 kg"
"Which of the following is not a heavy industry ?","iron, fertilizer, paper","none"
"Pollutants have adverse effect over_________________?","Biosphere, Both a & b, Hydrosphere","Ecosystem"
"The main product of bacterial action is_________________?","Nox, NO2, N2O3","NO"
"The percentage of suspended solid waste in raw water is removed by coagulation is__________________?","60, 70, 90","80"
"Which one of the following makes the bulk of hydrospheres content ?","glaciers & icecaps, fresh water lakes and ponds, All have equal distribution","oceans"
"Which substance can be used for disinfecting water ?","Alums, Ozone, All","KMnO4"
"The main pollutant of leather tanneries in the waste water is____________________?","chromium III, chromium V, chromium VI","chromium IV"
"Newspaper can be recycled again and again how many times ?","2, 3, 4","5"
"In the purification of portable water the coagulant used is_________________?","nickel sulphate, copper sulphate, barium sulphate","alum"
"Which statement is wrong ?","ozone acts as filter for UV radiations, in the equatorial region it acts as pollutant, CFCs play effective role in removing O3 in the stratosphere","the amount of ozone layer is greater in the region close to the equator"
"Which of the following air pollutants is more dangerous for ozone layer ?","CO2, CO, Oxides of nitrogen","CFC"
"In which of the following layer of atmosphere there is more thickness of ozone layer ?","troposphere, mesosphere, photosphere","stratosphere"
"Which of the following is not a condition for the formation of smog ?","sufficient NO, sunlight, less movement of air","winds"
"Acid present in acid rain may be__________________?","H2SO4, HNO3, none","both A and B"
"Hypochlorous acid is used for disinfecting the water it reacts with the dissolved ammonia producing___________________?","NH2Cl, NHCI2, NCI2","all of the above"
"Residence time of methane in the atmosphere is___________________?","3 – 7 days, 2 -3 days, 2 – 3 years","3 – 7 years"
"Three elements needed for the healthy growth of plants are_________________?","N K C, N S P, N Ca P","N P K"
"Which of the following is a macro nutrient ?","boron, iron, copper","carbon"
"Ka<10-3 means______________?","Very strong base, Very strong acid, Very strong salt","Very weak acid"
"Idea of pH and pOH was put forward by________________?","Gibbs, Einstein, Chadwick","Sorenson"
"When the value of Kc is very small then_______________________?","reaction is at start, reactant conIs minimum, reaction is completed","product conIs maximum"
"In case of gases Kc is replaced by_______________?","Ka, Kb, K","Kp"
"At start of reaction the concentration of reactants is_______________?","low, according to Kc, constant","high"
"Chemical equilibrium state is_______________?","static state, free state, unidirectional state","dynamic state"
"Which set of solutes will form a buffer when dissolved in water to make 1 litter of solution ?","0.0002M HCI, 0.2 mole of NaCI with 0.2 mole of HNO3, 0.4 mole of CH3COOH with 0.4 mole of NaOH","0.4 mole of NH3 with 0.2 mole of HCI"
"Which of following is not a base______________?","KOH, NH3, PH3","BF3"
"In which of the following equilibria will Kc and Kp have the same value ?","PCI5 = PCI3 + Cl2, N2 + 3H2 = 2NH, 2CO + O2 = CO2","N2 + O2 = 2NO"
"Sodium benzoate and benzoic acid are mixed in equimolar ration to form buffer if pKa is 2 what will be the pH ?","0, 1, any one","2"
"Kc value has_______________?","No units, Units, None","Both A & B"
"Conjugated base of a weak acid is_________________?","weak, moderately weak, unstable","strong"
"Solution having the property of a very little change in pH on adding a small amount of strong acid or base is called________________?","normal solution, standard solution, neutral solution","buffer solution"
"Which one of the following is a buffer solution ?","brine, glue, solution of CuSO4","blood"
"Equilibrium state is achieved quickly by the addition of ________________?","reactants, acid, base","catalyst"
"By decreasing the pressure the reaction will go to that direction where_________________?","volume is decreased, heat absorbed, no. of moles of specie decreased","volume increased"
"Solubility of any salt can be determined from_______________?","Ka, Kb, Kc","Ksp"
"Addition of CH3COOH and CH3COONa gives in water_______________?","Standard solution, buffer solution, acidic buffer solution","both B & C"
"When sparingly soluble salt is in equilibrium with molar concentration of its oppositely charged ion when the product is called_________________?","common ion effect, dissociation constant, dissociation constant for an acid","solubility product"
"Any substance which accepts H+ is base favours the concept___________________?","Lewis, Arrhenius, None of these","Lowrys"
"Negative log of mular concentration of H+ ions is called___________________?","pOH, pKa, pKw","pH"
"By the addition of base in waterpH will be_______________?","less than 7, equal to 7, no effect","more than 7"
"Catalyst used to speed up the reaction of ammonia synthesis is________________________?","V2O5, V2O5 and Pt, Fe","Pieces of Fe crystals are embedded in fused mixture of MgO Al2O3 and SiO2"
"Rate expression for ammonia synthesis is___________________?","Kc=x2/(a-x)(b-x), Kc=x2/v(a-x), Kc=4×2/(a-2x)2(b-x)","Kc=4x2v2/(a-x)(b-3x)3"
"Unit of Kc is_______________?","moles2dm+6, moles-2dm+6, moles+2dm-6","Kc may or may not have units"
"Conversion of reactant into product in unit time is called________________?","rate of backward reaction, rate constant, rate co-efficient","rate of forward reaction"
"Reaction which proceeds in both directions is called_______________?","irreversible, spontaneous, non-spontaneous","reversible"
"Which one of the following aqueous solutions will be basic ?","NaCI, Na2SO4, FeCl3","Na2CO3"
"For a reaction involving only gases at 25?C the equilibrium constant can be expressed in terms of molarity Ke or partial pressure Kp. Which is true about the numerical value of Kp ?","Kc is generally greaer than Kp, Kc is generally less than Kp, Kc is generally equal to Kp","Kc is equal to Kp if the total moles of reactants and products are equal"
"Which of the following will not change the concentration of ammonia at the equilibrium ?","Increase of pressure, Increase of volume, Decrease of temperature","Addition of catalyst"
"AgCl dissolved with conc (2×10-2) Ksp will be__________________?","3.6 x 10-6, 3.6 x 10-5, 7.2 x 10-6","4 x 10-4"
"If a buffer solution of higher pH than seven is to be made we use___________________?","Strong acid and strong base, Weak acid and strong base, Weak acid and strong base","Weak acid and its salt with strong base"
"The pH of 10-3 mol dm-3 of an aqueous solution of H2SO4 is_________________?","3, 2, 1.5","2.7"
"The gases become non-ideal at ________________?","High temperature and high pressure, Low temperature and low pressure, High temperature and low pressure","Low temperature and high pressure"
"Who made volume and pressure correction to explain deviation of gases from ideal behaviour ?","Clausius, Boltzman, Charles","Vander waal"
"What will be the pressure of 1 mole of an ideal gas maintained at 300 K and 250cm3 volume ?","96.7 atm, 95.8 atm, 97.1 atm","98.5 atm"
"What do we call to sudden expansion of plasma ?","Avogadros law, Grahams law of diffusion, Daltons law of partial pressure","Joule Thompson effect"
"The highest temperature at which a substance can exist as a liquid is called its______________?","Standard temperature, Absolute temperature, Upper consulate temperature","Critical temperature"
"The spreading of fragrance or scent in air is due to_______________?","Effusion, Attraction with air, Low dsensity","Diffusion"
"The partial pressure exerted by the water vapours is called_______________?","Surface tension, Vapour pressure, Hydraulic pressure","Aqueous tension"
