question,wrong_choices,correct_answer
"The shrine of Shah Abdul Latif Bhitai is located in _________ ?","Sibbi, Jacobabad, Hala","Bhit Shah"
"The hottest place in Pakistan is ___________ ?","Bahawalpur, Multan, None of them","Turbat"
"Moenjodaro is located at the west bank of the Indus in the __________ ?","Lower Sindh, Central Sindh, Southern Sindh","Upper Sindh"
"Moenjodaro is a 4,000-year-old city of the ____________ ?","Taxila Civilisation, Both of them, None of them","Indus Civilization"
"Moenjodaro means ____________ ?","Civilised City, Beautiful Gardens, Civilization","Mound of the Dead"
"The largest Natural fresh Water Lake in the subcontinent is ___________?","Keenjar Lake, Hali Lake, None of them","Manchar Lake"
"Lal Shahbaz Qalandar wrote several books in Persian and _________ ?","Persian, Sindhi, Punjabi","Arabic"
"The Shrine of Lal Shahbaz Qalander is situated in ___________?","Shahbaz Nagar, Uch Sharif, Karachi","Sehwan Sharif"
"The Thar desert is called ___________ ?","Hot Desert, Cool Desert, None of them","Friendly Desert"
"How many Barragas are there in Sindh ?","4, 5, 7","3"
"Marvi is a folk story of ____________ ?","Thar, Seraiki, Thal","Sindh"
"Who was King Umar ?","Second King of the Sumarh Dynasty, Third King of the Sumarh Dynasty, Fourth King of the Sumarh Dynasty","First King of the Sumarh Dynas"
"The Sindh Provincial Museum is located in __________ ?","Jamshoro, Karachi, Larkana","Hyderabad"
"University of Karachi is located in _________ ?","Jamshoro, Hyderabad, Larkana","Karachi"
"The___________Moterway connects the cities of Hyderabad and Karachi in the Sindh province of Pakistan?","M-1 Moterway, M-4 Moterway, M-5 Moterway","M-9 Moterway"
"Manchar Lake is situated in ___________ ?","Larkana, Dadu, Thatta","Jamshoro"
"Shah Jahan Mosque is located in __________ ?","Jacobabad, Sibi, Larkana","Thatta"
"Haleji Lake, Kadeiro Lake and keenjhar Lake are located in _________ ?","Balochistan, Sindh & Balochistan, None of them","Sindh"
"Clifton Beach is located in _________ ?","Hyderabad, Jamshoro, Kotri","Karachi"
"The Largest Cotton Exchange Building of Pakistan is situated in _________ ?","Lahore, Faisalabad, Multan","Karachi"
"Gaddani is famous for ___________ ?","Ship making, Fishing, None of them","Ship Breaking"
"Where is the National Museum of Pakistan located ?","Jamshoro, Hyderabad, Larkana","Karachi"
"Lari language is spoken in __________ ?","Upper Sindh, Central Sindh, Sindh & punjab","Lower Sindh"
"Sindhi language is based on ___________ ?","Persian, Dravidian, Sansikrit","Arabic"
"Mohenjodaro is most famous town of the Indus civilization, located on the _________ ?","Right Bank of Indus River, Left Bank of Indus River, None of them","West of Indus River"
"Archaeologists have identified some 400 Indus civilization towns, scattered from _________ ?","Kabul to Lahore, Peshawar to Delhi, Kandhar to Delhi","Kabul to Delhi"
"The Indus River falls into the __________ ?","Cape Monze, Makran Coast, None of them","Arabian Sea"
"Kirthar Hills are located in _________ ?","Gilgit Baltistan, Panjab, FATA","Sindh"
"The area of Sindh is _________ ?","130,914sq.km, 140,814sq.km, 120,914sq.km","140,914sq.km"
"The largest city of KPK is ___________ ?","I. Khan, Abbottabad, Kohat","Peshawar"
"Tarbela dam is situated in _________ ?","Kashmir, FATA, Gilgit Baltistan","KPK"
"The highest mountain of KPK is __________ ?","K-2, Nanga Parbat, All of them","Tirch Mir"
"The local languages of KPK are ?","Pushto, Hindko, Chitrali","All of them"
"Kaghan valley is called _____________ ?","Diamond of the Himalaya, Heart of the Himalaya, None of them","Pearl of the Himalaya"
"Kalam and Behrin are important tourist points of ___________ ?","Chitral valley, Hunza Valley, Kalam Valley","Swat Valley"
"Which mountain range separates Pakistan and Afghanistan ?","Karakoram range, Pamirs Range, Kirthar Range","The Hindu Kush"
"Chowk Yadgar Peshawar commemorates the heroes of the _________ ?","Kashmir War, 1971 War, None of them","1965 Indo-Pakistan War"
"Bala Hisar Fort is located in __________ ?","Swat, Mardan, Dir","Peshawar"
"Peshawar means ________ ?","City of tombs, City of gardens, None of them","City of flowers"
"The Chowk Yadgar is located in __________ ?","D I Khan, Dir, Chitral","Peshawar"
"Who was first Muslim Governor of KPK after Independence of Pakistan?","Sahibzada Abdul Qayum Khan, Arbab Sikandar Khan Khalil, None of them","Sahibzada Muhammad Khursheed"
"Which area is called gun factory of the tribal areas ?","Darra Isa Khel, Darra Khyber, Kohat","Darra Adam Khel"
"Jamrud Fort is located near ________ ?","Abbottabad, Charsadda, Attock","Peshawar"
"Pakistan Academy for Rural Development is situated in ________ ?","Chitral, Bannu, Mardan","Peshawar"
"Masjid Mahabat Khan is located in _______ ?","Mardan, Kohat, Hangu","Peshawar"
"The Pakhtunwali is __________ ?","A city, Flower, Dialect of language","Ethical Code"
"Lords of the Khyber is written by _________ ?","Andre Joseph, Kipling, Yousuf Khan","Andre Singer"
"World’s largest tribal society is ________ ?","Baloch, Noro, Afridi","Pashtun"
"How many Police ranges are in KPK?","7, 4, 3","8"
"The area of KPK is ?","98,421 sq.km, 104,641 sq.km, 107,521 sq.km","101,741 sq.km"
"The capital of KPK is ________ ?","Abbotabad, I.Khan, None of them","Peshawar"
"Who was the first Chief Minister of KPK?","Sahibzada Zafar Ali Khan, Abdul Ghafoor Hoti, None of them","Khan Abdul Qayyum Khan"
"Who was the 6th Chairman Joint Chiefs of Staff Committee ?","General Muhammad Sawar Khan, Air Marshal Farooq Feroz Khan, None of them","General Shamim Alam Khan"
"In which of the following city Military College Jhelum is located?","Risalpur, Islamabad, Sargodha","Sarai Alam Gir"
"In which of the following city Military College of Engineering is located?","Islamabad, Gujranwala, Sargodha","Risalpur"
"In which of the following city Army Medical College is located ?","Quetta, Islamabad, Multan","Rawalpindi"
"In which of the following city National Defence University is located ?","Rawalpindi, Quetta, Multan","Islamabad"
"In which of the following city Pakistan Command & Staff College is located ?","Karachi, Islamabad, Multan","Quetta"
"In which of the following city the Pakistan Navel War College is located?","Karachi, Islamabad, Multan","Lahore"
"In which of the following city the Pakistan Navel Staff College is located?","Lahore, Multan, Rawalpindi","Karachi"
"On which of the following date Captain Karnal Sher Khan was martyred at Kargil?","5th June 1999, 5th August 1999, 5th October 1999","5th July 1999"
"In which of the following city the Pakistan Navel Academy is located ?","Lahore, Multan, Rawalpindi","Karachi"
"Captain Muhammad Sarwar was martyred in the war of ________ ?","1971, 1965, None of them","1948"
"In which of the following city the headquarters of Punjab Rangers is located ?","Karachi, Multan, Rawalpindi","Lahore"
"The name of first Pakistani Aircraft is _________ ?","JF-8 Thunder, JF-9 Thunder, JF-11 Thunder","JF-17 Thunder"
"The name of first Pakistan made sub Marine is _________ ?","Saad 90B, A&B, None of them","Augusta 90B"
"Tell the name of Chief of Staff of Pak Army who died in uniform ?","General Mohammad Zia-ul-Haq, General Asif Nawaz, None of them","A & B"
"At the time of Kargil in 1999 the Chief of Army Staff was _________ ?","General Jahangir Karamat, General Aslam Baig, General Waheed Kakar","General Parvez Musharaf"
"At the time of 1971 War the C-in-C of Pak Army was ________ ?","General Ayyub Khan, Lt. General Gul Hassan, General Tikka Khan","General Agha Muhammad Yahya Khan"
"At the time of 1965 War the C-in-C of Pakistan Army was _______ ?","General Muhammad Ayoub Khan, General Muhammad Zia-ul-Haq, None of them","General Muhammad Musa Khan"
"HIT stands for ?","Heavy Industries Tools, Heavy Industries Tax, None of them","Heavy Industries Taxila"
"The Largest cantonment of Pakistan army is located in ?","Jhelum, Karachi, Multan","Kharian"
"Who was the first Muslim C-in-C of Pakistan Navy?","Admiral Shahid Kareem, Admiral Karamat Rahman, Admiral Tariq","Admiral Mohammad Siddieque"
"Who was the first Muslim C-in-C of Air Force?","Air Marshal Zafar Chahdhry, Air Marshal Anwar Khan, None of them","Air Marshal Asgher Khan"
"Who was the first Muslim C-in-C of Pakistan Army?","Admiral Muhammad Siddiq, General Muhammad Zia-ul-Haq, General Tikka Khan","Field Marshal Muhammad Ayoub"
"The highest official rank of Pakistan Army is _________ ?","Lieutenant, Major General, None of them","General"
"The Range of Ghauri-1 is ________ ?","1200-1300km, 1500-2000km, 1500-1800km","1200-1500km"
"The range if Hatf-4 is _______ ?","400km, 390km, 600km","750km"
"The latest version of Hatf-5 is ________ ?","Hataf, Abdali, Shaheen-1","Ghauri-1"
"The range if Hatf-3 is ________ ?","400km, 600km, 750km","290km"
"The range if Hatf-2 is ________ ?","275km, 230km, 300km","180km"
"The range of Hatf-1 is _________ ?","90km, 65km, 105km","100km"
"Baktar Shikan missile system is __________ ?","Air to surface, Anti aircraft, Anti tank guided","Anti tank"
"Pakistan tested its nuclear device on __________ ?","26th May 1997, 28th June 1999, 27th July 1997","28th May 1998"
"The highest non-operational Military Award is _________ ?","Tamgha-e-Basalat, Tamgha-e-Imtiaz, Tamgha-e-Khidmat","Sitara-e-Basalat"
"The highest official rank of Air Force is ___________ ?","Air Marshal, Supreme Marshal, Chief of Air Force","Air Chief Marshal"
"Defence day is observed on ___________ ?","11th September, 7th September, None of them","6th September"
"The headquarters of Air Force is located in _________ ?","Rawalpindi, Peshawar, Karachi","Islamabad"
"Zafar Ahmed Chaudhry was the first Chief of Air Staff of _______ .","Pak Army, Navy, None of them","Air Force"
"The first Chief of Staff of Pak Army was ________ ?","General Ziaul Haq, General Sharif, General Ayub Khan","General Tikka Khan"
"Frank Meseri was the first C-in-C of ________ .","Air Force, Navy, None of them","Pak Army"
"Paery Cane was the first C-in-C of ___________.","Armed Forces, Navy, None of them","Pakistan Air Force"
"Who was the first C-in-C of Pakistan Navy?","R.L Archy, Frank Meseri, None of them","Gefford James"
"KRL Stands for:","Kahuta Research Laboratory, Karachi Research Laboratories, None of them","Khan Research Laboratories"
"What is the total area of ICT?","1106 Sq Km, 1006 Sq Km, 1206 Sq Km","906 Sq Km"
"GHQ Stands for:","General High Quarters, General High Quartermaster, None of them","General Head Quarters"
"What is the total area of FATA?","40,914 Sq Km, 347,190 Sq Km, 205,344 Sq Km","27,220 Sq Km"
"What is the total area of Sindh Province?","74,521 Sq Km, 347,190 Sq Km, 205,344 Sq Km","140,914 Sq Km"
"Mirpur is a famous city of?","KPK, Punjab, None of them","Azad Kashmir"
"What is the total area of Balochistan Province?","74,521 Sq Km, 40,914 Sq Km, 205,344 Sq Km","347,190 Sq Km"
"When was Liaquat Nehru Pact between India and Pakistan signed?","1955, 1964, 1951","1950"
"Which country assisted Pakistan in the construction of Sandak Project?","Iran, Saudi Arabia, Afghanistan","China"
"The Kargil incident happened in?","1998, 1997, 2000","1999"
"In which year Pakistan and China joint Venture of JF7 Thunder Aircraft started?","1997, 1999, 2000","2003"
"In which year was OIC founded?","1970, 1975, 1980","1969"
"Which city of Pakistan held the OIC Conference in 1997?","Lahore, Karachi, Peshawar","Islamabad"
"Shakarparrian is situated in?","Rawalpindi, Murree, Peshawar","Islamabad"
"Identify the largest cantonment of Pakistan?","Quetta Cantt, Okara Cantt, Karachi Cantt","Kharian Cantt"
"Where is Warsak Dam of Pakistan situated?","Punjab, Sindh, Balochistan","Khyber Pakhtunkhwa"
"Sardar Abdur Rub Nishtar was the Governor of?","Gilgit Baltistan, KPK, Sindh","Punjab"
"National code of Pakistan is?","PAK, PAK 1, None of them","PK"
"Who inaugurated the State Bank of Pakistan?","Malik Ghulam Muhammad, Liaquat Ali Khan, Allama Muhammad Iqbal","Quaid-e-Azam"
"Known as the most noble man in the history, philanthropist Abdul Sattar Edhi passes away in Karachi on___________?","June 9th, 2016, August 5th, 2016, July 9th, 2016","July 8th, 2016"
"The first Opposition party of Pakistan was: ____________?","Pakistan Peoples Party, Muslim League, Islami Jamhori Etehad","Jinnah Awami League"
"What is the length of Karakoram Highway?","910 miles, 710 miles, None of these","810 miles"
"Katas Raj temple reserved Hindu’s temple in Pakistan, in which district do the temples reside?","Bahawalpur, Gilgit, Peshawar","Chakwal"
"Which is the oldest forest of Pakistan?","change nanga, chitral, Deer","junipur"
"‘PHOTA’ stands for: _____________?","Punjab Human Organ Transplantation Association, Punjab Human Organ Transfer Authority, None of the above","Punjab Human Organ Transplantation Authority"
"Total area of District Bajaur is__________?","1390 sq.km, 1209 sq.km, 2160 Sq.km","1290 sq.km"
"First khilafat conference was held in Delhi in 23 November 1919, where was the second khilafat Conference took place ____ ?","Lucknow, Lahore, Delhi","Amritsar"
"Who was the only acting governor of the state Bank of Pakistan.","Mushtaq Ahmed, Muhammad Ali, Shamsad akhtar","Yasin Anwar"
"When did PAKISTAN became a member of Shanghai Cooperation Organisation (SCO)?","8 July 2018, 8 August 2016, Non of these","9 June 2017"
"The second five year plan in Pakistan was launched in which year?","1955-60, 1950-55, None of these","1960-65"
"Sir Syed wrote which book to counter the allegations on Prophet (P.U.H)?","Asur-us-sanadeed, Ahkame Taam-E-Ahle kitab, Tehzeeb ul Aklaq","Khutbat e Ahmedia"
"Durand Agreement between British India and Afghanistan was signed in?","August 1842, May 1867, March 1872","November 1893"
"Nanga Parbat is ________ in world and 2nd highest peak in Pakistan.","7th, 8th, 10th","9th"
"Quaid e Azam got inspired from Dadbhai Naoroji, who is known as ____________?","Grand Old Man of India, Official ambassador of India, None of These","both"
"Bacha Khan International Airport is located at: ____________?","Charsada (KPK), Mardan (KPK), Quetta (Balochistan)","Peshawar (KPK)"
"A case of exploding mangoes is a book written by __________?","Khurshid qasoori, Muhammad sharif, Muhammad yunas","Muhammad hanif"
"At the time of creation of the Pakistan, Central Secretariat was established at: __________?","Peshawar, Lahore, Rawalpindi","Karachi"
"When was the constitution of Pakistan 1973 promulgated?","10 april 1973, 12 april 1973, None of these","14 August 1973"
"When was the constitution of Pakistan 1973 unanimously passed by the national assembly?","12 APRIL 1973, 14 APRIL 1973, 10 AUGUST 1962","10 APRIL 1973"
