question,wrong_choices,correct_answer
"How many milky teeth or primary teeth does a human have?","33, 15, 32","20"
"Gales occur when the wind moves at the speed of _____ ?","35 km/h, 55 km/h, 75 km/h","100 km/h"
"Which layer of the atmosphere lies close to the earth?","Stratosphere, Mesosphere, Thermosphere","Troposphere"
"Balloons are filled with _________ ?","Nitrogen, Oxygen, Argon","Helium"
"When sugar is added to water, its boiling point:__________?","Decrease, Remain unchanged, None of the above","Increase"
"Highly intelligent Mammals are_________?","rat, bat, Elephant","dolphin"
"For glavinizing of iron which of the following metals is used ?","Aluminimum, Copper, Lead","Zinc"
"Which of the following is the lightest substance?","Uranium, Oxygen, Nitrogen","Hydrogen"
"___________ is a mammal who fly?","Ostrich, Peacock, None of these","Bat"
"Which of these is NOT a form of energy?","Heat, Light, Electricity","Temperature"
"Which of these is NOT an example of a renewable energy source?","Wind energy, solar, Hydroelectric power","Coal"
"For the generation of biogas, the materials commonly used are__________?","Forest residues, Aquatic plants, None of these","Animal wastes"
"Who discovered that the earth was not the center of the universe?","Aristotle, Sir Isac Newton, None","Nicolaus Copernicus"
"Vitamin C is essential for___________?","Appetite, Muscles, Brain","Growth & repairing of tissues"
"Human eye is how many Megapixels?","1080 MP, 720 MP, 570 MP","576 MP"
"Permanent hardness of water may be removed by the addition of___________?","Alum, Potassium Permanganate, Lime","Sodium Carbonate"
"In radiation, which of the following has strong photons?","X-Rays, Microwave, Electromagnetic","Gamma"
"Medium sized kidney stones are removed by__________?","Dialysis, Excretion, Laser","Lithotripsy"
"Accumulation of salts in kidneys results in_________?","Diabetes, Hypertension, Cancer","Kidney Stone"
"The apart of neuron which receives message are__________?","Cell Bodies, Axons, Nuclei","Dendrites"
"Sensory neurons carry message towards ?","Muscle, Muscles and Glands, Sense and Organs","Brain and Spinal Cord"
"Identify the blackest fish in the oceans?","Black Seafish, Black Sea Horse, Black Gillfish","Black Dragon fish"
"What is the percentage of water present in our brain?","85%, 95%, 97%","73%"
"Speed of sound in air is _______km/h?","1347, 243, 1495","1235"
"Inflammation of liver is caused by____________?","Cholera, Typhoid, Jaundice","Hepatitis"
"Crude Oil is heated in the furnace up to _________?","300°C, 350°C, 450°C","400°C"
"Sunsets on Mars are _________?","Red, Yellow, Orange","Blue"
"Which gas is used for artificial ripening of green fruit ?","Carbon dioxide, Acetylene, Ethane","Ethylene"
"A force applied on a body through the string is called_________?","Weight, Momentum, Torque","Tension"
"Only planet whose day is longer than its year is__________?","Mercury, Neptune, None of These","Venus"
"Milk contains water","70%, 75%, 90%","87%"
"Which of the following disease affects the skin ?","Rickets, Osteoporosis, Anemia","Pellagra"
"An ordinary mobile phone communicate by using___________?","Sound waves, Infrared waves, UV waves","Radio waves"
"Symbol of Iron is__________?","Na, Fr, Zn","Fe"
"Carbon dioxide was discovered by_______?","Niels Bohr, Amedeo Avogadro, None of Above","Joseph Black"
"Molasses is a byproduct of ______ Factory ?","Fertilizer, Cotton seed oil, Banaspati Ghee","Sugar"
"Which of the following is solid?","Water, Both, None","Stone"
"What is the name of the Active asteroid discovered near Jupiter?","2019 Jup1036, 2019 JR10A, 2019 AA1","2019 LD2"
"An active asteroid is discovered near ________ Orbit for the first time in billion years.","Saturn, Mars, Neptune","Jupiter"
"Radiations are harmful as it:___________?","Causes anemia, Alters body tissue, is unstable","Causes skin cancer"
"Most soluble in water is:__________?","Camphor, Sulphur, Common salt","Sugar"
"Carbon,Diamond and Graphite are together called:___________?","Isomers, Isomorphs, Isotopes","Allotrope"
"The element common to all acids is:__________?","Carbon, Sulphur, Oxygen","Hydrogen"
"The Tree sends down roots from its branches to the soil is known as:___________?","Oak, Pine, Palm","Banyan"
"BCG vaccine is used to produce immunity against___________?","Whooping cough, Virus fever, Smallpox","Tuberculosis"
"Gravitation force of earth is___________?","7.21 m/s², 1.62 m/s², None of these","9.80 m/s²"
"How many teeth does a dog have?","45, 46, 47","42"
"Sagittarius-A, the Blackhole at the centre of the Milky Way Galaxy is at a distance of_________?","25500 Lightyears, 24500 Lightyears, 23640 Lightyears","25640 Lightyears"
"Deficiency of vitamin C will cause:__________?","Beri-Beri, Architis, Night-blindness","Scurvy"
"Ultra Microscopic viruses are the main cause of__________?","Malaria, Measles, Cholera","Mumps"
"By which hormone High Blood Sugar level can be controlled in stomach?","Glucose, Thyroxin, Non-Apinefreen","Insulin"
"The tread mills training is prescribed for the injured athlete for the purpose of improving his/her_________?","Muscle strength, Stability of the body, Range of motion","Muscle endurance"
"To which of the following chambers of the heart, is the aorta connected?","Right ventricle, Right auricle, Left auricle","Left ventricle"
"Blood is cleaned by __________?","Lungs, Liver, Heart","Kidneys"
"Vitamins were discovered by__________?","Moesley, Chadwick, Frank Whittle","Casimir Funk"
"The best conductor of heat among liquid is___________?","Water, Ether, Alcohol","Mercury"
"Aviation fuel for Jet Aeroplanes consists of purified________?","Petrol, Gasoline, Diesel","Kerosene"
"Optic fibers are mainly used for which of the following:","Weaving, Food indudtry, None of these","Communication"
"What is the wavelength of visible spectrum:","1300-3000A, 7800-8000A, None of these","3900-7600A"
"Sound of frequency below 20 Hz is:___________?","Audiosonic, Ultrasonic, Supersonic","Infrasonic"
"Bt seed is associated with:___________?","Rice, Wheat, Oilseed","Cotton"
"The natural source of hydrocarbon is:___________?","Biomass, Coal, Carbohydrates","Crude oil"
"If the level of atmospheric pollution increases:","The length of the day will decreases, The length of the day will remain same, None of these","The length of the day will increases"
"Mach number is used in connection with the speed of___________?","Ship, Light, Sound","aircraft"
"Any disease or infection that is naturally transmissible from vertebrate animals to humans is called?","Zonoses, Ananoses, Chordnoses","Zoonoses"
"Ageusia is the loss of which sense?","Smell, Memory, Sight E. Listening","Taste"
"1 Coulomb = ___________ e.","6×10, 1.6×10","6.25×10"
"Keeping of Birds Called___________?","Apiculture, Viniculture, Viticulture","Aviculture"
"The first cloned animal was____________?","Goat, Cow, Rat","Sheep"
"Which of the following is used for hearing the sound of heart and lungs?","Steroscope, Oscillator, Oncolator","Stethoscope"
"Red blood cells are produced in_________?","Liver, Heart, Spleen","Bone-marrow"
"Fathom is the unit of measurement for__________?","Sound, Energy, Time","Depth"
"Who discovered the Polio Vaccine?","Jaber Ibn Hayan, Selman Waksman, None of these","Jonas Salk"
"Who was the surgeon who pioneered antiseptic surgery in 1865?","Edward Jenner, Henry William, John Sleeman","Joseph Lister"
"‘ELISA’ test is employed to diagnose?","Corona virus, Tuberculosis bacterium, Cancer","AIDS antibodies"
"Sleeping sickness in the natives of Africa is caused by________?","Trichomonas, Giardia, Leishmania","Trypanosoma"
"Which of the following is not a mosquito born disease?","Dengue fever, Malaria, Filariasis","Sleeping sickness"
"Amnesia is related to:__________?","Sleeping sickness, Loss of sight, Loss of hearing","Loss of memory"
"Which two organs glands are affected by malaria?","Lungs and heart, Kidneys and lungs, Heart and brain","Spleen and liver"
"A chronometer meter measures__________?","Sound waves, Color contrast, Water waves","Time"
"Who discovered the Solar system ?","Newton, Galileo, Kepler","Copernicus"
"Vector of Kala-azar disease is___________?","Dragonfly, Mosquito, Housefly","Sandfly"
"Which of the following is not a contagious disease?","Measles, Typhoid, Influenza","Hysteria"
"Deficiency diseases are caused due to the deficiency of___________?","Proteins, Carbohydrates, Fats","Vitamins"
"Which of the following is nutritional deficiency disease?","Albinism, Cirrhosis, Rabies","Pellagra"
"Vitamin B3 is also known as__________?","Thiamine, Riboflavin, Retinol","Niacin"
"Vitamin B2 is also called as__________?","Thiamine, Ascorbic Acid, Niacin","Riboflavin"
"Vitamin B1 is also known as____________?","Riboflavin, Retinol, Niacin","Thiamine"
"A branch of medicine dealing with eyes and related diseases is called_________?","Obstetrics, Physiology, Haematology","Opthalmology"
"The study of geographical areas, plants and animal distribution is called_________?","Cosmetology, Osteology, Mycology","Chorology"
"The study of forces acting upon bodies in motion in the air is called__________?","Aeronautics, Aerophysics, Aerofraction","Aerodynamics"
"Disease beri beri is because of___________?","Lack of green vegetables in diet, Deficiency of calcium in bones, Poor use of citrus fruits","Use of milled rice"
"Insects responsible for transmitting diseases are called___________?","Drones, Hybirds, None of these","Vectors"
"Lock Jaw i.e. difficulty in opening the mouth, is a symptom of___________?","Chlorea, Plague, Diphtheira","Tetanus"
"The main Constituent of Biogas is__________?","Hydrogyn, Oxygen, Carbin dioxide","Methane"
"Virus is__________?","unicellular, multicellular, none of these","acellular"
"The Renaissance scientist who explained how planets moved around the sun was","Rebelais, Francis Bacorr, Gutenber","Kepler"
"The Proportion of Hydrogen to Helium in the Sun is________?","3:2, 1:1, 3:4","3:1"
"Jupiter, Saturn, Uranus and Neptune are called_________?","Terrestrial Planets, Both A & B, None of these","Jovian planets"
"Mercury, Venus, Earth and Mars are called___________?","Dwarf Planet, Gaseous Planets, Both A & B","Terrestrial Planets"
"Which of the following cutting conditions greatly affects the tool wear?","Feed, Depth of cut, None of the above","Cutting speed"
"In which type of solar eclipse the Sun’s center is covered by the moon, leaving its edges uncovered?","Partial Solar Eclipse, Total Solar Eclipse, None of the above","Annular Solar Eclipse"
"Almost identical eclipses occur after 18 years and 11 days. This cycle is known as__________?","Partial Eclipse cycle, Total Eclipse Cycle, None of the above","Saros Cycle"
"Day and night are the results of__________?","Earth revolution, Earth rotation accompanied with its revolution., None of these","Earth rotation around its axis"
"In whole Periodic Table which element Is Most Reducing Agent ?","Chlorine, Helium, Neon","lithium"
"Joint in which bones are joined together by fibrous tissues is called _____________ ?","Cartilaginous joint, Synovial joint, Ball and socket joint","Fibrous joint"
"How many longitudes are there in Globe?","90, 180, 270","360"
"The coldest region of the Earth’s atmosphere is__________?","Exosphere, Thermosphere, Stratopause","Mesopause"
"Which Planet is known as Watery Planet?","Mars, Jupiter, Mercury","Earth"
"How many bones are in human Eyes?","Three, Four, Five","Seven"
"Which part of the body is attacked by “Gingivitis” disease?","Eyes, Nails, Nostrils","Gums"
"Example of gas having monoatomic molecules is ___________ ?","Nitrogen, Nydrogen, Oxygen and nitrogen","Neon and argon"
"Atom was a name given by ____________ ?","Bohr, Rutherford, Archimedes","Democritus"
"Electric motor was invented by __________ ?","Oliver Evans, Thomas Edison, Horace Day","Michael Faraday"
"Vernal equinox of northern hemisphere in March marks season of __________ ?","Summer, Winter, Autumn","Spring"
"Medium which sends signal from source to destination is known as ________ ?","Transmitter, Receiver, Hardware","Transmission channel"
"Very High Frequency (VHF) have __________ wavelengths?","shortest, longer, longest","shorter"
"Places where the temperature of air is above freezing point of the water, the precipitation will be in the form of ________ ?","Hailstorms, Thunders, Lightning","Rain"
"Places where the temperature of air is below freezing point of the water, the precipitation will be in the form of __________ ?","Lightning, Hailstorms, Thunders","Snow"
"How many Calories are there in 100 grams Natural Honey?","107, 209, 416","304"
"What do you mean by Phonetics?","Study of language and rules, Study of insects, Study of meaning and syntax","Study of speech sounds"
"How many chambers are in the human heart ?","02, 03, 05","04"
"In human, Which body part develop first ?","Brain, Lungs, Kidneys","Heart"
"1 yard =___________?","6 feet, 2.4 feet, 12 feet","3 feet"
"Water is 50 times more viscous than ____________ ?","Oil, Alcohol, Solid","Gases"
"How many calories are there in 1 gram of carbohydrate?","2, 2, 10.25","4"
"Parkinson is a disease of_________?","Lungs, Eyes, Bones","Brain"
"What is chemical symbol for Tungsten?","Z, T, Tn","W"
"The expected number of RBCs in a single drop, or microliter, of blood is _________ million in Men.","3.4 to 6.8 million, 3.2 to 7.2 million, 4.0 to 5.2 million","4.5 to 6.2 million"
"The normal range of the number of white blood cells in a microliter of blood is between _________ ?","2,500 and 09,300, 4,900 and 12,000, None of these","4,500 and 10,000"
"The expected number of RBCs in a single drop, or microliter, of blood is _________ million in Women.","4.5 to 6.2 million, 3.4 to 6.8 million, 3.2 to 7.2 million","4.0 to 5.2 million"
"Main and excessive part of plasma consists of ________?","Carbon dioxide, Oxygen, Glucose","Water"
"The light of distant stars is affected by __________ ?","The earth’s atmosphere, Interstellar dust, None of these","both A and B"
"Blood does not coagulate inside the body due to the presence of___________?","Haemoglobin, Fibrin, Plasma","Heparin"
"Study of “Aging” is called __________?","Hstologyh, Pysiology, Anthropology","Gerontology"
"LPG consists of mainly:___________?","Methane, Ethane and Hexane, Ethane, Hexane and Nonane, Methane, Hexane and Nonane","Methane, Butane and Propane"
"Which of the following are the ingredients of gun metal?","Iron, Zinc and Titanium, Iron and Tin, Iron, Brass and Tin","Copper, Tin and Zinc"
"Non stick cooking utensils are coated with________?","Black paint, PVC, polystyrene","Teflon"
"The gas usually filled in the electric bulb is___________?","Hydrogen, Carbon dioxide, Oxygen","Nitrogen"
"The ozone molecule contains which type of bonding__________?","Dative bond, Covalent bond, Ionic Bond","Both A and B"
"The gases used in different types of welding would include ___________?","Oxygen and hydrogen, Oxygen, hydrogen, acetylene and nitrogen, Oxygen, acetylene and argon","Oxygen and acetylene"
"The inert gas which is substituted for nitrogen in the air used by deep sea divers for breathing, is ________ ?","Argon, Xenon, Krypton","Helium"
"Chemical formula for Water is _______ ?","NaAlO2, Al2O3, CaSiO3","H2O"
"Newton’s Third Law of Motion?","., attraction or repulsion between two charges, volume of a given mass of gas increases or decreases","every action there is an equal and opposite reaction"
"The PH of milk is __________?","6.0, 7.0, 7.5","6.5"
"Turpentine is obtained from___________?","Oak tree, Birch tree, Lemon tree","Pine tree"
"Soap and detergents remove the dirt from clothes due to__________?","Osmosis, Capillary action, Diffusion","Lowering of interfacial tension"
"Which of the following is a component of soap?","Sodium sulphate, Sodium chloride, Sodium nitrate","Sodium stearate"
"Pig iron is also called________?","Steel, Wrought iron, Stainless steel","Cast iron"
"If steel is heated to a temperature well below red heat and is then cooled slowly, the process is called_________?","Quenching, Tempering, Nitriding","Annealing"
"The temperature at which two conjugate solutions change into one homogeneous solution is called__________?","Azeotrope, Conjugate temperature, Eutectic point","Consolute temperature"
"Mostly which gases found of the planet Jupiter?","Hydrogen, Chlorine, Neon","Hydrogen and Helium"
"Which of the following type of Coal, has maximum carbon content?","Peat, Lignite, Bituminious","Anthracite"
"Oil rises up to wick in a lamp because_____________?","Oil is very light, Oil is volatile, Diffusion of oil through the wick","Capillary action phenomenon"
"Stethoscope was invented by _______ ?","Steven Sasson, Martin Cooper, Dave Hyatt","Rene Laennec"
"What is the molecular formula for Nitric acid ________ ?","HNO2, HN2O2, H2NO4","HNO3"
"The medical branch of science that deals with the study of skin, its functions, diseases, & treatment is ________ ?","Dormatology, Deontology, Dermatoglyphics","Dermatology"
"The scientific study of fingerprints is called _________ ?","Dactylology, Dactyliology, Dialectology","Dactylography"
"The discovery of neutron became very late because _______ ?","It does not move, It is a fundamental particle, It is present in nucleus","It does not carry any charge"
"The absolute value of charge on electron was determined by ________ ?","J.J.Thomson, Chadwick, Rutherford","Robert Millikan"
"What is the molecular weight of Ammonia (NH3) ________ ?","18.031 g/mol, 19.031 g/mol, 27.033 g/mol","17.031 g/mol"
"What is the molecular formula for Ammonia?","NH, NH2, NH4","NH3"
"What is the third most common gas found in the air we breathe ________ ?","Hydrogen, Neon, Carbondioxide","Argon"
"What is the Molecular Formula for Glucose _______ ?","C4H10O6, C5H11O6, S6H12O6","C6H12O6"
"Which of the following is a diverse group of hydrophobic molecules?","Carbohydrates, Proteins, Nucleic acids","Lipids"
"What is the chemical formula for Sulfuric acid?","C2H6O, CaSO4, C2H4O2","H2SO4"
"The M.K.S. system was first introduced by _________ ?","Archimedes, Eienstein, Newton","Giorgi"
"A mixture of sand and naphthalene can be separated by ________ ?","Chromatography, Fractional distillation, None of these","Sublimation"
"What is the chemical formula for Sodium carbonate _______ ?","Na3CO2, CNa2O3, Na3CO3","Na2CO3"
"A ‘breath test’ used by traffic police to check drunken driving uses ____?","Turmeric on filter paper, Silica gel coated with silver nitrate, potassium permanganate-sulphuric acid","Potassium dichromatic-sulphuric acid"
"Brass gets discoloured in air because of the presence of which of the following gases in air ________ ?","Carbon dioxide, Oxygen, Nitrogen","Hydrogen sulphide"
"Hydrogen bomb is based on the principle of ________ ?","Artificial radioactivity, Natural radioactivity, Nuclear fission","Nuclear fusion"
"Elements which have same number of protons but different number of neutrons are called as _________ ?","Isomers, Allotropes, Allomers","Isotopes"
"Proton number is denoted by symbol __________ ?","M, P, A","Z"
"When an acid reacts with a metal, which one of the following gas is usually liberated?","Ammonia Gas, Chlorine, Oxygen","Hydrogen gas"
"The protein Improtin-11, that was recently identified by scientists, is linked with causing which type of cancer?","Blood Cancer, Lung Cancer, Prostate Cancer","Colorectal Cancer"
"The study of X-rays and their medical applications is called _________ ?","Raciology, Rheumatology, Rheology","Radiology"
"Permanent hardness of water due to sulphate of metals can be destroyed by the use of ________ ?","Sulphonides, Lime, Nitrates","Zeolites"
"What is the Chemical formula of Zinc Hydroxide _________ ?","ZNO2, Zn2(OH)3, ZnOH","Zn(OH)2"
"The valency of carbon Atom is __________ ?","1, 2, 3","4"
"What is the Medical term for Fever?","HHypothermia, Hypertension, Thermophilia","Pyrexia"
"Disease which transferred from animal to Human is_________?","Sporadic Epidemic Endemic","Zoonosis"
"In context of environment, the term “dirty dozen” refers to _____?","12 most harmful greenhouse gases, 12 ozone depleting substances, None of the above","12 persistent organic pollutants"
"Only male frog produce croacking sound because _________ ?","Male frog can magnify their voice with the help of sound box., Male frog have three pair of vocal cord, Female frog have larynx but no vocal cord","Female frog have no larynx"
"During rainy season Wooden doors are difficult to open or closure because of ________ ?","Plasmolysis, Osmosis, Diffusion","Imbibition"
"The Study of growth is called ______ ?","Autology, Avionics, Axiology","Auxology"
"How many Number of eyes found in Earthworm?","One, Many, Two","No eye"
"Botany is also called _______ ?","Phycology, Pedology, Plantophyta","Phytology"
"The study of the structure of the body is called _______ ?","Anthropobiology, Aphnology, Apiology","Anatomy"
"What is the photometer?","Testing picture Quality, Measuring Size of Picture, Checking colors and Pictures","Measuring light Intensity"
"The only vitamin which can not be stored in human body?","vitamin D, vitamin K, None of these","Vitamin C"
"What is the scientific name of flying fish ?","Anoplopoma fimbria, Orthopsetta sordida, Xiphias gladius","Exocoetidae"
"The human heart is _______ ?","Ampullary Heart, Pulsating Heart, Neurogenic Heart","Myogenic Heart"
"Which of the following pairs belong to the category of cold blooded animals?","Snakes and birds, Bat and rats, Birds and monkey","Frog and snakes"
"What type of a mirror is used in anti-shop-lifting-devices?","Concave mirror, Plane mirror, Both (b) and (c)","Convex mirror"
"Why the colour of the Ocean appears blue?","Because the sunlight falling on it is absorbe, Because the sunlight falling on it is refracte, Because the sunlight falling on it is reflecte","Because the sunlight falling on it is scattere"
"The distance between the optical centre of a convex lens and its principal focus is called its_______?","Radius of Curvature, Power, Magnification","Focal Length"
"The distance of a place South or North of equator is called__________?","Longitude Aptitude None of these","Latitude"
"A convex mirror always ___________ ?","Forms a real image, Forms an inverted image, Produces a larger image","Forms a virtual image"
"Which among the following types of lenses are prescribed by doctors for a patient suffering from astigmatism?","Concave Lens, Spherical Lens, Convex Lens","Cylindrical Lens"
"A doctor who specializes in diseases of the nose?","Otologist, Pathologist, Podiatrist","Rhinologist"
"What animal has longest gestation period of about 640 to 660 days or 95 weeks of any land animal ?","Blue Whale, Opossum, None of these","Elephant"
"Which of the following is a force?","Heat, Light, Kinetic","Magnetism"
"Dioptre is a unit of measurement for __________ ?","Current, Force, Focal Length","Lens"
"Transistor is a device that convert weak signal into__________?","small signal, both, none","strong signal"
"Second name of ethyl alcohol is___________?","Ethene, Propyle, none","Ethanol"
"Eletromagneticism is the branch of___________?","Chemistry, Both, None of these","Physics"
"Which one of the following non-metals is not a poor conductor of electricity?","Sulphur, Bromine, Phosphorus","Selenium"
"Which of the following is the world’s loudest bird ?","Peacock, Piha, None of the above","White bellbird"
"Which one of the following is not a radioactive element ?","Thorium, Radium, Uranium","Cadmium"
"Which of the following is used in beauty parlours for hair setting?","Silicon, Chlorine, Phosphorus","Sulphur"
"Which of the following is not a chemical reaction ?","Burning of coal, Digestion of food, Burning of paper","Conversion of water into steam"
"Which of the following is commonly called a polyamide ?","Rayon, Terylene, Orion","Nylon"
"Which of the following protects the body against infectious disease and foreign invaders?","Red blood cells, Endoplasmic reticulum (ER), Golgi apparatus","Leukocytes"
"What’s the Strongest Muscle in the Human Body based on its weight?","Hands, Neck, Legs","Masseter"
"Which of the following is the study of micro- organisms, mostly viruses and single called organisms such as bacteria, yeasts and protozoa ?","Micrology, Histopathology, Tavelogy","Microbiology"
"Name the animal which can live without water in its entire life?","Desert lizard, Camel, Cuttlefish","Kangaroo rat"
"NASA scientists have recently detected water vapor on which Jupiter’s moon?","Callisto, lo, None","Europa"
"Isotopes of an element have the same number of _______?","Neutrons, Electrons, Beta rays","Protons"
"“Gastric juice” is a secretion of the glands present in________?","Gall Bladder, Kidneys, None of these","Stomach"
"Hepatitis C is a leading cause of_________?","HIV, Diabetes, AIDS","Chronic Liver disease"
"Sound travels in air at an average speed of nearly________ ?","1257 miles per hour, 330 miles per hour, None of these","755 miles per hour"
"When sound waves travel from air to water which of the following quantities remains unchanged?","Speed, Intensity, Wavelength","Frequency"
"Which of the following is both endocrine and exocrine gland?","thyroid, parathyroid, all of these","pancreas"
"All of the following organs in the human body are located both on the right and the left sides, except;_________?","Lungs, Kidneys, Eyes","Spleen"
"The main cause of floods in the river is__________?","Heavy snowfall, Earthquakes, Construction of dams","Deforestation"
"Hyetology is the study of__________?","High pressure, High temperature, Earthquake","Rainfall"
"Birth control pills contain synthetic________?","Sugars, Vitamins, Minerals","Hormones"
"Cover of the capsule is made of__________?","Paper, Polythene, Eggshell","Gelatin"
"What part of the brain controls thirst and hunger?","Thalamus, Aymgdala, None","Hypothalamus"
"Which of the following invention is oldest ?","Microscope, Barometer, Cycle","Clock"
"Which instrument is used to measure the power of electric circuit ?","Wavemeter, Viscometer, None of these","Wattmeter"
"Which waves are used in sonography?","Electromagnetic Waves, Fundamentals of waves, Transverse wave","Ultrasonic waves"
"Substance whose atoms can be split are known as __________ materials.","Fusionable, Combustible, None of these","Fissionable"
"“Green House Effect” means:____________?","Pollution, Prevention of ultraviolet rays, None","Trapping of Solar energy due to atmospheric carbon dioxide"
"Tropism mostly refers to as_______?","Bird migration, Longevity of animal species, Behavioral pattern of human","Directional growth of a plant"
"A seed can germinate in the absence of__________?","Oxygen, Moisture, Temperature","Light"
"Diamond is harder than Graphite because of___________?","Tetrahedral structure of diamond, Difference in layer of atoms, None of these","Difference in crystalline Structure"
"Which of these is a micronutrient of plants?","Oxygen, Nitrogen, Carbon","Boron"
"Which planet is called “red planet”?","Venus, Jupiter, Saturn","Mars"
"An example of rhizome is_________?","Carrot, Tomato, Garlic","Ginger"
"Which metal is pure conductor of electricity?","Copper, Gold, lead","Silver"
"A colloidal system in which a liquid is dispersed into a liquid is called_________?","Percipitate, Gel, Sol","Emulsion"
"Which of the following organisms releases molecular oxygen into water?","E.coli, Amoeba, Salmonella","Phytoplankton"
"The process of converting wet waste to manure is___________?","Metabolism, Conservation, Incineration","Composting"
"Which of the following pollutants in water causes “Minamata disease?","Lead, Salmonella, Perchlorate","Methyl Mercury"
"lightest metal is__________?","Sodium, Magnesium, Aluminium","Lithium"
"Which of the following is used in water purification?","Osmosis, Cytolysis, Turgor Pressure","Reverse Osmosis"
"A crescograph is a device for measuring the growth in __________?","Micro Organism, Human, Pollution","Plants"
"___________ is a strong smelling agent added to LPG cylinders to detect leakage?","Nitrogen Peroxide, Carbon Monoxide, Sulphur Dioxide","Ethyl Mercaptan"
"Which instrument is used for viewing the sun?","Stroboscope, Solograph, None of these","Heliograph"
"The heaviest man made element found so for is__________?","Promethium, Francium, Technetium","Ununoctium"
"The heaviest naturally-occurring element is_________?","Radium, Platinum, Cadmium","Uranium"
"Which organ is considered as chemical factory of human body ?","Stomach, Intestine, Kidneys","Liver"
"Transistors do not need a warm up period because they have no ?","Plate, Grid, None of above","Filament"
"Involuntary muscles in a human body are present in__________?","Brain, Tongue, Limbs","Digestive system"
"Which of the following has not involuntary muscles?","Bigestive System, Blood Vessels, Heart","Brains"
"Tyndall effect is related to the ______ of light?","Reflection, Dispersion, Refraction","Scattering"
"______ is the “Work done in moving a unit charge between two points in an electric circuit”?","Current, Power, Resistence","Potential difference"
"The contraction and expansion of the movement of the walls of the food pipe after entering the slightly digested food is known as ______ movement","Gastric, Diastolic, Oscillatory","Peristaltic"
"The process of splitting water molecules in the presence of light energy is called_________?","Electrolysis, Radiolysis, Thermolysis","Photolysis"
"______ soil is also called Regur soil?","Desert, Mountain, Alluvial","Black"
"A Rhinoscope (or Nasoscope) is a thin, tube-like instrument used to examine the inside of the_____?","Eyes, Ears, Brains","Nose"
"What is Melioidosis?","Loss of memory, Red spot in skin, Pain in joints","Infectious disease"
"The Study of human beauty is called____________?","Oncology, Agrostology, Argology","Kalology"
"Which of the following bonds are weakest in nature?","Single bond, Double bond, Triple bond","Hydrogen bond"
"The most suitable unit for expressing nuclear radius is_______?","Angstrom, Micro, Nano meter","Fermi"
"Name the Scientist who stated that matter can be converted into energy?","Boyle, Avogadro, Lavoisier","Einstein"
"Which has the lowest pH?","Hepatic Bile, Saliva, Pancreatic Juice","Gastric Juice"
"The photo-receptors in the eye are present in___________?","Cornea, Iris, Sclera","Retina"
"The turning effect of force is called_________?","Moment, Momentum, None of these","Torque"
"Which law states that the rate of the effusion of a gas is inversely proportional to the square root of its density?","Gay-Lussac’s law, Boyle’s law, None of these","Graham’s Law"
"Which law states that the volume of a given amount of gas held at constant pressure is directly proportional to the Kelvin temperature?","Avogadro’s Law, Graham’s Law, Boyle’s law","Charles’ Law"
"By which process does the smell of cooking spread to all the rooms in a house?","Distillation, Decomposition, Displacement","Diffusion"
"Which of the following waves have smallest velocity in vacuum?","Ultraviolet, Infra-Red, Micro","Sound"
"Which law states that “equal volumes of all gases, at the same temperature and pressure, have the same number of molecules?","Boyle’s law, Charles’ law, Gay-Lussac’s law","Avogadro’s law"
"Which of the following noble gases is abundant in air?","Neon, Helium, Methane","Argon"
"Which of the following noble gases is not present in atmosphere?","Argon, Helium, Xenon","Radon"
"The movement of any solvent across a semipermeable membrane is called__________?","Cataphoresis, Electrolysis, Electrophoresis","Osmosis"
"The process whereby energy is dissipated from the oscillating system is called__________?","Oscillation, Resonance, None of these","Damping"
"Internal friction of fluid is called_________?","Surface tension, Resistance, Cohesive force","Viscosity"
"What is the name of the gas used in an air conditioner?","Ammonia, Nitrous oxide, CO2","Freon"
"What is the one of the other name of Vitamin “A”?","Riboflavin, Ascorbic Acid, Thiamin","Retinol"
"Which of the following gland has shape of butterfly?","Pituitary gland, Adrenal gland, Pineal gland","Thyroid gland"
"Another name of vitamin C is__________?","Acitic Acid, Citric Acid, Lysozyme","Ascorbic Acid"
"Which of following is the smallest endocrine gland in the human body?","Thyroid gland, Adrenal gland, Pineal gland","Pituitary gland"
"Which gas is used to extinguish fire?","Nitrous Oxide, Methane, Carbon Dioxide & Nitrous Oxide","Carbon Dioxide"
"__________ gas is released when coal is burnes in ln lack of Oxygen?","Carbon Dioxide, Methane, Ethene","Carbon Monoxide"
"Fan was invented by___________?","Arthur Schimit, Alfered Nobel, None of these","Skaats Wheeler"
"According to which law gas is directly proportional to temperature?","Boyles Law, Grams Law, Dalton’s Law","Charles Law"
"Who said that light is made of corpuscles/particles?","Maxwell, Einstein, Huygein","Newton"
"Who discovered blood circulation?","Carl Linnaeus, Francis Crik, Robert. Brown","William Harvey"
"Who invented steamboat?","James Watt, Frank Whittle, George Stephenson","Robert Fluton"
"Other name of white blood cells is _____________?","Erythrocytes, Thrombocytes, None of these","Leukocytes"
"Other name of platelets _______?","Erythrocytes, Leukocytes, None of these","thrombocytes"
"Other name of red blood cells is ____________?","Leukocytes, Thrombocytes, None of these","Erythrocytes"
"Albert Einstein was a____________?","Physician, Chemist, Biologist","Physicist"
"Bubo bubo is the scientific name of which of the following species?","Hen, Peacock, Eagle","Owl"
