question,wrong_choices,correct_answer
The Jewish tribe of _________ was expelled from Madina in 4th AH.,"A. Banu Qurezah

C. Banu Qinqah
D. Banu Najjar",B. Banu Nuzair
"From Makkah, the cave of Hira is ____ miles away and the cave of Soar is ______ miles away?","A. 01 and 03 respectively

C. 05 and 07 respectively
D. 07 and 09 respectively",B. 03 and 05 respectively
The Holy Prophet (PBUH) first openly preached Islam on ___________; and addressed after the conquest of Makkah on the same place.,"A. Jabl-e-Marwa

C. Jabl-e-Noor
D. Jabl-e-Rehmat",B. Jabl-e-Safa
"In which surah, the tauba of three sahaba is mentioned who lagged behind in the battle of Tabuk?","A. Al.Namal
B. Al. Baqarah
C. Al. Nisa",D. Al-Tauba
There are _________ farz in a prayer (????).,"A. 11
B. 12

D. None of These",C. 13
Hazrat Muhammad (PBUH) spent his last days in the cottage of_________?,"A. Hazrat Khadija (RA)

C. Hazrat Fatima (RA)
D. None of these",B. Hazrat Ayesha (RA)
Who dug the grave of Holy Prophet (PBUH)?,"A. Hazrat Abu Zubair (R.A.)

C. Hazrat Aos (R.A.)
D. Hazrat Abu Saleh (R.A.)",B. Hazrat Abu Talha Ansari (R.A.)
Al-Muddaththir ?????? means:__________?,"A. The killer
B. The Helper

D. None of these",C. The Cloaked One(shrouded)
"How many days before incident of (feel) elephant, prophet Mohammad (Saw) was born?","A. 20 Days
B. 30 Days
C. 40 Days",D. 50 Days
"In Holy Quran, the Word “Azeez” is used for Quran. What does it mean?","A. Lovely
B. Near one

D. None of these",C. Dominator
"On the Birth of Hazrat Abdullah, Abu Mutalib slaughtered how many camel?","A. 70
B. 80
C. 90",D. 100
Mohammad saw is called “Farqaleet” in injeel. What does “Farqaleet mean?,"A. One who gives advice
B. One who gives love

D. None of these",C. One who gives comfort
Period between Hazrat Essa to Birth of Prophet Mohammad Saw is called?,"A. Period of blessing
B. Period  of  longevity
C. Period of Mithra",D. Period of Fitrah
"Abbreviated Letters Alif Laam Meem, Ya Seen, Ha Meem, etc. are known as the Huroof__________?","A. Al-Shamsi

C. Al-Qamari
D. None of these",B. Al-Muqattaat
The grave of prophet (PBUH) father was in _______?,"A. Makka

C. Taif
D. None of these",B. Madina
Who was the commander of 50 archer at ohad mountain?,"B. Abdull Rahman bin Kaab
C. Saad bin abi waqas
D. None of these",A. Abdullah bin Jabber
Which Sahabi face features were similar to Prophet Muhammad (P.B.U.H) in battle Ohad?,"B. Abdullah bi Hijash
C. Kaab bin Malik
D. None of these",A. Masib bin Umair
Mention the religious book(s) of Buddism:__________?,"A. Weena pataka
B. Sata pataka
C. Abhi dhaman pataka",D. All of these
What was the Religious of the majority of the Arabs before Islam?,"A. Buddhism
B. Jewish

D. Christianity",C. Idolatrous
Hazrat Ibraheem (AS) was sent to ________ after leaving Hazrat Hajirah and Hazrat Ismaeel in But’ha valley?,"A. Egypt

C. Syria
D. Palestine",B. Jordan
Hazrat Yahya (AS) was sent to the people of_________?,"B. Egypt
C. Syria
D. Israel",A. Jordan
The prophet whose nation was the last one to suffer the divine punishment was?,"A. Hazrat Idress (AS)
B. Hazrat Ibraheem (AS)
C. Hazrat Loot (AS)",D. Hazrat Saleh (AS)
Hazrat Ilyas (AS) prayed for his nation; and it rained after ________ years.,"A. 212

C. 412
D. 512",B. 312
"Politus, on the directions of the Roman Governor, ordered the execution of ___________?","A. Hazrat Loot (AS)
B. Hazrat Yahya (AS)

D. Hazrat Musa (AS)",C. Hazrat Essa (AS)
Shaddad was famous king of Bani Aad; this nation resided in Yemen and ____________ was sent to this nation?,"A. Hazrat Loot (AS)

C. Hazrat Dawood (AS)
D. Hazrat Saleh (AS)",B. Hazrat Hood (AS)
"In the month of _____, the Arabs visit the grave of Hazrat Hood (AS) located in Hazarmoat, southern Arabia?","A. Muharram

C. Shawal
D. Ramzan",B. Rajab
Hazrat Ishaq (AS) was blessed with twins at the age of 60 years; these twins were?,"B. Hazrat Haroon (AS) & Hazrat Musa (AS)
C. Hazrat Dawood (AS) & Hazrat Sulaiman (AS)
D. Hazrat Loot (AS) & Hazrat Hood (AS)",A. Hazrat Younus (AS) & Hazrat Yaqoob (AS)
"Bait e Rizwan, also known as Bait e Shajrah, took place in 6th AH under the _________ tree?","A. Mango

C. Eucalyptus
D. Deodar",B. Keekar
The Holy Prophet (PBUH) covertly preached Islam for first three years at the house of ________ in Makkah?,"A. Hazrat Abu Bakar (RA)
B. Hazrat Usman Ghani (RA)

D. Hazrat Khadijah (RA)",C. Hazrat Arqam (RA)
"Umm-ul-Momineen Hazrat Khadija bint Khawaled (RA), the first wife of the Holy Prophet, died at the age of 65 years and is buried in ________?","A. Jannat al Baqih, Madina

C. Al-Shabeka, Makkah
D. None of these","B. Jannat al Mu’alla, Makkah"
Which Salaah (prayer) is offered during the time of war?,"A. Salat-al-Harb
B. Salat-al-Qitaal

D. None of these",C. Salat-e-Khauf
"Where is Jabl-e-Zaintoon, Mount of olive?","A. Makkah
B. Madina
C. Damscus",D. Palestine
The prayer performed very shortly after sunrise is called:,"A. Chasht

C. Tahajjud
D. None of these",B. Ishraq
"One who verbally claims to be a Muslim, but in his heart is not so, is termed as:_________?","A. Kafir
B. Murtad
C. Zindeeq",D. Munafiq
Who was appointed as first Qazi by Hazrat Abubakar R.A?,"A. Hazrat Ali R.A

C. Hazrat Usman R.A
D. Hazrat Bilal R.A",B. Hazrat Umar R.A
Which was the most Authentic book on Hadis Literature?,"A. Musnad

C. Sahifah e Saadiqah
D. Mishkaat Sharif",B. Sahih Bukhari
The author of Al-Jami is_________?,"B. Abu Yousaf
C. Jammat Ali
D. None of these",A. Al-Tirmizi
Who used to write down every word of the Holy Prophet SAW speech?,"B. Hazrat Abu Hrrairah R.A
C. Hazrat Zaid Bin Sabit R.A
D. Hazrat Usman Bin Zaid R.A",A. Hazrat Abdullah Bin Umer R.A
The book of narration which Abdullah bin Umer R.A write is named as_________?,"B. Sahifah e Ahadis
C. Ahadis e Saadiqana
D. None of these",A. Sahifah-e-Saadiqah
Hazrat Loot A.S was contemporary of which Prophet of Allah?,"A. Hazrat Younis A.S
B. Hazrat Noah A.S
C. Hazrat Ismail A.S",D. Hazrat Ibrahim A.S
Sixth Wife of Hazrat Muhammad (SAW) was _______.,"B. Hazrat Sauda (RA)
C. Hazrat Zainab binte Khazeema (RA)
D. Hazrat Hafsa (RA)",A. Hazrat Umm Salama (RA)
Seventh wife of Hazrat Muhammad (SAW) was _______.,"A. Hazrat Salma (RA)

C. Hazrat Zainab binte Khazeema(RA)
D. Hazrat Hafsa (RA)",B. Hazrat Zainab binte Jahash (RA)
Who give the suggestion of digging the trench around the city of Madinah at the time of “battle of Khandaq”?,"A. Abu Bakr Siddique (R.A)

C. Khalid bin Waleed (R.A)
D. None of these",B. Salman Al-Farsi (RA)
longest Ayat in Holy Quran consist on which Surah?,"A. Surah Al Imran
B. Surah Yaseen
C. Surah Rehman",D. Surah Al Baqrah
Name the first prescriber of wahi in Makkah?,"A. Hazrat Abu Bakar (R.A.)
B. Hazrat Usman (R.A.)

D. None of these",C. Sharjeel-ibn-Hasana Kandi
To whom Holy Prophet (PBUH) gave the title of Sayyidat Nisa al-Alamin?,"A. Hazrat Ayesha (R.A.)

C. Hazrat Sauda (R.A.)
D. Hazrat Hafsa (R.A.)",B. Hazrat Fatima (R.A.)
"Who suggested name “Muhammad” for the Holy Prophet (PBUH), which means appreciated?","A. Hazrat Amna (R.A.)
B. Hazrat Abdullah (R.A.)

D. None of these",C. Hazrat Abdul Mutlib (R.A.)
"Along with Abdullah, which foster sister(s) of Muhammad (PBUH) embraced Islam?","A. Ameena
B. Sheema

D. None of these",C. Both of these
Name the place of birth of Hazrat Easa (A.S.)?,"A. Bait-ul-Muqaddas
B. Baitullah
C. Madina",D. Bethlehem
When Gambling was banned?,"A. 1 A.H.
B. 2 A.H.
C. 3 A.H.",D. 4 A.H.
Name the wife of Abu Jehal who used to throw garbage on Holy Prophet (PBUH) whenever he passed by her house?,"A. Ummay Hinda
B. Ummay Hasana
C. Ummay Uqbah",D. Ummay Jamil
The biggest hypocrite was in Madina?,"A. talha

C. Mussab bin Umair
D. Abdull Rehman",B. abdullah bin Abi.
Hazrat Talha r.a got how many injuries in Ghazwa e Ohad?,"A. 55
B. 77
C. 67",D. 70
Navy system was introduced by________?,"A. Hazrat Umar (R.A)
B. Hazrat Khalid bin Waleed (R.A)

D. None of these",C. Hazrat Ameer Muawya (R.A)
"Hazrat Maryam (AS) migrated to __________ after the birth of Hazrat Essa at Bait’al’Lehm, Jerusalem?","A. Jordan
B. Syria
C. Palestine",D. Egypt
______________ met with Hazrat Muhammad (SAW) on the 1st heaven during Shab-e-Miraj.,"B. Hazrat Idrees (AS)
C. Hazrat Yahya (AS)
D. Hazrat Haroon (AS)",A. Hazrat Adam (AS)
______________ met with Hazrat Muhammad (SAW) on the 2nd heaven during Shab-e-Miraj,"A. Hazrat Adam (AS)
B. Hazrat Essa (AS)
C. Hazrat Yahya (AS)
D. Hazrat Haroon (AS)",E. Option B&C
______________ met with Hazrat Muhammad (SAW) on the 3rd heaven during Shab-e-Miraj.,"A. Hazrat Adam (AS)
B. Hazrat Idrees (AS)

D. Hazrat Haroon (AS)",C. Hazrat Yaqoob (AS)
______________ met with Hazrat Muhammad (SAW) on the 4th heaven during Shab-e-Miraj.,"A. Hazrat Adam (AS)

C. Hazrat Yahya (AS)
D. Hazrat Haroon (AS)",B. Hazrat Idrees (AS)
______________ met with Hazrat Muhammad (SAW) on the 5th heaven during Shab-e-Miraj.,"A. Hazrat Adam (AS)
B. Hazrat Idrees (AS)
C. Hazrat Yahya (AS)",D. Hazrat Haroon (AS)
______________ met with Hazrat Muhammad (SAW) on the 7th heaven during Shab-e-Miraj.,"A. Hazrat Adam (AS)

C. Hazrat Yahya (AS)
D. Hazrat Haroon (AS)",B. Hazrat Ibraheem (AS)
Which prophet of Allah loved horses?,"A. Hazrat Ibrahim A.S
B. Hazrat Loot A.S
C. Hazrat Dawood A.S",D. Hazrat Suleiman A.S
The name of the horse of Hazrat Khalid bin Waleed was___________?,"B. Sharq
C. Berq
D. None of these",A. Ashjar
A land tax imposed on the non muslims cultivators and landlords was known as________?,"A. Jizya
B. Khums

D. None of these",C. Kharaj
How many Surahs of the Holy Quran start with Al-Hamdulillah?,"A. Four

C. Six
D. Seven",B. Five
How many Surahs of the Holy Quran start with Bismillahir Rahmaanir Raheem?,"A. 112

C. 114
D. 115",B. 113
Event of Mubahila is mentioned in Surah?,"A. Baqarah

C. A’raaf
D. Nisa",B. Al-Imran
Islamic term Muqallid means:___________?,"A. Preacher

C. Guidance
D. None of these",B. Follower
Hazrat Bilal Habshi (R.A) is buried in:_________?,"A. Egypt
B. Madina

D. Makkah",C. Syria
Grave of the Hazrat Ayub ( AS) is located in_________?,"A. Jordon
B. Iraq
C. Yamen",D. Oman (salala)
What was the age of Hazrat Uthman(Ra) when he became Muslim?,"B. 36
C. 38
D. 40",A. 34
When did the battle of camel take place?,"A. 30 A.H.
B. 34 A.H.

D. 38 A.H.",C. 36 A.H.
Laitat-ul-Qadr is better than______months?,"A. 10
B. 50
C. 100",D. 1000
In which of the following Battle most of the Hafiz-e-Quran were martyred?,"A. Uhad

C. Khyber
D. None of these",B. Yamama
“Arbaeen” is the book of Hadith in which there are:__________?,"A. 20 Ahadith
B. 30 Ahadith

D. 50 ahadith",C. 40 Ahadith
When Hazrat Umer (R.A) embraced Islam?,"A. 600 A.D
B. 608 A.D

D. None of these",C. 616 A.D
Ashabus sabt means:___________?,"B. Christians
C. Muslims
D. Sabieen",A. Jews
The tomb of Hazrat Yahya (AS) is in_______?,"A. Madina, KSA
B. Jerusalem, Palestine

D. Baghdad, Iraq","C. Damascus, Syria"
The Holy Prophet (PBUH) was _____ years old when the incident of Hajr-e-Aswad took place?,"A. 30

C. 40
D. 45",B. 35
Speakers of prophet title of which prophet?,"A. Hazart Ibrahim ( a.s)
B. Hazart Younas ( a.s )

D. None of these",C. Hazart Shoaib (a.s)
On the basis of faith to act accordance with the command of Almighty ALLAH is______?,"A. Toheed
B. Prayer

D. Ethics",C. Good deeds
How many times Prophet Musa ( A.S ) is/was mentioned _______ in the Holy Quran?,"A. 146 Times

C. 126 Times
D. None of these",B. 136 Times
Hazrat Ibrahim ( A.S) [ khalil Allah ] is/was mentioned in the holy Quran for many times _______ ?,"B. 58 times
C. 46 times
D. None of these",A. 69 times
Which two Prophets are mentioned 27 times in the Holy Quran ______ ?,"A. Muhammad ( S.A.W) & Ishaq ( A.S )
B. Haroon ( A.S ) & Zakria ( A.S )

D. None of these",C. Lut A.S & Yousef ( A.S )
Which of the following surah is Makki?,"A. Al-Nas
B. Saba
C. Yasin",D. All of these
Types of Neighbourers are_________?,"A. 1
B. 2

D. 4",C. 3
The duty of Hazrat Mickaeel is___________?,"A. Convey revelation
B. Sound trumpet
C. Seize the soul",D. Responsible of Rain and wind
What is the birth year of Imam Malik?,"A. 710 AD

C. 712 AD
D. 713 AD",B. 711 AD
Imam Shafi was born in_________ ?,"B. 768 AD
C. 769 AD
D. 770 AD",A. 767 AD
Surah Al-Kahf means _____?,"A. Nature

C. The Redemption
D. The Night Journey",B. The Cave
What is Tahleel?,"A. Recitation of 4th kalima
B. Recitation of 3rd kalima

D. Recitation of 2nd kalima",C. Recitation of 1st kalima
Surah Saba is _________ surah?,"B. Madani
C. both
D. None of these",A. Makki
Fidk Garden was bestowed to the Holy Prophet (SAW) as:_________?,"B. Booty
C. Gift
D. None of these",A. Fay
Hazart Suleman (A.S) built which Mosque?,"B. Masjid Nabvi
C. both A & B
D. None of these",A. Masjid Aqsa
Which Muslim Country Has highest HAJJ pilgrims?,"A. Pakistan

C. Malaysia
D. None of these",B. Indonesia
How many times Kalima Tayiba is mentioned in the Holy Quran ?,"A. 6
B. 4
C. 3",D. 2
When was Rabia Basri born ?,"B. 101 AH
C. 113 AH
D. None of these",A. 96 AH
Bridge was invented by Prophet?,"A. Nuh (A.S)
B. Younis (A.S)

D. Zakriya (A.S)",C. Yousuf (A.S)
Mirror was invented by Prophet?,"A. Shees (A.S)
B. Yahya (A.S)
C. Is’haq (A.S)",D. Sulaiman (A.S)
Needle was invented by Prophet?,"A. Yahya (A.S)
B. Musa (A.S)

D. Shoaib (A.S)",C. Idrees (A.S)
Safar is _________ month of Islamic calendar?,"A. First

C. Third
D. None of these",B. Second
Second shortest Surah of Holy Quran is_______?,"A. Ikhlas
B. Quraish

D. Nasar",C. Asar
How many Surahs of Holy Quran contains total three verses?,"A. One
B. Two

D. Four",C. Three
Which from among contain/s three verse/s?,"A. Surah Asr
B. Surah Kausar
C. Surah Nasr",D. All of these
Which Surah of Holy Quran is also known as Qatal?,"A. Surah Kafiroon
B. Surah Yousuf

D. Surah Waqia",C. Surah Muhammad
The real name of Umm-ul-Momineen “Bibi Ume Habiba” was?,"A. Hina

C. Salma
D. Humera",B. Ramla
The real name of Umm-ul-Momineen “Bibi Ume Salma” was___________?,"A. Maria

C. Ramla
D. Zainab",B. Hind
"The bird Crow is mentioned in Quran, Surah?","A. Naml

C. Tauba
D. Anfal",B. Maida
Who adopted Hazrat Musa (Alhe Salam)?,"A. Bibi Balqees

C. Bibi Maryam
D. None of these",B. Bibi Aasiya
Bibi Safoora the wife of (Prophet Moosa) was daughter of Prophet?,"A. Yahya
B. Zakriya

D. Loot",C. Shoaib
Bibi Maryam was under the care of___________?,"A. Hazrat Yahya

C. Her mother (Hina)
D. None of these",B. Hazrat Zakriya
Azra is the title of________?,"A. Bibi Ayesha
B. Bibi Khadija

D. Bibi Hajirah",C. Bibi Maryam
Prophet Shoaib (Alhe Salam) lived in_______?,"A. Egypt
B. Jerusalem

D. Iraq",C. Midian
Conquerer of Afghanistan?,"A. Saad bin Abi Waqas R.A
B. Abdullah bin Umar R.A

D. None of these",C. Aamir bin Abdullah R.A
The Usher for Hijrat e Madinah was_______?,"A. Saad Ibn Abi Waqas
B. Zaid Ibn Haris

D. Ali Ibn Abu Talib",C. Abdullah Ibn Ariqat
Real name of Sultan Salahuddin Ayyubi was________?,"A. Qasim
B. Saleh

D. None of these",C. Yousuf
Bait e Rizwan was made to take the revenge of______________?,"A. Hazrat Zaid R.A

C. Hazrat Umar R.A
D. Hazrat Bilal R.A",B. Hazrat Usman R.A
Who was Warqa Bin Nofil?,"A. Father of Hazrat Khadija (r.a)
B. Brother of Khadija (r.a)

D. None of these",C. Cousin of Khadija (r.a)
First bow occurs in which Para of Quran?,"A. 8

C. 10
D. None of these",B. 9
Hazrat Adam (A.S) was created on__________?,"A. Monday
B. Wednesday
C. Thursday",D. Friday
what is the relation of Hazrat Hamza With Hazrat Muhammad (PBUH)?,"A. Cousin

C. Nephew
D. Son",B. Uncle
"In Quran, whose story has been said as “A?sanal-Qa?a?” (The Best Story)?","A. Prophet Ibrahim
B. Prophet Musa

D. Prophet Sulaiman",C. Prophet Yousuf
The Meeting of Prophet Musa and Hazart Khizar is mentioned in Surah?,"A. Bani Isra’il
B. Al-Anbiya

D. Al-Qasas",C. Al-Kahf
First Ghazwa in Islam is_______?,"A. Badr
B. Uhad

D. Khandaq",C. Abwa
Ghazwa Abwa is also known as________?,"B. Ahzab
C. Mutah
D. Tabuk",A. Widdan
The famous verse of Quran (?????? ????? ???????? ???????? ???????) is mentioned in Surah?,"A. Al-Anbiya
B. Al-Imran

D. Al-Anfal",C. As-Saff
Hazrat Haris ibn Umair (R.A.) took the message of Holy Prophet (PBUH) to:_______?,"A. King of Egypt
B. King of Jordan
C. King of Palestine",D. King of Syria
Which event is called as the Day of Furqaan in the Quran?,"A. Gazwa e Khyber

C. Conquest of Mecca
D. Gazwa e Uhud",B. Gazwa e Badar
In the journey of Mirajj the Prophet (pbuh) was brought two bowls; one of them had wine and the other had_______ ?,"B. Dates
C. Honey
D. Water",A. Milk
What was the name of woman who underwent the hadood penality on theft in era of Holy prophet (PBUH),"A. sooda
B. Humna

D. None of these",C. Fatima bint Al-Aswad
How much time the Word “Ahmed” has appeared in the Holy Quran?,"A. 5
B. 4
C. 2",D. 1
Which jews tribe diplace from Madina after Battle ohad?,"A. banu Qaniqa

C. banu Qureeza
D. None of these",B. Banu Nadir
The Master of Hazrat Bilal (R.A) during embracing Islam was:_________?,"A. Abu Jahal
B. Ummayia Bin Harb

D. Oqabah bin Abi al Mueet",C. Ummayia bin Khalaf
To which tribe did Hazrat Khalid-bin-Waleed (R.A) belong?,"A. Banu Ummayya
B. Banu Asad
C. Banu Zuhra",D. Banu Makhzoom
Tribe of Hazrat Haleema Sadia (R.A) was__________?,"B. Banu Hashim
C. Banu Khizraj
D. None of these",A. Banu Saad
Total rakoh in Surah Al-Imran?,"A. 10

C. 30
D. None of these",B. 20
Prophet Muhammad (PBUH) is called with the name “Ahmed” in Surah ?,"A. Ya-Seen
B. Muhammad

D. None of these",C. Saff
The real name of Hazrat Noah (A.S) was________?,"B. Mutallib
C. Sufyan
D. None of these",A. Abdul-Ghaffaar
Hazrat Idrees (AS) was expert in ___________?,"A. Geology
B. Philosophy

D. Chemistry",C. Astronomy
______________ met with Hazrat Muhammad (SAW) on the 6th heaven during Shab-e-Miraj.,"B. Hazrat Idrees (AS)
C. Hazrat Yahya (AS)
D. Hazrat Haroon (AS)",A. Hazrat Musa (AS)
The Holy Quran has translated into how many languages?,"A. 111
B. 112
C. 113",D. 114
The title “Conqueror of Central Asia” was given to_________?,"A. Khalid Bin Waleed
B. Muhammad Bin Qasim

D. Marwan Bin Ahmad",C. Qutayba Bin Muslim
Tragedy of Karbala was happened in _____ Hijri?,"A. 60 Hijri

C. 64 Hijri
D. 65 Hijri",B. 61 Hijri
How many Words are there in First Kalimah?,"A. 8

C. 6
D. 5",B. 7
Arabic language is the National language of more than ____countries of the world?,"B. 30
C. 40
D. None of these",A. 22
Street where prophet Mohammad (PBUH) born?,"A. Suq Al Kayl
B. Suq ul fayl

D. None of these",C. Suq Al-Lail
When Hazrat Usman RA was martyred?,"A. 18th Ramadan 36 Hijri
B. 18th Muharram 37 Hijri

D. 18th Shaban 38 Hijri",C. 18th Zil Hajj 36 Hijri
In which surah is described the oneness of Allah?,"B. Surah baqara
C. surah toba
D. Surah rehman",A. Surah ikhlas
The prophet of God whom God raised 100 years later.,"A. HAZRA DAWOOD

C. HAZRAT SHOAIB
D. HAZRAT NOOH",B. HAZRAT UZAIR
When did Hazrat Aisha (R.A.) died___________?,"On 18th Ramadan, 58 A.H.

On 17th Ramadan, 57 A.H.
On 18th Ramadan, 57 A.H.","On 17th Ramadan, 58 A.H."
Hazrat Hafsa died in the month of _____________?,"A. Ramadan

C. Rabi-ul-Awal
D. Shawal",B. Shaban
Hazrat Umm-e-Salamah died at the age of:________?,"A. 64
B. 73

D. None of these",C. 84
Which Prophet was able to talk with animals and jinns ?,"A. Prophet Adam AS
B. Prophet Ibrahim AS

D. Prophet Daniyal AS",C. Prophet Sulaiman AS
Distance between Makkah and Madina is __________?,"B. 400 miles
C. 450 miles
D. 250 miles",A. 300 miles
How many Khutba are recited during Hajj?,"B. Two
C. Three
D. Four",A. Only One
Which of the following is the largest mosque in the world?,"A. Imam Ali Mosque, Iraq

C. Al-Masjid an-Nabawi , Saudi Arabia
D. Faisal Mosque, Pakistan","B. Great Mosque of Mecca, Saudi Arabia"
Who was the 2nd wife of Holy Prophet S.A.W?,"A. Hazrat Ayesha R.A
B. Hazrat Khadija R.A

D. None of these",C. Hazrat Soada R.A
Salat e Jumma became Faraz in which city?,"A. Makkah

C. Abwa
D. Hijaz",B. Madina
How many Sa?abas were involved in the preparation of Ditch in Ghazwa Ahzab?,"B. 2000
C. 1000
D. 4000",A. 3000
There are total number of Makruhat in Wuzu?,"B. Three
C. Five
D. Six",A. Four
In how many surahs of the Holy Quran the promise of Jannat has been described?,"A. 15
B. 10

D. None of these",C. 6
Jizya means:____________?,"A. Religious tax

C. Lands cultivated by non-Muslims
D. Income from the minorities",B. Poll-tax on non-Muslims
There are_________ Meeqats of Kabba?,"A. 3
B. 4

D. 6",C. 5
How much was the Mahar of Umme Habibah?,"A. 300 Dirham
B. 200 Dirham

D. 600 Dirham",C. 400 Dirham
When was island of Cyprus conquered?,"A. 45 A.H
B 15 A.H
C. 55 A.H",D. 25 A.H
The meaning of MURTAZA (SAW) is ___________?,"A. The Purified
B. The Companion
C. Both A and B",D. The Content
The word Talaq means is _________?,"B. To leave somebody
C. To attach someone
D. Non of these",A. Freedom of bond
How many masarif of Zakat mentioned in Holy Quran?,"B. 7
C. 6
D. 5",A. 8
In which Surah the word Al-Quran-ul-Hakeem is used.,"A. Al e Imran

C. Al Nisa
D. Al Maeda",B. Al Yaseen
Who noted down the Ahdees of Hazrat Ayesha(R.A) ?,"A. Hamam bin Mamba
B. Abdullah bin Umro bin Aas

D. None of these",C. Urwa bin Zubair
Who was the first Abbasid caliph of Islam?,"A. Abu Ja’far al Mansur

C. Ab? ?Abd All?h Mu?ammad (Al Mahdi)
D. Ab? Mu?ammad M?s? (Al Hadi)",B. Abu al-Abbas al-Saffah
Which river is most often mentioned in the Bible?,"A. Ganges
B. Colorado
C. Darling",D. Jordan
Al Athar Al Baqiya was written by _________?,"A. Firdausi
B. Sufan suri

D. Imam Tirmizi",C. Al Beruni
Hazrat Umar (R.A) accepted Islam on ________ year of prophethood.,"A. 2
B. 3

D. 10",C. 6
Who was the last ruler of Abbasid dynasty?,"A. AL-Muntansir Billah
B. Al-Mustanjid Billah ?

D. Al-Muktaf? Billah",C. Al-Musta’sim Billah
“Zill-e-Elahi” means:__________ ?,"A. Defender of Allah’s faith
B. Slave of Allah

D. None of these",C. Shadow of Allah
Samood was the grandson of ________?,"A. Idress A.S

C. Aad
D. None of these",B. Sam
Who carried the message of Holy Prophet to the king of Iran Khusrau Pervaiz?,"A. Hazrat Dahaya Qalbi R.A

C. Habeeb R.A bin Abi Baltaa
D. None of these",B. Hazrat Abdullah bin Hazafa Saheema
Which method is used to prove the correctness of matan of hadith?,"A. Riwayat

C. Sanad
D. None of these",B. Dirayat
Which method is used to prove the correctness of sanad of hadith?,"B. Isma-ur-Rajjal
C. Dirayat
D. Musnad",A. Riwayat
Who was/were the pioneer(s) of hadith school of Basra?,"A. Imam Zohri
B. Imam Hasan Al-Basri

D. None of these",C. Both of these
Hazrat Ali (R.A) died due to________?,"B. Poisoned Arrow
C. Both
D. None of these",A. Poisoned Sword
Herb-e-Fajjar means ?,"B. war fought against kuffar
C. war fought for Islam
D. war fought for the protection of Kaaba",A. war fought in the probihited months
Hazrat Umer (R.A) tenure of khilafat was ________?,"A. 4 years 5 months
B. 7 years 5 months

D. 12 years 5 months",C. 10 years 5 months
Surname of Haleema Sadia was: _________?,"A. Ummay Aiman
B. Ummay Sheema

D. Umeeay Jamila",C. Ummay Kabtah
Who was the first ambassador of Islam?,"A. Hazrat Hamza R.A
B. Hazrat Abu Bakr R.A
C. Hazrat Ali R.A",D. Mus‘ab bin ‘Umair R.A
Muzdalifah is an area between:_____________?,"A. Makah and Madina
B. Makah and Mina
C. Madina and Mina",D. Mina and Arafat
Hazrat Ayub A.S was known for his quality of:___________?,"A. Sympathy

C. Generosity
D. None of these",B. Patience
Tafseer Ahsan-ul-bayan Is written by _________?,"A. Shiekh Abubakar Jaber Al Jazairi
B. Dr. Shafiq Ur Rehman

D. Imam Bin Qayyim",C. Hafiz Salahuddin Yusuf
How many verses in the Holy Quran dealing with animals ?,"A. 50
B. 100
C. 150",D. 200
Battle of Khyber was fought against ?,"A. Quresh
B. Yemeni tribes
C. Muslime Kazab",D. Jewish Tribe
In which Hijri Ghazwa e khyber was fought?,"A. 5 Hijri
B. 6 Hijri

D. 8 Hijri",C. 7 Hijri
Which Prophet’s race faced the calamity of mosquitoes?,"B. Hazrat Ismaeel (A.S)
C. Hazrat Ishaq (A.S)
D. Hazrat Yaqoob (A.S)",A. Hazrat Ibrahim (A.S)
Who was the first one to collect and compile ahadis at Basra?,"B. Imam Hasan Al-Basri
C. Imam Nisai (R.A)
D. None of these",A. Imam Zohri (R.A)
Name the brother of Hazrat Yousuf (A.S) to whom hazrat yousuf a.s disclosed that he was his lost brother?,"A. Hazrat Daniyal (A.S)
B. Hazrat Luqman (A.S)

D. Hazrat Zulqarnanin (A.S)",C. Hazrat Binyamin (A.S)
Name the father of Hazrat Yousaf (A.S.) who lost his eyesight in the memory of Hazrat Yousaf (A.S.)?,"A. Hazrat Ishaq (A.S.)
B. Hazrat Ismaeel (A.S.)

D. Hazrat Moosaa (A.S.)",C. Hazrat Yaqoob (A.S.)
What was the real name of Abdul Mutalib?,"B. Abu Kahafa
C. Abdullah
D. None of these",A. Sheeba
Old Name of Jumma before Islam?,"A. Yaomul Furqan

C. Yaomul Halumah
D. None of these",B. Yaomul Aroba
In which Battle Mutah (temporary marriage) was prohibited?,"A. Mu’tah

C. Uhd
D. Badr",B. Khyber
When domesticated Donkey was declared Haram in Islam?,"A. 2 Hijri
B. 3 Hijri
C. 5 Hijri",D. 7 Hijri
Which Muslim scientist wrote first book on Algebra ?,"B. Ibn Sina
C. Archimedes
D. Euclid",A. Al-Khwarizmi
Another name of Masjid e Quba is ___________?,"A. Masjid e Ibrahim

C. Masjid e Nimra
D. Masjid e Hilal",B. Masjid e Taqwa
Greatest Miracle of Holy Prophet Muhammad ??,"B. Reviving the Dead
C. Creating a living bird
D. None of these",A. Holy Quran
Zakat was forbidden for __________?,"B. Banu Quraish
C. Banu Ummaya
D. Banu Saad",A. Banu Hashim
Hazrat Saad Bin Abi Waqas was made the governor of Kufa during the Khilafat of __________?,"A. Abu Bakr Siddique (R.A)

C. Usman Ghani (R.A)
D. Ali Al-Murtaza (R.A)",B. Umar Farooq (R.A)
