question,wrong_choices,correct_answer
"Find the Compound Interest on Rs. 15,625 for 9 months at 16% per annum compounded quarterly?","Rs. 1851, Rs. 1941, Rs. 1961","Rs. 1951"
"What is the difference between the I. on Rs. 5000 for 1 1/2 years at 4% per annum compounded yearly and half-yearly?","Rs. 3.06, Rs. 4.80, Rs. 8.30","Rs. 2.04"
"A sum of money place at compound interest doubles itself in 4 years. In how many years will it amount to eight times itself?","16, 8, 20","12"
"The sum of money at compound interest amounts to thrice itself in 3 years. In how many years will it be 9 times itself?","18, 12, 9","6"
"The I. on a certain sum for 2 years Rs.41 and the simple interest is Rs.40. What is the rate percent?","4%, 6%, 8%","5%"
"Simple interest on a sum at 4% per annum for 2 years is Rs.80. The I. on the same sum for the same period is_______?","Rs.160, Rs.1081.60, Rs.99","Rs.81.60"
"Find the I. on a sum of Rs.1600 for 9 months at 20% per annum, interest being compounded quarterly?","Rs.17684, Rs.1684, Rs.3408","Rs.2522"
"At the end of three years what will be the compound interest at the rate of 10% p.on an amount of Rs.20000?","Rs.6500, Rs.6800, Rs.6400","Rs.6620"
"Rs.8000 become Rs.9261 in a certain interval of time at the rate of 5% per annum of I. Find the time?","4 years, 6 years, 2 years","3 years"
"Find out the I on Rs.5000 at 4% p.compound half-yearly for 1 1/2 years.","Rs.420.20, Rs.319.06, Rs.294.75","Rs.306.04"
"If Rs.7500 are borrowed at I at the rate of 4% per annum, then after 2 years the amount to be paid is_______?","Rs.8082, Rs.7800, Rs.8100","Rs.8112"
"Find the compound interest and the amount on Rs.8000 at 5% per annum for 3 years when I is reckoned yearly?","Rs.1440, Rs.1185, Rs.1346","Rs.1261"
"A steamer goes downstream from one port to another in 4 hours, it covers the same distance upstream in 5 hours. If the speed of the stream is 2km/hr,the distance between the two parts is_______?","50km, 60km, 70km","80 km"
"The speed of a motor boat is that of the current of water as 36:5. The boat goes along with the current in 5 hours 10 min, it will come back in_______?","5 hours 50 min, 6 hours, 12 hours 10 min","6 hours 50 min"
"The speed of a boat in still water is 5 km/hr, it can go 30km upstream and return downstream to the original point in 4 hours 30 min. The speed of the stream is_______?","8 km/hr, 10 km/hr, 15 km/hr","5km/hr"
"A boat covers a distance of 30 km in 2 ½ hours running downstream while returning it covers the same distance in 3 ¾ hours. What is the speed of the boat in still water?","8km/hr, 12km/hr, 14 km/hr","E. None of these"
"A boat goes 24 km downstream in 10 hours, it takes 2 hours more to cover the same distance against the stream. What is the speed of the boat in still water?","2km/hr, 2.8 km/hr, 4 km/hr","E. None of these"
"A boat running downstream covers 24 km’s in 4 hours while for covering the same distance upstream it takes 6 hours whats the speed of the boat in still water?","3.5km/hr, 5.5 km/hr, 6 km/hr","E. None of these"
"A person can row at 9 kmph and still water. He takes 4 1/2 hours to row from A to B and back. What is the distance between A and B if the speed of the stream is 1 kmph?","32 km, 25 km, 28 km","E. None of these"
"The speed at which a man can row a boat in still water is 15 kmph. If he rows downstream, where the speed of current is 3 kmph, what time will he take to cover 60 metres?","10 seconds, 15 seconds, 20 seconds E. None of these","12 seconds"
"A boat is rowed downstream at 15.5km/hr and upstream at 8.5 km/hr. The speed of the stream is________?","5.75km/hr, 6.5km/hr, 7km/hr","3.5km/hr"
"A man can row downstream at 18 kmph and upstream at 10 kmph. Find the speed of the man in still water and the speed of stream respectively?","13, 3, 12, 6, 15, 3","14, 4"
"A man can row 30 km downstream and 20 km upstream in 4 hours. He can row 45 km downstream and 40 km upstream in 7 hours. Find the speed of man in still water?","15 kmph, 10 kmph, 12 kmph E. None of these","12.5 kmph"
"The time taken by a man to row his boat upstream is twice the time taken by him to row the same distance downstream. If the speed of the boat in still water is 42 kmph, find the speed of the stream?","12 kmph, 13 kmph, 15 kmph","14 kmph"
"A man can row a boat at 20 kmph in still water. If the speed of the stream is 6 kmph, what is the time taken to row a distance of 60 km downstream?","20/6 hours, 27/2 hours, 30 hours","30/13 hours"
"A man rows his boat 85 km downstream and 45 km upstream, taking 2 1/2 hours each time. Find the speed of the stream?","5 kmph, 6 kmph, 7 kmph","8 kmph"
"The speed of a boat in upstream is 60 kmph and the speed of the boat downstream is 80 kmph. Find the speed of the boat in still water and the speed of the stream?","35, 27 kmph, 50, 60 kmph, 45, 55 kmph","70, 10 kmph"
"The speed of a boat in still water is 60kmph and the speed of the current is 20kmph. Find the speed downstream and upstream?","35, 25 kmph, 40, 60 kmph, 50, 55 kmph","80, 40 kmph"
"The current of a stream at 1 kmph. A motor boat goes 35 km upstream and back to the starting point in 12 hours. The speed of the motor boat in still water is_________?","7 kmph, 8.5 kmph, 8 kmph","6 kmph"
"A man whose speed is 4.5 kmph in still water rows to a certain upstream point and back to the starting point in a river which flows at 1.5 kmph, find his average speed for the total journey?","8 kmph, 2 kmph, 10 kmph","4 kmph"
"The current of a stream runs at the rate of 4 kmph. A boat goes 6 km and back to the starting point in 2 hours, then find the speed of the boat in still water?","10 kmph, 21 kmph, 12 kmph","8 kmph"
"A man can row 6 kmph in still water. When the river is running at 1.2 kmph, it takes him 1 hour to row to a place and black. What is the total distance traveled by the man?","6.24 km, 6 km, 5.66 km","5.76 km"
"A man can row 6 kmph in still water. When the river is running at 1.2 kmph, it takes him 1 hour to row to a place and black. How far is the place?","3.12 km, 3 km, 2 km","2.88 km"
"A man swims downstream 72 km and upstream 45 km taking 9 hours each time; what is the speed of the current?","3 kmph, 13 kmph, 6.5 kmph","1.5 kmph"
"A man swims downstream 30 km and upstream 18 km taking 3 hours each time, what is the speed of the man in still water?","2 kmph, 16 kmph, 4 kmph","8 kmph"
"A boat can move upstream at 25 kmph and downstream at 35 kmph, then the speed of the current is_________?","10 kmph, 30 kmph, 15 kmph","5 kmph"
"A man can row upstream at 25 kmph and downstream at 35 kmph, and then find the speed of the man in still water?","60 kmph, 10 kmph, 5 kmph","30 kmph"
"A man can row with a speed of 15 kmph in still water. If the stream flows at 5 kmph, then the speed in downstream is________?","10 kmph, 5 kmph, 22 kmph","20 kmph"
"A man can swim in still water at 4.5 km/h, but takes twice as long to swim upstream than downstream. The speed of the stream is_________?","3, 7.5, 2.25","1.5"
"A man can row his boat with the stream at 6 km/h and against the stream in 4 km/h. The man’s rate is________?","5 kmph, 8 kmph, 3 kmph","1 kmph"
"A boat goes 100 km downstream in 10 hours, and 75 m upstream in 15 hours. The speed of the stream is________?","7 km/h, 5 km/h, 3 km/h","2 (1/2) km/h"
"A person can swim in still water at 4 km/h. If the speed of water 2 km/h, how many hours will the man take to swim back against the current for 6km?","4, 4 (1/2), Insufficient data","3"
"If a man rows at the rate of 5 kmph in still water and his rate against the current is 3.5 kmph. then the man’s rate along the current is__________?","4.25 kmph, 6 kmph, 8.5 kmph","6.5 kmph"
"A man takes twice as long to row a distance against the stream as to row the same distance in favour of the stream. The ratio of the speed of the boat (in still water) and the stream is________?","2 : 1, 3 : 2, 4 : 3","3 : 1"
"Speed of a boat in standing water is 9 kmph and the speed of the stream is 1.5 kmph. A man rows to a place at a distance of 105 km and comes back to the starting point. The total time taken by him is_________?","16 hours, 18 hours, 20 hours","24 hours"
"A man can row three-quarters of a kilometre against the stream in 11 minutes and down the stream in 7 minutes. The speed (in km/hr) of the man in still water is:_________?","2, 3, 4","5"
"A boatman goes 2 km against the current of the stream in 1 hour and goes 1 km along the current in 10 minutes. How long will it take to go 5 km in stationary water?","40 minutes, 1 hour, 1 hr 30 min","1 hr 15 min"
"A man can row 9 1/3 km/hr in still water and he finds that is thrice as much time to row u p than as to row down the same distance in river. The speed of the current is:________?","3 1/3 km/hr, 3 1/9 km/hr, 1 ¼ km/hr","4 2/3 km/hr"
"A boat travels upstream from B to A and downstream from A to B in 3 hours. If the speed of the boat in still water is 9km/hr and the speed of the current is 3km/hr, the distance A and B is:_______?","4km, 6 km, 8 km","12 km"
"The speed of a boat in still water is 2km/hr. If its speed upstream be 1km/hr then speed of the stream is________?","1.5km/hr, 3km/hr, none","1km/hr"
"A boat takes half time in moving a certain distance downstream than upstream. What is the ratio between the rate in still water and rate of current?","1 : 2, 2 : 1, 1 : 3","3 : 1"
"A boatman goes 2 km against the current of the stream in 1 hour and goes 1 km along the current in 10 minutes. How long will he take to go 5km in stationery water?","40 Minutes, 1 Hour, 1 Hr 30 Min","1 hr 15 Min"
"A man can row 7 ½ kms on hour in still water and he finds that it takes hi twice as long to row down the river. The rate of stream is","2.4km/hr, 3.4km/hr, 3.5km/hr","2.5 km/hr"
"A man can row three-quarters of a kilometer against the stream in 11 ¼ minutes and return in 7 ½ minutes. The speed of the man in still water is________?","2km/hr, 3km/hr, 4 km/hr","5 km/hr"
"A boat goes 6 km in an hour in still water. It takes thrice as much time in covering the same distance against the current. Speed of the current is_______?","2 km/hr, 3km/hr, 5 km/hr","4km/hr"
"A boat running upstream takes 8 hours 48 min to cover a certain distance while it takes 4 hours to cover the same distance running downstream. What is the ratio between the speed of the boat and the speed of water current respectively?","2 : 1, 3 : 1, Cannot be determined","8 : 3"
"In a river, a man takes 3 hours in rowing 3 km upstream or 15 km downstream. What is the speed of the current?","4km/hr, 6km/hr, 9km/hr","2km/hr"
"A man can row at 5 km/hr in still water, if the river is running at 1 km/hr it takes him 75 minutes to row to a place and back. How far is the place?","2.5km, 4 km, 5 km","3km"
"A runs 1 2/3 times as fast as If A gives B a start of 80 m, how far must the winning post be so that A and B might reach it at the same time?","300 m, 270 m, 160 m","200 m"
"In a 100 m race, A can beat B by 25 m and B can beat C by 4 m. In the same race, A can beat C by:________?","21 m, 26 m, 29 m","28 m"
"If in a game of 80, P can give 16 points to Q and R can give 20 points to P, then in a game of 150, how many points can R give to Q?","48, 54, 90","60"
"If X can run 48m and Y 42m, then in a race of 1km, X beats Y by:_________?","140m, 100m, 110m","125m"
"In a 300 m race A beats B by 22.5 m or 6 seconds. B’s time over the course is__________?","86 sec, 76 sec, None of these","80 sec"
"In a game of billiards, A can give B 20 points in 60 and he can give C 30 points in 60. How many points can B give C in a game of 100?","50, 40, 15","25"
"In a race of 1000 m, A can beat by 100 m, in a race of 800m, B can beat C by 100m. By how many meters will A beat C in a race of 600 m?","57.5 m, 150.7 m, 98.6 m","127.5 m"
"A can run a kilometer race in 4 1/2 min while B can run same race in 5 min. How many meters start can A give B in a kilometer race, so that the race mat end in a dead heat?","150 m, 125 m, 130 m","100 m"
"In a kilometer race, A beats B by 50 meters or 10 seconds. What time does A take to complete the race?","200 sec, 210 sec, 150 sec","190 sec"
"A can give B 100 meters start and C 200 meters start in a kilometer race. How much start can B give C in a kilometer race?","888.88 m, 777.52 m, 756.34 m","111.12 m"
"In a mixture of milk and water, the proportion of milk by weight was 80%. If, in a 180 gm mixture, 36 gms of pure milk is added, what would be the percentage of milk in the mixture formed?","80%, 100%, 84%","E. None of these"
"In a can, there is a mixture of milk and water in the ratio 4 : 5. If it is filled with an additional 8 litres of milk the can would be full and ratio of milk and water would become 6 : 5. Find the capacity of the can?","40, 48, 52","44"
"n what ratio should a variety of rice costing Rs. 6 per kg be mixed with another variety of rice costing Rs. 8.75 per kg to obtain a mixture costing Rs. 7.50 per kg?","3 : 4, 7 : 8, 8 : 9","5 : 6"
"A mixture of 70 litres of milk and water contains 10% water. How many litres of water should be added to the mixture so that the mixture contains 12 1/2% water?","8, 4, 5 E. None of these","2"
"All the water in container A which was filled to its brim was poured into two containers B and The quantity of water in container B was 62.5% less than the capacity of container If 148 liters was now transferred from C to B, then both the containers would have equal quantities of water. What was the initial quantity of water in container A?","648, 888, 928","1184"
"Two varieties of wheat – A and B costing Rs. 9 per kg and Rs. 15 per kg were mixed in the ratio 3 : 7. If 5 kg of the mixture is sold at 25% profit, find the profit made?","Rs. 13.50, Rs. 14.50, Rs. 15.50 E. None of these","Rs. 16.50"
"How many liters of oil at Rs.40 per liter should be mixed with 240 liters of a second variety of oil at Rs.60 per liter so as to get a mixture whose cost is Rs.52 per liter?","120 liters, 180 liters, 110 liters","160 liters"
"In what ratio should two varieties of sugar of Rs.18 per kg and Rs.24 kg be mixed together to get a mixture whose cost is Rs.20 per kg?","1:3, 3:1, 1:2","2:1"
"A vessel contains 20 liters of a mixture of milk and water in the ratio 3:2. 10 liters of the mixture are removed and replaced with an equal quantity of pure milk. If the process is repeated once more, find the ratio of milk and water in the final mixture obtained?","4:7, 7:1, 2:5","9:1"
"A mixture of 150 liters of wine and water contains 20% water. How much more water should be added so that water becomes 25% of the new mixture?","7 liters, 15 liters, 9 liters","10 liters"
"In what ratio must water be mixed with milk to gain 16 2/3 % by selling the mixture at cost price?","2:3, 4:3, 6:1","1:6"
"In what ratio must a grocer mix teas worth Rs.60 a kg and Rs.65 a kg.So that by selling the mixture at Rs. 68.20 a kg, He may gain 10%?","3:4, 3:5, 4:5","3:2"
"The ratio in which the price at Rs.7.20 a kg be mixed with rice at Rs. 5.70 a kg to produce a mixture worth Rs.6.30 a kg is_________?","2:3, 3:4, 4:5","1:3"
"A vessel of capacity 90 litres is fully filled with pure milk. Nine litres of milk is removed from the vessel and replaced with water. Nine litres of the solution thus formed is removed and replaced with water. Find the quantity of pure milk in the final milk solution?","72, 73.8, 74.7 E. None of these","72.9"
"Two vessels P and Q contain 62.5% and 87.5% of alcohol respectively. If 2 litres from vessel P is mixed with 4 litres from vessel Q, the ratio of alcohol and water in the resulting mixture is_______?","16 : 5, 14 : 5, 16 : 7 E. None of these","19 : 5"
"Sharjeel has a container which has a mixture of wine and water in it. Wine and water are in the ratio 4:1. Sharjeel spills some of the mixture by accident. He then replaces the spilled amount with water of same quantity. But now the wine to water ratio became 3:2. How much water did Sharjeel add?","3/5, 1/2, 2/7","1/4"
"8 litres are drawn from a cask full of wine and is then filled with water. This operation is performed three more times. The ratio of the quantity of wine now left in cask to that of water is 16 : 65. How much wine did the cask hold originally?","18 litres, 32 litres, 42 litres","24 litres"
"The cost of Type 1 rice is Rs. 15 per kg and Type 2 rice is Rs. 20 per kg. If both Type 1 and Type 2 are mixed in the ratio of 2 : 3, then the price per kg of the mixed variety of rice is:_______?","Rs. 18.50, Rs. 19, Rs. 19.50","Rs. 18"
"In what ratio must a grocer mix two varieties of tea worth Rs. 60 a kg and Rs. 65 a kg so that by selling the mixture at Rs. 68.20 a kg he may gain 10%?","3 : 4, 3 : 5, 4 : 5","3 : 2"
"Find the ratio in which rice at Rs. 7.20 a kg be mixed with rice at Rs. 5.70 a kg to produce a mixture worth Rs. 6.30 a kg.","1 : 3, 3 : 4, 4 : 5","2 : 3"
"In what proportion must water be added to spirit to gain 20% by selling it at the cost price?","2:5, 3:5, 4:5","1:5"
"How much water must be added to a bucket which contains 40 liters of milk at the cost price of Rs.3.50 per liter so that the cost of milk reduces to Rs.2 per liter?","25 liters, 28 litres, 35 liters","30 liters"
"Milk and water in two vessels A and B are in the ratio 4:3 and 2:3 respectively in what ratio the liquids in both the vessels should be mixed to obtain a new mixture in vessel C containing half milk and half water?","1:1, 1:3, 1:2","7:5"
"A bag contains equal number of Rs.5, Rs.2 and Re.1 coins. If the total amount in the bag is Rs.1152, find the number of coins of each kind?","432, 288, 72 E. None of these","144"
"Arslan and Bilal have some marbles with them. Arslan told Bilal “if you give me ‘x’ marbles, both of us will have equal number of marbles”. Bilal then told Arslan “if you give me twice as many marbles, I will have 30 more marbles than you would”. Find ‘x’?","4, 6, 8 E. None of these","5"
"Atif ordered 16 chapatis, 5 plates of rice, 7 plates of mixed vegetable and 6 ice-cream cups. The cost of each chapati is Rs.6, that of each plate of rice is Rs.45 and that of mixed vegetable is Rs.70. The amount that Atif paid the cashier was Rs.961. Find the cost of each ice-cream cup?","Rs.22.50, Rs.20, Rs.17.50 E. None of these","Rs.25"
"Three consecutive odd integers are in increasing order such that the sum of the last two integers is 13 more than the first integer. Find the three integers?","9, 11, 13, 11, 13, 15, 13, 15, 17 E. None of these","7, 9, 11"
"There are some rabbits and peacocks in a zoo. The total number of their heads is 60 and total number of their legs is 192. Find the number of total rabbits?","30, 46, 40","E. None of these"
"On the independence day, bananas were be equally distributed among the children in a school so that each child would get two bananas. On the particular day 360 children were absent and as a result each child got two extra bananas. Find the actual number of children in the school?","600, 620, 500","E. None of these"
"Eight years ago, Zahid’s age was 4/3 times that of ShahiEight years hence, Zahid’s age will be 6/5 times that of ShahiWhat is the present age of Zahid?","30 years, 32 years, 48 years E. None of these","40 years"
"Rs.1200 divided among P, Q and R. P gets half of the total amount received by Q and R. Q gets one-third of the total amount received by P and R. Find the amount received by R?","Rs.400, Rs.300, Rs.600 E. None of these","Rs.500"
"P, Q and R have Rs.6000 among themselves. R has two-thirds of the total amount with P and Q. Find the amount with R?","Rs.3000, Rs.3600, Rs.4000 E. None of these","Rs.2400"
"A bag contains a total of 93 coins in the form of one rupee and 50 paise coins. If the total value of coins in the bag is Rs.56, find the number of 50 paise coins in the bag?","60, 56, 64 E. None of these","74"
"The cost of 16 pens and 8 pencils is Rs.352 and the cost of 4 pens and 4 pencils is Rs.96. Find the cost of each pen?","Rs.32, Rs.28, Rs.36","E. None of these"
"The sum of four consecutive even numbers is 292. What would be the smallest number?","74, 76, 68 E. None of these","70"
"the present average age of a couple and their daughter is 35 years. Fifteen years from now, the age of the mother will be equal to the sum of present ages of the father and the daughter. Find the present age of mother?","43 years, 40 years, 48 years E. None of these","45 years"
"Ten years ago, the age of Aftab was one-third the age of Kashif at that time. The present age of Kashif is 12 years more than the present age of AftaFind the present age of Aftab?","14, 18, 20 E. None of these","16"
"Masood’s age 18 years hence will be thrice his age four years ago. Find Masood’s present age?","12 years, 21 years, 18 years","E. None of these"
"When 2 is added to half of one-third of one-fifth of a number, the result is one-fifteenth of the number. Find the number?","40, 50, 70 E. None of these","60"
"In a three digit number, the hundred digit is 2 more than the tens digit and the units digit is 2 less than the tens digit. If the sum of the digits is 18, find the number?","975, 753, 642","E. None of these"
"The number obtained by interchanging the two digits of a two-digit number is less than the original number by 45. If the sum of the two digits of the number so obtained is 13, then what is the original number?","49, 83, Either (a) or (b) E. None of these","94"
"The sum of five consecutive even numbers of set x is 440. Find the sum of a different set of five consecutive integers whose second least number is 121 less than double the least number of set x?","248, 228, 236 E. None of these","240"
"In a series of six consecutive even numbers, the sum of the second and sixth numbers is 24. What is the fourth number?","8, 6, 14 E. None of these","12"
"The sum of the digits of a two-digit number is 12. The difference of the digits is 6. Find the number?","93, 39, 75","E. Either (a) or (b)"
"The tens digit of a two-digit number is two more than its unit digit. The two-digit number is 7 times the sum of the digits. Find the units digits?","1, 3, 4 E. None of these","2"
"Solve the equation for x : 6x – 27 + 3x = 4 + 9 – x","5, 6, -4 E. None of these","4"
"Solve the equation for x : 19(x + y) + 17 = 19(-x + y) – 21","-2, -3, -4 E. None of these","-1"
"The cost of 2 chairs and 3 tables is Rs.1300. The cost of 3 chairs and 2 tables is Rs.1200. The cost of each table is more than that of each chair by__________?","Rs.70, Rs.75, Rs.50","E. None of these"
"The denominator of a fraction is 1 less than twice the numerator. If the numerator and denominator are both increased by 1, the fraction becomes 3/5. Find the fraction?","2/3, 3/5, 4/7 E. None of these","5/9"
"The cost of 10 kg of apples is equal to the cost of 24 kg of rice. The cost of 6 kg of flour equals the cost of 2 kg of rice. The cost of each kg of flour is Rs.20.50. Find the total cost of 4 kg of apples, 3 kg of rice and 5 kg of flour?","Rs.849.40, Rs.901.60, Rs.815.20 E. None of these","Rs.877.40"
"A question paper consists of five problems, each problem having three internal choices. In how many ways can a candidate attempt one or more problems?","63, 511, 15","1023"
"In a class there are 20 boys and 25 girls. In how many ways can a boy and a girl be selected?","400, 600, 20","500"
"In how many ways can three consonants and two vowels be selected from the letters of the word “TRIANGLE”?","25, 13, 40","30"
"A bag contains nine yellow balls, three white balls and four red balls. In how many ways can two balls be drawn from the bag?","⁹C₂, ³C₂, ¹²C₂","¹⁶C₂"
"How many four digit even numbers can be formed using the digits {2, 3, 5, 1, 7, 9}","360, 120, 240","60"
"How many four digit numbers can be formed using the digits {1, 3, 4, 5, 7,9}(repetition of digits is not allowed)?","60, 300, 180","360"
"A letter lock consists of three rings each marked with six different letters. The number of distinct unsuccessful attempts to open the lock is at the most__________?","216, 243, 729","215"
"A committee has 5 men and 6 women. What are the number of ways of selecting a group of eight persons?","185, 205, 225","165"
"What are the number of ways to select 3 men and 2 women such that one man and one woman are always selected?","100, 60, 20","30"
"A committee has 5 men and 6 women. What are the number of ways of selecting 2 men and 3 women from the given committee?","150, 250, 300","200"
"The number of permutations of the letters of the word ‘MESMERISE’ is___________?","9!/(2!) (3!), 5!/(2!) 3!","9!/(2!) 3!"
"The number of arrangements that can be made with the letters of the word MEADOWS so that the vowels occupy the even places?","720, 120, 36","144"
"Using all the letters of the word “NOKIA”, how many words can be formed, which begin with N and end with A?","3, 24, 120","6"
"Using all the letters of the word “THURSDAY”, how many different words can be formed?","8, 7!, 7","8!"
"How many three letter words are formed using the letters of the word TIME?","12, 20, 16","24"
"A boy has nine trousers and 12 shirts. In how many different ways can he select a trouser and a shirt?","21, 12, 9","108"
"There are 30 people in a group. If all shake hands with one another , how many handshakes are possible?","870, 30!, 29! + 1","435"
"In how many different ways can the letters of the word ‘OPTICAL’ be arranged so that the vowels always come together?","120, 4320, 2160","720"
"In how many different ways can the letters of the word ‘MATHEMATICS’ be arranged so that the vowels always come together?","10080, 4989600, None of these","120960"
"How many 4-letter words with or without meaning, can be formed out of the letters of the word, ‘LOGARITHMS’, if repetition of letters is not allowed?","40, 400, 2520","5040"
"In how many ways can a group of 5 men and 2 women be made out of a total of 7 men and 3 women?","90, 126, 45","63"
"In how many different ways can four books A, B, C and D be arranged one above another in a vertical order such that the books A and B are never in continuous position?","9, 14, 18","12"
"There are two identical red, two identical black, and two identical white balls.In how many different ways can the balls be placed in the cells (Each cell to contain one ball) shown above such that balls of the same colour do not occupy any two consecutive cells?","15, 18, 30","24"
"Twelve people from a club, by picking lots. One of them will host a dinner for all once in a month. The number of dinners a particular member has to host in one year is________?","One, Zero, Three","Cannot be determined"
"A person ordered 5 pairs of black socks and some pairs of brown socks. The price of a black pair was thrice that of a brown pair while preparing the bill the bill clerk inter-changed the number of black and brown pairs by mistake which increased the bill by 100% what was the number of pair of brown socks in the original order?","10, 15, 20","25"
"A two number committee comprising of one male and the female number is to be constituted out of five male and 3 females. Amongst the females, Ms. A refused to be number committee in which Mr.B is taken as the number of how many different ways can the committee be constituted?","11, 30, 20","14"
"A selection is to be made for one post of principal and two posts of vice-principal amongst the six candidates called for the interview only two are eligible for the post of principal while they all are eligible for the post of vice-principal. The number of possible combinations of selectees is___________?","4, 12, 18","None of these"
"A student has to opt for 2 subjects out of 5 subjects for a course. Namely commerce, economics, statistics, mathematics 1 and Mathematics 2, Mathematics 2 can be offered only if mathematics 1 has also opteThe number of different combinations of two subjects which can be opted is_________?","5, 6, 18","7"
"2 men and 1 woman board a bus of which 5 seats are vacant, one of these 5 seats is reserved for ladies. A woman may or may not sit on the seat reserved for ladies, In how many different ways can the five seats be occupied by these passengers?","15, 48, 60","36"
"Three dice (each having six faces with each face having one number from 1 or 6) are ralleWhat is the number of possible outcomes such that atleast one dice shows the number 2?","36, 81, 116","91"
"A mixed doubles tennis game is to be played two teams(each consists of one male and one female) There are four married couples. No team is to consist a husband and his wife. What is the maximum number of games that can be played?","12, 48, 36","42"
"In a question paper, there are four multiple choice type questions, each question has five choices with only one choice for it’s correct answer. What is the total number of ways in which a candidate will not get all the four answers correct?","19, 120, 1024","624"
"In how many different ways can six players be arranged in a line such that two of them, Asim and Raheem are never together?","120, 240, 360","480"
"Groups each containing 3 boys are to be formed out of 5 boys. A, B, C, D and E such that no group can contain both C and D together. What is the maximum number of such different groups?","5, 6, 8","7"
"A question paper had 10 questions. Each question could only be answered as true(T) of False(F). Each candidate answered all the questions, Yet no two candidates wrote the answers in an identical sequence. How many different sequences of answers are possible?","20, 40, 512","1024"
"Six points are marked on a straight line and five points are marked on another line which is parallel to the first line. How many straight lines, including the first two, can be formed with these points?","29, 55, 30","32"
"A group of 10 representatives is to be selected out of 12 seniors and 10 juniors. In how many different ways can the group be selected if it should have at least one senior?","²²C₁₀, ²²C₁₀ + 1, ²²C₉ + ¹⁰C₁","²²C₁₀ – 1"
"A group of 10 representatives is to be selected out of 12 seniors and 10 juniors. In how many different ways can the group be selected, if it should have 5 seniors and 5 juniors?","¹²C₅ * 10, ¹²C₇ * 10, 12 * ¹⁰C₅","¹²C₇ * ¹⁰C₅"
"A group consists of 4 men, 6 women and 5 children. In how many ways can 3 men, 2 women and 3 children selected from the given group?","300, 450, 750","600"
"A group consists of 4 men, 6 women and 5 children. In how many ways can 2 men , 3 women and 1 child selected from the given group?","300, 750, 900","600"
"Find the number of ways of arranging the letters of the word “MATERIAL” such that all the vowels in the word are to come together?","720, 1860, 2160","1440"
"The number of new words that can be formed by rearranging the letters of the word ‘ALIVE’ is__________?","24, 23, 120","119"
"A delegation of 5 members has to be formed from 3 ladies and 5 gentlemen. In how many ways the delegation can be formed, if 2 particular ladies are always included in the delegation?","54, 42, 60","20"
"The number of sequences in which 7 players can throw a ball, so that the youngest player may not be the last is -.","4000, 2160, 5300","4320"
"In how many ways can live boys and three girls sit in a row such that all boys sit together?","4800, 5760, 15000","2880"
"6 of 5/8 / 5/8 – 1/8 = ______?","6 1/8, 5 3/4, 6 3/4","5 7/8"
"(22 * 495 + 891 * 44) / (33 * 176 + 55 * 264) = _________?","1, 2, 66/17","69/28"
"[(62.25/2.5) + (12.5/0.5)] / [(0.75 * 9) + (3.5 * 3.5)] = _________?","1 17/38, 1 38/17, 2 38/17","None of these"
"[(523 + 27) * (187 – 35) / (424 + 16)] / [110/22 of (2 * 38)] = ______?","1, 4, 3","2"
"(50 – ?/29)% of 4200 = 3√196","1350, 1450, 1550","1421"
"7 + 5 – (3/2 * 1/4) of 2/7 + 7/2 * 1/6 equals ________.","12 3/88, 24 21/24, 12 1/224","12 25/224"
"0.003 * ? * 0.0003 = 0.00000027","9, 3, 0.03","0.3"
"[(7 * 9) + (2 * 12) + 3]/[(12 * 3) + (81/9)] = ______?","4, 60, 1.75","None of these"
"6 2/3 * 9 3/5 * 2 1/3 + 1 1/3 = __________?","150 1/3, 149 2/3, 149 1/3","150 2/3"
"9000 + 16 2/3 % of ? = 10500","1500, 1750, 7500","9000"
"60 + 5 * 12 / (180/3) = _______?","60, 120, 13","61"
"4 * 0.4 * 0.04 * 0.004 = _________?","0.0256, 0.00256, 0.0000256","0.000256"
"(0.456 * 0.456 – 0.228 * 0.228) / (0.456 + 0.228) = ________?","0.456, 0.684, 1.0","0.228"
"8/15 / 1 1/3 * 3 ?/4 = 1.5","1, 2, 5","3"
"3648.24 + 364.824 / ? – 36.4824 = 3794.1696","3, 4, 5","2"
"24 – [2.4 – {0.24 * 2 – (0.024 – ?)}] = 22.0584","0.024, 0.24, 0.00024","0.0024"
"79.98 / 12.51 * 2.49 = ______?","12, 14, 18","16"
"√3584 * 52.034 = _______?","3180, 3200, 3210","3120"
"58978 / 363.94 * 11.02 = _______?","1580, 1680, 1880","1780"
"26.98% of 6002 + 45.01% of 4199 = ________?","2500, 3600, 4500","3500"
"(332% of 2113) / 42 = _________?","154, 162, 181","167"
"1/3 of 2/6 of 1/7 of 2/28 of 2140 = ________?","4.92, 3.01, 4.14","3.77"
"21345 * 45 = 4270 * ?","215, 235, 255","225"
"183.21 + 2.9928 * 66.84 = _______?","372, 380, 374","383"
"(180/37 of 14.8) / (17/60.1 of 180.30) = _______?","1.6, 1.5, 1.2","1.4"
"45/100 * 125 + 22.22 = ________?","76, 74, 72","78"
"109.13 * 34.14 – 108.12 * 33 = ________?","130, 135, 148","142"
"108 * 107 * 96 = ? (to the nearest hundred)","1109300, 1108400, 1108300","1109400"
"25 2/5 + 8 4/5 + 4/5 = _________?","34, 36, 37","35"
"(64 + 9 + 9) / (2 * 20 + 1) = _______?","1, 3/2, 5/2","2"
