question,wrong_choices,correct_answer
"On 11 July 2019, Which of the following team has won the Shandur polo festival 2019 ?","Laspur, Ghizer, Gilgit-Baltistan","Chitral"
"Who became First Female Student From Balochistan To Persue A Masters In Cancer Biology?","Fazila Aliani, Helena Saeed, None of above","Masooma Rajput"
"When P.M Imran Khan inaugurated the first Naya Pakistan Housing Project (NPHP) for the general public?","8 july 2019, 10 july 2019, None of these","12 july 2019"
"Veteran actress Zaheen Tahira passes away at 79 on___________?","8 July 2019, 3 July 2019, 1 July 2019","9 July 2019"
"Prime Minister Imran Khan launched ________ scheme under the Poverty alleviation Programme in March 2019?","Intaqam, Intizam, None of These","Ehsas"
"According to ECP, How many declared billionaires MNAs are there in National Assembly of Pakistan out of the total 342 members?","20, 50, None of these","10"
"Which of following Chief Minister is the richest Provincial Chief Executive among all four provincial assemblies?","Syed Murad Ali Shah, Jam Kamal Khan, Sardar Usman Buzdar E. None of them","Mehmood Khan"
"Which Player Takes Most Wicket in single innings of ICC Cricket World Cup 2019?","Mitchell Starc, Shakib Al Hasan, Mohammad Amir","Shaheen Afridi"
"Which Pakistani player break the record of Javed Miandad’s 437 runs in a single world Cup of 1992 edition, now leading run score for Pakistan in Cricket World cup 2019?","Shoaib Malik, Shan Masood, Saad Ali","Babar Azam"
"Prime Minister Imran Khan approves a grant of Rs_____ Billion for Kamyab Jawan National Youth Development Programme?","1 Billion, 10 Billion, None of These","100 Billion"
"Prime Minister of Pakistan Imran khan inaugurated Road to Makkah project at the Islamabad international airport on","July 6-2019, July 7-2019, July 8-2019","July 5-2019"
"Which of the following country has won the Asian Team Snooker Championship 2019?","India, Qatar, none of them","Pakistan"
"How much medals bags by the Pakistan team in World Memory Sports council UK open championship 2019?","2, 7, None of them","5"
"On 27 June 2019, which country’s President arrived in Pakistan for a two-day visit?","Bangladesh, Iran, None of these","Afghanistan"
"From which university Pakistani playback & Qawwali singer Rahat Fateh Ali Khan received an honorary doctorate on 26 June 2019?","Harvard University, Cambridge university, None of these","Oxford university"
"Total amount set for Sukkur-Multan motorway under 2019-20 budget?","15 billion rupee, 17 billion rupee, 21 billion rupee","19 billion rupee"
"Who chaired the budget session of 2019-2020?","Imran Khan, Hafeez Sheikh, Asad Umar","Asad Qaiser"
"Who presented federal budget of the government of 2019-2020?","Hafeez Sheikh, Asad Qaiser, Asad Umar","Hammad Azhar"
"Total amount of present budget set for 2019-20 is__________?","Rs 7680.2 billion, Rs 7750 million, Rs 7879 million","Rs 7022 billion"
"Total amount set for DIAMER BHASHA DAM and land acquisition under 2019-20 budget is ________?","16 billion rupee, 17 billion rupee, 19 billion rupee","20 billion rupee"
"Total amount set for Mohamand Dam under 2019-20 budget is __________?","12 billion rupees, 16 billion rupees, 16.6 billion rupees","15 billion rupees"
"How much percentage of pensions was increased for Government employees under 2019-20 budget?","8%, 14%, 15%","10%"
"The Asian Development Bank has forecast Pakistan’s economic growth rate from 4.8 to decelerate to______ in fiscal year 2019?","3.7%, 3.4%, 4.2%","3.9%"
"According to Asian Development Bank (ADB) report the inflation is expected to rise sharply to average_________ in FY2019?","6.9%, 6.7%, 6.5%","7.5%"
"Nigar Johar is the _______ woman in the history of Pakistan Army to reach the rank of Major General?","2nd, 4th, None of these","3rd"
"Newly Merged FATA Gets Its First Police Station in____________?","Mir Ali, Miran Shah, None of these","Wana"
"On 13th May 2019 which Amendment of the Constitution of Pakistan was passed in National Assembly of Pakistan?","27th Amendment, 28th Amendment, 25th Amendment","26th Amendment"
"Former Governor Tariq Bajwa , was the ___________ Governor of the State Bank of Pakistan?","25th, 26th, 18th","19th."
"How many consecutive years Pakistan Army team has been the winner of Pace Sticking Competition?","Third, Fourth, None of these","Second"
"The World Bank has approved a package of_______ million to support Pakistan’s efforts to raise revenue, reduce compliance cost?","$515, $520, None of above","$518"
"MQM founder Altaf Hussain was arrested in London over ___________speech?","incendiary 2015 Speech, incendiary 2012 Speech, incendiary 2013 Speech","incendiary 2016 Speech"
"The Federal budget for the fiscal year 2019-2020 announced on _____________?","June 9, 2019, June 10, 2019, June 12, 2019","June 11, 2019"
"British Airways after 11 years has arrived at Islamabad International Airport on ___________ ?","June 1, 2019, June 2, 2019, June 4, 2019","June 3, 2019"
"Which country for the First time in judicial history has started hearing of cases via video Link with the lunch of new e-Court system?","Bangladesh, Nepal, India","Pakistan"
"On 25th May 2019, Young mountaineers Amina Hanif and Siddiqa Batool set a record to summit the highest peak in__________?","Norway, Australia, Africa","Spain"
"Who launches Pakistan first Moon Sighting Website?","Ali haider zaidi, Abdul Hafeez Sheikh, Shireen Mazari","Fawad Chaudhry"
"China to solarise 10000 household’s in which province of Pakistan?","Punjab, Sindh, KPK","Balochistan"
"International Military Drill Competition 2019 Won by Pak Army for second consecutive year which was held at the Royal Military Academy Sandhurst in the United Kingdom was Known as _________________?","swagger Sticking Competition, Quick March Competition, None of these","Pace Sticking Competition"
"Pakistan Army has won an international military drill competition 2019 for second consecutive year which was held in_________?","USA, UAE, None of these","UK"
"On June 18-2019, President Dr Arif Alvi conferred Nishan-E-Imtiaz (Military) upon Gen Han Weiguo, Commander of the PLA Ground force Of__________?","Vietnam, Japan, South Korea","China"
"Two teenage girls from Ghanche district of _____ have scaled the Teide peak, the highest mountain in Spain.","KPK, Sindh, Baluchistan","Gilgit-Baltistan"
"How many Foreign Personalities got Nishan-e-Pakistan?","23, 25, None of These","27"
"The Depth of Offshore Drilling Kekra-1 for Oil and Gas was _________ ?","8,500 meters, 7,500 meters, 6,500 meters","5,500 meters"
"The cost of offshore Drilling at Kekra-1 site Karachi was estimated at__________?","Rs 25bn, Rs 20bn, Rs 8 bn","Rs 15bn"
"Which Pakistani soldier awarded the Dag Hammarskjold medal by U.N Secretary General António Guterre on 25 May 2019?","M. Aslam, Rashid khan, None of these","Naik Muhammad Naeem Raza"
"pakistan has contributed over_________ troops to 46 UN peacekeeping mission over the last six decades?","100,000, 300,000, None of these","200,000"
"_________ becomes first Pakistani to conquer world’s seven 8000m peaks?","Mooen Ali, Nazir Sabir, Hanbal Mahboob","Ali Sadpara"
"Pakistan on 23rd, May 2019 successfully conducted a “training launch” of a ballistic missile __________ capable of carrying both nuclear and conventional warheads up to _________ kilometers.","Shaheen I , 1,200 kilometers, Ghori II, 1,800 kilometers, Al. Khalid, 1,300 kilometers","Shaheen II, 1,500 kilometers"
"Saudi Arabia to give Pakistan $______ billion oil on deferred price from July?","$ 3 billion, $ 3.1 billion, $ 3.4 billion","$ 3.2 billion"
"Which country stopped issuing visas for all categories to Pakistanis recently in May 2019?","UK, United States, India","Bangladesh"
"__________ becomes the first Pakistani man climbed 7 Summits in 7 Continents?","Sadpara, Sultan Mirza, None of these","Mirza Ali"
"Federal Minister for Narcotics Control Sardar Ali Muhammad Khan Mahar died on_____________?","22nd May 2019, 15th April 2019, None of these","21st May 2019"
"Pakistan’s Prime Minister Imran Khan met Irani leader ” Ali Khamnaye” on ________?","24th April 2019, 16th April 2019, 12th May 2019","22nd April 2019"
"Name the Pakistani Woman honoured with IBM’s highest prestigious award ” Beat of IBM 2019 ?","Noreen Akbar, Fatima Kanwal, Eisha Khan","Asma Zaheer"
"Mohmand Dam will irrigate ___________acres of Land?","19,100 acres, 18,100 acres, None of These","15,100 acres"
"Once Completed, the Mohmand dam will generate_______MW of hydroelectricity?","900 MW, 600 MW, 500 MW","800 MW"
"PM Khan has given nod to the youth development program named?","Wazir-i-Azam Students Programme” (WASP)., PM laptop scheme (PLS), None","Wazir-i-Azam Kamyab Naujawan Programme” (WAKNP)."
"who pioneered the first ever Pakistan pavilion at the 58th prestigious international art exhibition, Venice Biennale.","Saima Khan, Anita baig, None of the above","Nazia khan"
"First Wheel Chair Asia Cup 2019 was won by which team?","India, Sri Lanka, Bangladesh","Pakistan"
"Name the Youngest Pakistani Player who scored 150+ Run in an ODI innings?","Fakhar Zaman, Ahmad Shahzad, Babar Azam","Imam ul Haq"
"Who is elected as the Chairman of National Assembly Finance Panel?","Dr Reza Baqir, Abdul Hafeez Shaikh, Ishrat Hussain","Asad Umar"
"26th Amendment Act of Constitution of Pakistan 1973 is based on increase of Seats of National Assembly and Provincial Assembly of which Region?","Punjab, Sindh, Balochistan","Ex FATA"
"With the passage of 26th Amendment bill in N. A on 13 May 2019, the Ex Fata KPK Assembly seats increased from 16 to_______?","23, 25, 26","24"
"With the passage 26th Amendment of Constitution of Pakistan, Ex Fata districts, National Assembly seats will increase from 6 to_______?","10, 11, 16","12"
"When 26th Amendment of Constitution of Pakistan passed in National Assembly of Pakistan?","12 May 2019, 11 May 2019, 10 May 2019","13 May 2019"
"Pakistan signed an agreement worth _______ billion dollars to borrow from IMF under new finance adviser Abdul Hafeez Shaikh?","5 billion $, 7 billion $, 4 billion $","6 billion $"
"Which Hotel was attacked on 11th of May 2019 by BLA?","Pc burbhan, Serena quetta, Marriott Karachi","Pc Gawadar"
"Who is the Current Ambassador of Pakistan to Turkey?","Riffat Masood, Masood Khan, Dr. Asad Majeed Khan","Muhammad Syrus Sajjad Qazi"
"Election to 16 tribal seats of KP Assembly will be held on___________?","1st May 2019, 3rd August 2019, 4th June 2019","20th July 2019"
"Which Pakistani Doctor selected for “Rolex Awards for Enterprise 2019”?","Rubina Khan, Maria Gul, Nazia Fahad","Sara Saeed"
"Pakistan’s First Woman String Theorist is______________?","Dr. Faryal Mehmud, Dr. Tayyaba Majeed, Dr. Rubina Javed","Dr. Tasneem Zehra Hussain"
"Name the Youngest Pakistani-origin teen Who becomes Councilor in UK?","Hamid Zulfiqar, Zahid Ashraf, Zafar Khalil","Hannan Sarwar"
"Punjab Cabinet has approved ________ billion rupees on 3rd May 2019 for establishment of Punjab Housing and Town Planning Agency (PHATA) for Prime Minister’s Naya Pakistan Housing Programme?","Seven billion rupees, Eight billion rupees, None of These","five billion rupees"
"Ex-Governor Tariq Bajwa , was the ___________ Governor of the State Bank of Pakistan?","14th, 16th, 18th","19th"
"What is the name of Chairman of FBR ( Federal Board of Revenue) who has been removed by Federal Govt on 3rd May 2019?","Dr. Asad Majeed khan, Tariq Bajwa, Amir Sultan","Dr. Jahanzaib khan"
"Pakistanis were ranked number ______ in the world as angriest people in The Gallup 2019 Global Emotions Report.","11, 12, 13","10"
"Mohamand Dam which is being constructed on swat river will completed at the cost of Rs.________billion by 2024?","Rs. 143 billion, Rs. 163 billion, None of these","Rs. 183 billion"
"Shahbaz Sharif stepped down from the chairmanship of Public Account Committee (PAC) on_____________?","3rd May, 2019, 4th May, 2019, None of these","2nd May, 2019"
"“Game Changer” is the autobiography of which famous Cricketer?","Wasim Akram, Shoaib Akhtar, Misbah ul Haq","Shahid Afridi"
"Pakistan’s response to Indian aggression on February 27 will be remembered as___________?","Operation Zarb-e-Azb, Operation Sher-e-Dil, None of these","Operation Swift Retort"
"Mohmand Hydro Power Project is being constructed on which River of Pakistan?","Indus River, Kabul River, Ravi River","Swat River"
"When the PM of Pakistan laid down the Foundation of Mohmand Dam?","1st May 2019, 3rd May 2019, 30th April 2019","2nd May 2019"
"Who laid down the foundation of Mohmand Hydro power Project Dam?","Ex( CJ ) Saqib Nisar, President Arif Alvi, Omer Ayub Khan","PM Imran Khan"
"The Rank of Pakistan in 2019 Global Talent Competitiveness Index (GTCI) is _______ out of 125 Countries?","101, 118, None of these","108"
"Pakistan and ___________signed the second phase of the Free Trade Agreement (FTA) after which Pakistan will get duty-free access in markets.","UAE, Saudi Arabia, Malaysia","China"
"Pakistan announces 1000 “Allama Iqbal Scholarships” for which Country students on 29th April, 2019.","New Zealand, Bangladesh, China","Sri Lanka"
"Pakistan and China have signed an agreement for __________railway track on 28th April, 2019.","Pak-China Express Train, MS-5, PC-1","ML-1"
"Which tobacco company has presented RS 5 million Cheque to PM Imran Khan for Dam Fund?","Pakistan Tobacco Company Limited, General Tobacco Company, Khyber Tobacco Company Limited","British American Tobacco"
"Rahat Fateh Ali Khan was awarded an honorary degree by Oxford university on ___________?","June 24 2018, June 28 2019, June 30 2019","June 26 2019"
"Which of the following opening pair has the record of highest 1st wicket partnership in ODI cricket?","Tharanga & Jayasuriya, Imam-ul-haq & Fakhar Zaman, David Warner & Tim head","JD Campbell & SD Hope"
"What is the Pakistan’s rank in the 2019 UN World Happiness Index?","65th, 66th, 70th","67th"
"What is the total length of Abdul Hakeem-Lahore motorway?","550 KM, 180 KM, 365 KM","230 KM"
"National Command Authority (NCA) is headed by____________?","President, Army chief, Ministry For Defense","Prime Minister"
"Pakistan signed $500 million framework deal on 25-April-2019 with_______________?","Saudi Arabia, China, Iran","South Korea"
"Three-Day Urs of Sufi Saint, Lal Shahbaz Qalandar, at his shrine in Sehwan Sharif was celebrated in April 2019, it was his _____ Urs.","750th, 770th, 775th","767th"
"Which Hockey Team arrived in Pakistan on 28th April 2019?","Sri Lanka, Qatar, Kuwait","Uzbekistan"
"P.M Imran Khan visited the Holy Shrine of _______, when he went on Two Days Historic visit to Iran on 21st April 2019?","Imam Ali Naqi, Imam Ali Taqi, Imam Musa Kazim","Imam Ali Raza"
"Who is the Current Chairman of PEMRA?","Fayyaz-UL-Hassan, Fawad Chaudhry, Chaudhry Rashid Ahmad","Mirza Salim Baig"
"When did PM Imran Khan reach Iran for two days official visit?","18 April 2019, 19 April 2019, 20 April 2019","21 April 2019"
"What is Pakistan ranks globally in kidney diseases, say experts at the (SIUT) kidney diseases causing 20,000 deaths annually?","Fifth, Sixth, Seventh","Eighth"
"Recently, the ______ Airways announced that it will be resuming flights to Pakistan from June 2019, after a 10-year break.","Jet, Gulf, None of these","British"
"Which two deadly viruses are reported in Pakistan in March 2019?","Gemi and HIV, Zika and Small pox, Monkeypox and TMV","Zika and Monkeypox"
"Which country’s warplanes makes aerial display on Pakistan Day Parade on 23rd March 2019?","Bahrain & Oman, Azerbaijan & Srilanka, None of these","Turkish & Chinies"
"Who was the guest of honour at Pakistan Day Parade on 23 March 2019?","Recep Tayyip Erdoğan, Xi Jinping, Muhammad Bin Salman","Mahathir Bin Mohamad"
"Which country was the largest importer of the weapons in the world during 2014 to 2018 ___________?","US, China, Russia","Saudi Arabia"
"How many foreigners among 127 were conferred civil awards on 23rd March 2019?","16, 17, None of these","18"
"Which of the following Pakistani girl wins silver at 2019 Singapore weightlifting championship in March 2019?","Neelam Riaz, Shazia Shehzad, None Of These","Rabia Shehzad"
"Which Country will host Asia cup 2020?","UAE, INDIA, AUSTRALIA","PAKISTAN"
"Which team makes highest score (238) in PSL-4?","Peshawar zalmi, Karachi kings, none of these","Islamabad united"
"How much loan World Bank has granted to Pakistan for building Khyber Pass Economic Corridor?","US$410.6 Million, US$420.6 Million, US$440.6 Million","$460.6 Million"
"When American president Donald trump out India from GSP Scheme?","15 Feb 2019, 24 Feb 2019, 1st March 2019","5 March 2019"
"Gojra Shorkot Section on National Motorway constructed at the cost of ______?","$100 Million, $178 Million, 178 Million Pakistani Rupees","None of the Above"
"Gojra Shorkot Section Motorway is a _________?","6 Lane Motorway, 2 Lane Motorway, None of the above","4 Lane Motorway"
"Gojra Shorkot section Motorway Project under CPEC is of how many Kilometers ?","81 Km, 91 Km, None of the Above","61 Km"
"First “Adab Festival Pakistan” (AFP) 2019 held in which city of Pakistan in Feb 2019?","Lahore, Islamabad, None of the Above","Karachi"
"Who is the Peshawar-born youngest boy to Win the Storm-2 Abdel Wahed squash Open 2019 tournament recently, held at Sweden in February 2019?","Zeeshan khan, Muhammad Hamza, Ruman Ahmed","Ahsan Ayaz"
"How many radio station are working in the country under the Pakistan Broadcasting Cooperation?","28, 30, 32","34"
"Who is the Current Chairman of Parliamentary Panel on CPEC?","Mehnaz akbar aziz, Sohail mehmmod, Aziz ahmed chaudary","Sher ali arbab"
"Pakistani Renowned Urdu writer and Scholar Jamil Jalibi died on__________?","10 April 2019, 14 April 2019, 16 April 2019","18 April 2019"
"When Imran khan inaugurated Housing Scheme in Islamabad?","16th April 2019, 18th April 2019, None of these","17th April 2019"
"KP cabinet recently approved __________ police stations for tribal districts?","21, 22, 23","25"
"Recently, The Federal Govt. Of Pakistan launched Campaign “To make smoke free city” in which city of Pakistan?","Karachi, Lahore, Peshawar","Islamabad"
"The Pakistan Air Force (PAF) successfully test-fired indigenously developed extended range ‘smart weapon’ from _______ multi-role fighter aircraft in March 2019","General Dynamics F-16 Fighting Falcon, Dassault Mirage III, PAC MFI-17 Mushshak","CAC/PAC JF-17 Thunder"
"Two cities of Pakistan mentioned in Green peace report in top 10 most polluted cities in the world are_________?","Karachi and Lahore, Karachi and Multan, Lahore and Gujranwala","Lahore and Faisalabad"
"The Renowned Sindhi Philosopher shot and died in USA in March 2019 was__________?","Imtiaz Mallah, Mushtaque Bhutto, Zulfiqar Bhutto","Jawaid Bhutto"
"Who is the Current Chairman of Pakistan Banks’ Association?","Aftab Manzoor, Arif Habib, None of the Above","Muhammad Aurangzaib"
"Who is the current Deputy Speaker of the legislative assembly of Azad Jammu and Kashmir?","Sardar Farooq Ahmed Tahir, Shah Ghulam Qadir, None of the Above","Sardar Amer Altaf"
"When the current government assumed the office, Pakistan was ranked at________in the ease of doing business?","137, 153, 165","147"
"What was the rank of Pakistan in the ease of doing business in 2018?","116 among 190 125 among 190 147 among 190","136 among 190"
"Govt Reduces Corporate Taxes From 47 to Just_____________ in January 2019.","11, 21, 24","16"
"on 31st January 2019, Pakistan protests summoning of High commissioner to Delhi over?","Chenab Basin project, Imran Khan’s speech, LOC voilations","Quraishi-Mirwaiz phone call"
"_______ has been titled the “Mountain Princes” by Pakistan’s mountaineering community?","Samina Baig, Uzma Shah, None of These","Selena Khawaja"
"The Senate Committee on Human Rights passed the draft bill on January-30-2019 raising the minimum age of marriage to_________ years in Pakistan?","17, 20, None of these","18"
"Name the first Sikh Officer who has been assigned charge of Public Relations Officer to the Punjab Governor first time in history ?","Jagjeet Singh, Ajeet Singh, None of the Above","Pawan Singh Arora"
"Saudi Arabia will establish oil refinery at Gawadar at the cost of_____________?","$8 Billion, $9 Billion, $11 Billion","$10 Billion"
"Indus water Jeep Race held in January 2019 at which city of Pakistan?","Hub, Jhal Magsi, None of the Above","Swabi"
"How many times Sardar fathe mohammad Buzdar served Punjab Assembly?","One time, Two time, None of these","Three time"
"Sardar fathe mohammad Buzdar died on_____________?","29 March, 2019, 30 march, 2019, None of these","1 April, 2019"
"PPP Chairman Bilawal Bhutto Zardari inaugurated Tharcoal power project on____________?","9th April 2019, 8th April 2019, 7th April 2019","10th April 2019"
"Who has become First women principal at K-P police training centre?","Shehzadi Gilani, Haleema Saeed, None of these","Sonia shamroz"
"Radio Pakistan wins which position in World Radio Contest 2019 ?","2nd, 3rd, 4th","1st"
"Total installed capacity of Quaid-e-Azam Solar Park Bahawalpur will be___________?","300 Mega Watt, 600 Mega Watt, 1200 Mega watt","1000 Mega Watt"
"For how many days the special powers of the Pakistan Rangers have been extended by Sindh Government in Karachi on 5th April, 2019?","60, 70, 80","90"
"Facebook and Pakistan’s Ministry of Information Technology launched the first Facebook Innovation Lab in Pakistan on____________?","04 April 2019, 02 April 2019, 01 April 2019","03 April 2019"
"Who nominates chief justice of Pakistan?","Prime Minister, Chief election commissioner, Chairman of Senate","President"
"Which of following book is recently launched by Senator Rehman Malik?","God’s own land, Our Country Pakistan, None of these","Modi’s War Doctrine"
"The report that has contradicted India’s claim of shooting down and F-16 fighter jet of Pakistan during a dogfight was published in:","Foreign Affairs magazine, The Atlantic magazine, The Economist magazine","Foreign policy magazine"
"After how many years of its establishment PTI won elections.","19, 20, 21","22"
"Pakistan opens first International Information Tourists Corner in __________ ?","Rome (Italy), Bulgaria (Sofia), Germany (Berlin)","Brussels (Belgium)"
"Total tournament sixes were hit in PSL 2019?","375, 376, 378","377"
"Which of the following telecommunication network won Best 4G services in Pakistan award at the 3rd Consumers IT & Telecom Conference on 30 March 2019?","Mobilink, Ufone, None of these","Zong"
"WHY Ex-CJP Tassaduq Hussain Jillani receives Justice Excellence Award in 2019?","On modus vivedi decision over the protection of minorities church attack in 2013, on De Facto decision over the protection of minorities church attack in 2013, Non of these","On a suo moto decision over the protection of minorities church attack in 2013"
"Former chief justice of pakistan Tassaduq Hussain Jillani receive international justice Excellence Award on__________?","March 26, 2019, March 27, 2019, March 29, 2019","March 28, 2019"
"Bilawal Bhutto Zardari launched train march ‘Karawan-e-Bhutto’ against PTI govt on____________?","25 March 2019, 27 March 2019, None Of These","26 March 2019"
"Which of the following Chinese cities were declared as sister cities to Karachi, Gwadar, and Multan on 29 March 2019?","Urumqi, Puyang, Xi’an E. None of these","All of these"
"Pakistan has received __________ billion loan from China on 25 march 2019?","$2 Billion, $2.7 Billion, $5.1 Billion","$2.2 Billion"
"In which tribal district of Pakistan 3G service has been launched on 25th March 2019?","Orakzai, Kurram, None of these","Bajaur"
"According to Economist Intelligence Unit (EIU) 2019 report; which of the following Pakistani city is among the top 10 cheapest cities in globe?","Islamabad, Turbat, Lahore","Karachi"
"Famed singer Shahnaz Begum who sang ‘Sohni Dharti Allah Rakhe’ and ‘Jeevay Jeevay Pakistan’ died in _____ at the age______ on 23 March 2019?","Afghanistan, 63, United Kindom, 65, Pakistan, 66","Bangladesh, 67"
"Pakistanis celebrated its _____ Pakistan Day on 23rd March 2019?","80th, 81st, None of above","79th"
"Which award was conferred by President Arif Alvi to Pakistani Christchurch Hero Naeem Rashid?","Hilal-E-Shujat, Sitara-E-Shujat, Tamgha-E-Shujat","Nishan-E-Shujat"
"Which award was conferred by President Arif Alvi to Pakistani actress Mehwish Hayat?","Sitara-e-Quaid-e-Azam, Tamgha-e-Shuja’at, Tamgha-e-Pakistan","Tamgha-e-Imtiaz"
"How many (MoUs) were signed b/w Pakistani and Malaysian firms for joint venture in IT, telecommunication and car manufacturing?","3 MoUs, 8 MoUs, 11 MoUs","6 MoUs"
"The government has issued a list of_____ Individual who has conferred civil awards on March 23 for showing excellence in their respective fields:","126, 128, None Of These","127"
"Which US Newspaper named Imran Khan on list for Peace Prize?","New York Times, USA Today, Washington Post","Christian Science Monitor"
"Malaysian Prime Minister Mahathir Mohamad arrived in Islamabad for three-day official visit to Pakistan on_________?","23 March, 2019, 22 March, 2019, 27 March, 2019","21 March, 2019"
"In which year SUPARCO has plans on sending its first astronaut into space?","2020, 2023, 2024","2022"
"Who has been appointed as Director General Monitoring Cell in Supreme Court on march 2019?","Syed Abu Ahmad Akif, Fawad Hassan Fawad, Muhammad Abu Bakar","Sohail Nasir"
"How much MW electricity the Engro Powergen Thar Limited’s (EPTL) has started pumping into the national grid on 19 march 2019?","300 MW, 600 MW, 660 MW","330 MW"
"Which team of 4th PSL won the final trophy of 2019 in Karachi?","Islamabad United, Peshawar Zalmi, Noneof these","Quetta Gladiator"
"Final match of PSL-4 (2019) was played in___________?","Lahore, Dubai, None of these","Karachi"
"Which player was the Man of the Match in PSL-4 final?","Luke Ronchi, Hasan Ali, Shane Watson","Muhammad Husnain"
"Who was awarded as the “best bowler” of PSL-4?","Muhammad Husnain V. Luke Ronchi, Kieron Pollard","Hasan Ali"
"Who was awarded as the “Best Batsman” of PSL-4?","Muhammad Husnain, Kieron Pollard, Sarfaraz Ahmed","Shane Watson"
"Who was awarded as the “Player of tournament” of PSL-4?","Muhammad Husnain, Kieron Pollard, Sarfaraz Ahmed","Shane Watson"
"The Pakistan Super League 2019 won by___________?","Peshawar Zalmi, Karachi Kings, Islamabad United","Quetta Gladiators"
"PM Imran Khan launches online visa facility for 175 countries on ____________ ?","March 12, 2019, March 13, 2019, March 15, 2019 E. None of the above","March 14, 2019"
"PM Imran Khan launches online visa facility for how many countries?","170, 180, 185","175"
"The leading wickets taker in PSL 2019 was?","Umer Khan, Wahab Riaz, Fahim Ashraf","Hassan Ali"
"The leading runs scorer in PSL 2019 was______________?","Kamran Akmal, Collin Ingram, Luke Ronchi","Shane Watson"
"The Runner up Team In Pakistan Super League 2019 was_________?","Islamabad United, Lahore Qalandars, Karachi Kings","Peshawar Zalmi"
"Information minister Chaudhry Fawad Hussaain Inaugurated Bureau offiice of Turkish News Agency “Anadolu” in___________On 13 March 2019.","Lahore, Karachi, Peshawar","Islamabad"
"In which country Muslims were killed in mosque?","India, England, America","New Zealand"
"Which Batsman has broken Shahid Afridi record of most sixes in international cricket?","Sachin Tendulkar, Brian lara, Sir Vivian Richards","Chris Gayle"
"Which of following Woman Lawmaker Chaired ‘Pakistan Senate’ on Women’s Day, 2019?","Mehnaz Akbar, Fehmida Mirza, Zubaida Jalal","Krishna Kumari"
"Who is the captain of Peshawer Zalmi in PSL 2019?","Fakhar Zamam, Sarfarz Ahmed, None of the above","Darren Sammy"
"Who is the Captain of Quetta Gladiators in PSL 2019?","Shane Watson, Sunil Narine, None of the above","Sarfaraz Ahmed"
"Who became the first Pakistani surgeon to receive the prestigious honorary membership of the British Association of Urological Surgeons (BAUS)?","Dr Arif Munir, Dr M. Usman Khan, Dr. Fawad Nasrullah","Dr Adib Rizvi"
"Who is the First and only MMA (Mix Martial Arts) fighter from Pakistan, to register a victory in an international event “one warrior series of MMA”, held at Singapore, By beating Geeta Sohaar Sonu.","Ayesha Aziz, Marina Iqbal, Sana mir","Anita Karim"
"Which of the following Country boycotted OIC meeting of Council of Foreign Ministers 2019?","Turkey, Saudi Arabia, None of these","Pakistan"
"Squadron leader Hasan Siddiqui was featured in a Defence Day 2016 Video Song paying tribute to the bravery and professionalism of the Pakistan Air Force. name it?","Oonchi Uran, In Fazaon Se Aage, Junoon Zouq-e-Parwaaz Hai","Fizaon Ke Mohafiz"
"Name the Squadron Leader of Pakistan Air Force (PAF) who shot down Indian jets on 27 Feb 2019?","Sq. Ldr Sikander Khan, Sq. Ldr Javeed Khan, None of these","Sq. Ldr Hassan Siddiqui"
"Name the district of AJ&K (Azad Jammu and Kashmir) where Indian aircraft was crashed?","Leepa, Hattian Bala, Khuiratta, Kotli District, None of these","Khanjar, Bhimber district"
"Two _________ Indian Air Force (IAF) aircraft were shot down by the Pakistan Air Force (PAF) inside Pakistani airspace on 27 Feb 2019?","MiC 22 aircraft, MiE 31 aircraft, MiF 32 aircraft","MiG 21 aircraft"
"Indian aircraft violated LoC, scramble back after PAF’s timely response on___________?","25th Feb 2019, 26th Jan 2019, 25th Jan 2019","26th Feb 2019"
"Who has been appointed Prime Minister’s focal person on digital media on 25 Feb, 2019?","Dr. Shehbaz Gill, Dr Fatima Rao, None","Dr Arsalan Khalid"
"Which Court has rejected the bail plea on medical grounds of former Prime Minister Nawaz Sharif.","Peshawar high Court, Sindh High Court, Balochistan High Court","Islamabad high Court"
"PM Khan allows registered Afghan refugees to open bank accounts in Pakistan on which date ?","February 23, 2018, January 25, 2019, February 15, 2019","February 25, 2019"
"Foreign Minister Shah Mahmood Qureshi had postponed his trip to __________ due to the ‘sensitive’ regional situation on 25 Feb 2019?","Malaysia, Saudi Arabia, None","Japan"
"Which two media groups got Rights for live-streaming the HBL PSL 2019.","Sama tv and duniya news, City42 and Public tv, PTV news and express news","Geo tv and Jang group"
"Pakistan Cricket Board (PCB) named_________as the new live production partner for the HBL Pakistan Super League (PSL-4) On 19 Feb 2019?","Media hub, Eye balls media, Digital wireless network","Blitz and Trans group"
"“Sikka Baqaida” is an initiative by State bank of Pakistan, To facilitate the:","High-income and unbanked population of the country., High-income and banked population of the country., Low-income and banked population of the country.","Low-income and Unbanked population of the country."
"Who has been appointed as Force Commander of the United Nations mission for the referendum in western Sahara?","Maj. Gen Xiaojun wang, China, General Bipin Rawat, India, None of these","Maj. Gen ziaur Rehman, Pakistan"
"Name the Sindh Assembly Speaker who was arrested by National Accountability Bureau (NAB) on corruption allegations on February 20, 2019?","Mushtaq Ghani, Mehmood Jan, Rehana Leghair","Agha Siraj Durrani"
